date,slot,period,price,buy_kwh,E_kwh
2025-12-21,10,01:30-01:40,0.4312,622.696666666667,7800
2025-12-21,11,01:40-01:50,0.4333,637.489266666667,7800
2025-12-21,12,01:50-02:00,0.4311,1455.70133333333,8550
2025-12-21,13,02:00-02:10,0.4293,1431.19166666667,9300
2025-12-21,14,02:10-02:20,0.4324,642.746233333333,9300
2025-12-21,15,02:20-02:30,0.4367,653.869116666667,9300
2025-12-21,16,02:30-02:40,0.4348,621.75,9300
2025-12-21,17,02:40-02:50,0.4335,636.643333333333,9300
2025-12-21,18,02:50-03:00,0.4357,631.910733333333,9300
2025-12-21,19,03:00-03:10,0.4374,625.288333333333,9300
2025-12-21,20,03:10-03:20,0.4371,696.757683333333,9300
2025-12-21,21,03:20-03:30,0.4356,685.888783333333,9300
2025-12-21,22,03:30-03:40,0.4353,624.79,9300
2025-12-21,23,03:40-03:50,0.436,703.4143,9300
2025-12-21,24,03:50-04:00,0.4378,737.32095,9300
2025-12-21,25,04:00-04:10,0.4401,679.858333333333,9300
2025-12-21,26,04:10-04:20,0.4389,673.157066666667,9300
2025-12-21,27,04:20-04:30,0.4364,680.399233333333,9300
2025-12-21,28,04:30-04:40,0.4393,677.478333333333,9300
2025-12-21,29,04:40-04:50,0.4422,686.979733333333,9300
2025-12-21,30,04:50-05:00,0.4395,680.602566666667,9300
2025-12-21,31,05:00-05:10,0.4333,672.051666666667,9300
2025-12-21,32,05:10-05:20,0.4439,702.989983333333,9300
2025-12-21,33,05:20-05:30,0.4301,1542.20806666667,10050
2025-12-21,34,05:30-05:40,0.3713,1511.09666666667,10800
2025-12-21,35,05:40-05:50,0.5708,679.624416666667,10800
2025-12-21,36,05:50-06:00,0.9099,786.285766666667,10800
2025-12-21,37,06:00-06:10,0.9368,240.108333333333,10050
2025-12-21,38,06:10-06:20,0.8758,906.479566666667,10050
2025-12-21,39,06:20-06:30,0.8759,901.305416666667,10050
2025-12-21,40,06:30-06:40,0.8601,931.175,10050
2025-12-21,41,06:40-06:50,0.8442,890.858333333333,10050
2025-12-21,42,06:50-07:00,0.8334,872.208166666667,10050
2025-12-21,43,07:00-07:10,0.8092,895.7,10050
2025-12-21,44,07:10-07:20,0.7972,864.683533333333,10050
2025-12-21,45,07:20-07:30,0.7644,816.879,10050
2025-12-21,46,07:30-07:40,0.6899,1590.17416666667,10800
2025-12-21,47,07:40-07:50,0.86,678.191166666667,10800
2025-12-21,48,07:50-08:00,1.1617,0,9945.84961111111
2025-12-21,49,08:00-08:10,1.1683,106.82125,9019.92368518519
2025-12-21,50,08:10-08:20,1.0956,65.6994833333333,8093.99775925926
2025-12-21,51,08:20-08:30,1.0849,0,7178.94685185185
2025-12-21,52,08:30-08:40,1.061,0,6292.39407407407
2025-12-21,53,08:40-08:50,1.043,0,5481.2915
2025-12-21,54,08:50-09:00,1.036,0,4725.65135185185
2025-12-21,55,09:00-09:10,1.0147,0,4000.82496296296
2025-12-21,56,09:10-09:20,0.9922,0,3351.93201851852
2025-12-21,57,09:20-09:30,0.97,0,2765.61494444444
2025-12-21,58,09:30-09:40,0.9422,505.665,2765.61494444444
2025-12-21,59,09:40-09:50,0.9569,481.458866666667,2765.61494444444
2025-12-21,60,09:50-10:00,0.9977,0,2291.61444444445
2025-12-21,61,10:00-10:10,0.9919,0,1891.27324074074
2025-12-21,62,10:10-10:20,0.9588,40.8322833333326,1568.64953703704
2025-12-21,63,10:20-10:30,0.9549,326.093433333333,1568.64953703704
2025-12-21,64,10:30-10:40,0.9839,0,1200
2025-12-21,65,10:40-10:50,0.799,349.0795,1200
2025-12-21,66,10:50-11:00,0.5025,1204.39408333333,1950
2025-12-21,67,11:00-11:10,0.4662,1214.56791666667,2700
2025-12-21,68,11:10-11:20,0.5007,1195.43096666667,3450
2025-12-21,69,11:20-11:30,0.4827,1155.58448333333,4200
2025-12-21,70,11:30-11:40,0.4785,1116.30375,4950
2025-12-21,71,11:40-11:50,0.4662,1085.34206666667,5700
2025-12-21,72,11:50-12:00,0.4432,998.04075,6450
2025-12-21,73,12:00-12:10,0.4411,906.683333333333,7200
2025-12-21,74,12:10-12:20,0.4551,932.828033333333,7950
2025-12-21,75,12:20-12:30,0.4463,942.028316666667,8700
2025-12-21,76,12:30-12:40,0.4113,901.435,9450
2025-12-21,77,12:40-12:50,0.5682,918.6651,10200
2025-12-21,78,12:50-13:00,0.8279,160.4821,10200
2025-12-21,79,13:00-13:10,0.8636,241.000416666667,10200
2025-12-21,80,13:10-13:20,0.8416,264.312483333333,10200
2025-12-21,81,13:20-13:30,0.8618,225.386166666667,10200
2025-12-21,82,13:30-13:40,0.8623,177.021666666667,10200
2025-12-21,83,13:40-13:50,0.9026,15.2104833333345,10003.0008703704
2025-12-21,84,13:50-14:00,0.9754,0,9721.1962962963
2025-12-21,85,14:00-14:10,1.0002,0,9385.77083333333
2025-12-21,86,14:10-14:20,0.9978,0,9058.10796296296
2025-12-21,87,14:20-14:30,1.0271,0,8705.09046296296
2025-12-21,88,14:30-14:40,1.0906,0,8278.20481481482
2025-12-21,89,14:40-14:50,0.9376,0,7800
2025-12-21,90,14:50-15:00,0.6694,1324.36608333333,8550
2025-12-21,91,15:00-15:10,0.66,1391.87375,9300
2025-12-21,92,15:10-15:20,0.7217,1419.78691666667,10050
2025-12-21,93,15:20-15:30,0.7308,1474.13941666667,10800
2025-12-21,94,15:30-15:40,0.7534,707.687916666667,10800
2025-12-21,95,15:40-15:50,0.7823,708.694566666667,10800
2025-12-21,96,15:50-16:00,0.8055,736.84515,10800
2025-12-21,97,16:00-16:10,0.8271,795.930416666667,10800
2025-12-21,98,16:10-16:20,0.8519,801.381866666667,10800
2025-12-21,99,16:20-16:30,0.8791,842.64315,10800
2025-12-21,100,16:30-16:40,0.9024,925.109166666667,10800
2025-12-21,101,16:40-16:50,0.9163,959.7928,10800
2025-12-21,102,16:50-17:00,0.9264,992.864183333333,10800
2025-12-21,103,17:00-17:10,0.9462,1028.79666666667,10800
2025-12-21,104,17:10-17:20,0.9742,1018.6957,10800
2025-12-21,105,17:20-17:30,0.9862,1025.7503,10800
2025-12-21,106,17:30-17:40,0.976,1056.46166666667,10800
2025-12-21,107,17:40-17:50,1.0742,1048.34913333333,10800
2025-12-21,108,17:50-18:00,1.2313,898.743433333333,10800
2025-12-21,109,18:00-18:10,1.2561,712.633333333333,10800
2025-12-21,110,18:10-18:20,1.2447,715.41445,10800
2025-12-21,111,18:20-18:30,1.2545,748.267933333333,10800
2025-12-21,112,18:30-18:40,1.2522,730.008333333333,10800
2025-12-21,113,18:40-18:50,1.2881,138.439216666665,10137.8831481481
2025-12-21,114,18:50-19:00,1.3466,0,9304.45735185185
2025-12-21,115,19:00-19:10,1.3523,0,8472.83512962963
2025-12-21,116,19:10-19:20,1.3445,0,7670.07598148148
2025-12-21,117,19:20-19:30,1.3483,0,6863.22540740741
2025-12-21,118,19:30-19:40,1.349,0,6036.07911111111
2025-12-21,119,19:40-19:50,1.3473,0,5239.49166666667
2025-12-21,120,19:50-20:00,1.3482,0,4424.91444444444
2025-12-21,121,20:00-20:10,1.3513,0,3557.94962962963
2025-12-21,122,20:10-20:20,1.34,0,2727.29862962963
2025-12-21,123,20:20-20:30,1.3489,0,1957.50185185185
2025-12-21,124,20:30-20:40,1.3952,0,1200
2025-12-21,125,20:40-20:50,1.2226,720.3711,1200
2025-12-21,126,20:50-21:00,0.9332,722.800166666667,1200
2025-12-21,127,21:00-21:10,0.9068,690.743333333333,1200
2025-12-21,128,21:10-21:20,0.9371,704.5435,1200
2025-12-21,129,21:20-21:30,0.9371,721.160716666667,1200
2025-12-21,130,21:30-21:40,0.9871,726.305,1200
2025-12-21,131,21:40-21:50,0.7764,739.519033333333,1200
2025-12-21,132,21:50-22:00,0.4209,678.499233333333,1200
2025-12-21,133,22:00-22:10,0.3859,572.4,1200
2025-12-21,134,22:10-22:20,0.4368,545.092316666667,1200
2025-12-21,135,22:20-22:30,0.4198,550.836133333333,1200
2025-12-21,136,22:30-22:40,0.4186,542.6,1200
2025-12-21,137,22:40-22:50,0.4241,525.919,1200
2025-12-21,138,22:50-23:00,0.4237,543.393916666667,1200
2025-12-21,139,23:00-23:10,0.4248,584.828333333333,1200
2025-12-21,140,23:10-23:20,0.424,592.452566666667,1200
2025-12-21,141,23:20-23:30,0.422,565.9438,1200
2025-12-21,142,23:30-23:40,0.424,550.931666666667,1200
2025-12-21,143,23:40-23:50,0.4271,589.960216666667,1200
2025-12-21,144,23:50-24:00,0.4276,595.331833333333,1200
