date_str,day_idx,slot,buy_kwh,em_kwh,load_kw,pv_kw
2025-12-21,355,64,479.381839015377,0,6951.47,4960.7625
2025-12-21,355,65,-0,0,7040.6919,4946.2149
2025-12-21,355,66,373.384668182044,0,7195.1724,4968.8079
2025-12-21,355,67,1186.3482003869,0,7266.62,4979.2125
2025-12-21,355,68,1115.15945872024,0,7080.5804,4907.9946
2025-12-21,355,69,1082.74115455357,0,6948.6094,5015.1025
2025-12-21,355,70,1118.5741378869,0,6954.16,5256.3375
2025-12-21,355,71,1157.9287628869,0,6860.0706,5348.0182
2025-12-21,355,72,1095.05332122024,0,6565.9337,5577.6892
2025-12-21,355,73,970.036157480159,0,6330.9,5890.8
2025-12-21,355,74,960.783994980158,0,6501.863,5904.8948
2025-12-21,355,75,999.909324146825,0,6520.3344,5868.1645
2025-12-21,355,76,1015.11105331349,0,6273.31,5864.7
2025-12-21,355,77,1003.92079914683,0,6234.7567,5722.7661
2025-12-21,355,78,1068.47195748016,0,6512.763,5549.8704
2025-12-21,355,79,362.259851061508,0,6836.44,5390.4375
2025-12-21,355,80,365.152292728174,0,6797.3346,5211.4597
2025-12-21,355,81,396.092559394841,0,6554.3856,5202.0686
2025-12-21,355,82,465.725684394841,0,6350.08,5287.95
2025-12-21,355,83,457.875501061508,0,6333.408,5178.3498
2025-12-21,355,84,479.351596894841,0,6515.4464,4993.7017
2025-12-21,355,85,0,0,6658.81,4847.5125
2025-12-21,355,86,0,0,6474.7834,4705.4039
2025-12-21,355,87,0,0,6311.1097,4404.8152
2025-12-21,355,88,0,0,6293.57,3988.3875
2025-12-21,355,89,0,0,6241.0875,3658.7815
2025-12-21,355,90,36.9849114377462,0,6267.633,3321.4365
2025-12-21,355,91,1475.63841547867,0,6308.83,2957.5875
2025-12-21,355,92,1525.852836312,0,6184.3165,2665.595
2025-12-21,355,93,1547.84232797867,0,6249.441,2404.6045
2025-12-21,355,94,1556.697998812,0,6412.99,2166.8625
2025-12-21,355,95,1615.17820297867,0,6229.2355,1977.0681
2025-12-21,355,96,834.552511312004,0,6140.1248,1719.0539
2025-12-21,355,97,847.504236649305,0,6190.42,1414.8375
2025-12-21,355,98,886.79009468006,0,6007.344,1199.0528
2025-12-21,355,99,921.372769680059,0,6021.8302,965.9713
2025-12-21,355,100,939.942314154044,0,6231.28,680.625
2025-12-21,355,101,968.373511649305,0,6177.7882,419.0314
2025-12-21,355,102,1010.30110148065,0,6130.9976,173.8125
2025-12-21,355,103,1032.05604895833,0,6172.78,0
2025-12-21,355,104,1054.11687326389,0,6112.1742,0
2025-12-21,355,105,1048.08615068204,0,6160.7027,6.2009
2025-12-21,355,106,1029.98700071478,0,6338.77,0
2025-12-21,355,107,1074.32777984871,0,6290.0948,0
2025-12-21,355,108,930.307603189212,0,5392.9058,0.4452
2025-12-21,355,109,719.176784027778,0,4275.8,0
2025-12-21,355,110,693.937057413194,0,4292.4867,0
2025-12-21,355,111,743.55370046875,0,4489.6396,0.032
2025-12-21,355,112,730.63080046875,0,4380.05,0
2025-12-21,355,113,750.54860046875,0,4406.0663,0
2025-12-21,355,114,732.651583680556,0,4500.5016,0.0023
2025-12-21,355,115,-0,0,4490.76,0
2025-12-21,355,116,0,0,4334.8994,0
2025-12-21,355,117,-0,0,4356.9931,0
2025-12-21,355,118,-0,0,4466.59,0
2025-12-21,355,119,0,0,4301.5722,0
2025-12-21,355,120,-0,0,4398.717,0
2025-12-21,355,121,-0,0,4681.61,0
2025-12-21,355,122,0,0,4485.5154,0
2025-12-21,355,123,-0,0,4156.9026,0
2025-12-21,355,124,-0,0,4090.51,0
2025-12-21,355,125,0,0,4322.2266,0
2025-12-21,355,126,719.240087934028,0,4336.801,0
2025-12-21,355,127,728.984316822917,0,4144.46,0
2025-12-21,355,128,709.521717135417,0,4227.261,0
2025-12-21,355,129,692.55695015625,0,4326.9643,0
2025-12-21,355,130,740.862233489583,0,4357.83,0
2025-12-21,355,131,771.169472736458,0,4437.1142,0
2025-12-21,355,132,718.761808489583,0,4070.9954,0
2025-12-21,355,133,1400.70768072917,0,3434.4,0
2025-12-21,355,134,1373.43022541667,0,3270.5539,0
2025-12-21,355,135,599.038543229167,0,3305.0168,0
2025-12-21,355,136,1392.17762777778,0,3255.6,0
2025-12-21,355,137,1383.10554739583,0,3155.514,0
2025-12-21,355,138,1375.95245458333,0,3260.3635,0
2025-12-21,355,139,1371.88937118056,0,3508.97,0
2025-12-21,355,140,1394.55988368056,0,3554.7154,0
2025-12-21,355,141,1399.28472482639,0,3395.6628,0
2025-12-21,355,142,1399.86379982639,0,3305.59,0
2025-12-21,355,143,1391.89879149306,0,3539.7613,0
2025-12-21,355,144,609.468095572917,0,3571.991,0
