date,adj_kwh,cost_plan,cost_adj,em_kwh,cost_em
2025-11-28,35108.0604588477,19669.0076620682,1450.38948847489,5911.68771944445,27691.3406934778
2025-11-29,41768.9381328875,22545.0306557893,1996.63960694064,4087.6009,19077.9017944819
2025-11-30,85401.4551994856,51727.0657720176,4551.97927741025,5761.93439166667,27196.345285793
2025-12-01,90745.6713447222,56929.8346777489,2828.84681796749,7161.779625,33696.0259122472
2025-12-02,94460.08507575,60010.5944013986,2599.23509052613,5527.78754166667,25826.0990866333
2025-12-03,92954.0246878333,53860.7812418862,8466.08818291353,5791.99209166667,27594.4752516778
2025-12-04,92037.0540778611,57845.2645001359,3207.21393133311,6461.85271666667,30586.4776090306
2025-12-05,46167.2594076474,24222.8274216842,2436.53263263388,5160.1506,24367.964005175
2025-12-06,47862.0281701646,25668.6093847866,1863.21598070424,4972.30611666667,22487.4959533097
2025-12-07,91684.4891305,57973.8187335893,3537.74746803813,7159.5346,32296.0981091056
2025-12-08,95191.5011252191,60402.5815124742,2033.00934042338,4625.10683333333,21793.4426413986
2025-12-09,92447.60925,58358.5967453414,3384.66679219806,5837.51676388889,27963.4763609264
2025-12-10,93418.9654304471,57007.5698878972,4525.5206808456,5942.05883333333,27919.2459612222
2025-12-11,91644.8664526406,57873.3042601841,2316.60082692417,5538.21735555556,25867.8338974833
2025-12-12,49594.3602677983,24819.6435004962,4068.17529810502,4312.07550555556,20482.3606389694
2025-12-13,47273.7513535857,24793.1239955159,2828.3940493026,6041.20838055556,28378.2519545958
2025-12-14,94139.5958916667,56720.6468514283,6187.58149559334,5802.69758888889,27096.24525665
2025-12-15,95015.4427833333,56343.0172702702,7507.81226392174,5247.26090277778,24739.1511260125
2025-12-16,94181.8649222222,59808.8455001061,2009.32753761445,5236.51055833334,24297.0194308264
2025-12-17,92708.9277650833,58435.697087013,2880.41574968199,5790.51266666667,27427.9690306333
2025-12-18,92880.1526749999,57641.3060547619,3565.12265681304,5922.97083333333,27302.2740956667
2025-12-19,46860.1063293896,24166.3829554199,3570.19995465872,5318.95615833333,25487.2483940097
2025-12-20,45845.7995887174,24700.4882278599,2001.82073795594,6121.14114166667,29064.1740801069
2025-12-21,93304.4155174166,58481.3879321283,3414.89261411918,6855.74191666667,29906.0836766597
2025-12-22,93746.4482808055,58422.7108119978,3320.66605243605,5746.03965555555,26736.5004378069
2025-12-23,91384.103375,57631.6140868455,2931.91101841083,6373.38816666667,28929.7348330361
2025-12-24,92730.0499789502,58489.1747777007,2200.29317181899,5708.15660277778,26282.9950004458
2025-12-25,91954.9558018333,56347.9171894641,4306.90901771601,6765.36909166667,31255.8251930917
2025-12-26,45995.3959526749,23987.6706243465,2885.73306492367,6185.71338333333,29359.4390944903
2025-12-27,46601.7580612483,24768.0856297209,2340.17018095981,6199.18686666667,28172.326515093
2025-12-28,91439.5043156721,57561.1531648663,1943.24435091676,5994.75946666667,28212.2906138333
2025-12-29,93772.83740425,56778.1718862836,5226.3457331197,5200.59464166667,24778.9089809139
2025-12-30,90362.6049717545,56578.9676737126,2628.09473230434,7074.097825,32573.683022632
2025-12-31,93420.1477522222,58739.8763113538,1328.82182188742,5804.438125,26706.1050530139
