date,buy_kwh,em_kwh_plan,cost_plan_pol,em_kwh_corr,cost_corr_pol
2025-12-12,36511.5986398148,11531.4676625,61983.2630984329,9795.93644829167,76955.1840187389
2025-12-13,37852.0102864712,9849.39551666667,58497.9635846115,8558.983048,70730.0304248191
2025-12-14,83923.763189249,9663.572675,89650.0857260301,8940.35891279167,104899.842833744
2025-12-15,84830.4313041666,9524.83724166666,88507.9392316783,8639.24170933334,104004.613586144
2025-12-16,86424.9552537037,7863.22757083333,83895.2383308079,7196.9517785,95828.6524697109
2025-12-17,86524.1103683642,6642.11662083333,79251.6482391139,5977.54497383334,88441.5006223775
2025-12-18,85591.3147679583,6917.19003333334,81467.1197647507,6383.11941379167,88857.1192592834
2025-12-19,40068.5244224794,6941.08565416667,48116.497559049,6144.950667875,58581.2951029426
2025-12-20,41933.4939985,5023.9199625,41756.5585020246,4474.92049795833,47387.5351857013
2025-12-21,87607.7451376029,6622.32259583333,79636.4437594906,5869.547209625,89650.0864573586
2025-12-22,89157.376622428,4809.9427375,75071.9960417829,4338.12152570834,81545.7275322336
2025-12-23,90110.491625823,2708.49312083333,67024.0868190273,1923.04399066667,69233.9611292495
2025-12-24,89816.5402220164,3618.08016666667,72072.2910575267,3195.09603345833,75243.2823644218
2025-12-25,88822.072229681,4589.53134583333,72452.0357520868,3732.88336854167,79265.052375227
2025-12-26,43644.4646754115,4102.59347916667,38855.6788541469,3082.249924375,41173.4402218481
2025-12-27,45190.8669887346,2933.4804875,34807.2473151463,2211.64238233333,36843.4326073088
2025-12-28,91133.579925,2423.3413625,67195.2883781496,1522.56868620833,65512.6472777593
2025-12-29,92857.0838916667,1390.42270833333,64025.7663684983,194.11142075,59984.9871673042
2025-12-30,92902.2632708333,772.193783333332,62203.17458635,76.8886084583302,59709.2228690625
2025-12-31,92603.8754375,2315.39891666667,68339.8107806671,1372.66369325,66131.1076390572
