date,buy_kwh,em_kwh,cost_yuan,chg_kwh,dis_kwh,curt_kwh,pv_load_kwh,pv_chg_kwh,E0_kwh,E24_kwh,exitflag,abs_gap
2025-08-12,71455.3545266008,0,45320.9736747549,19208.2239119342,15558.6613686667,0,62612.9194333333,6264.13361666667,1200,1200,1,7.27595761418343e-12
2025-08-13,69738.3553454732,0,43750.9288655013,19221.1976954732,15569.1701333333,0,64246.9875166667,6180.03021666667,1200,1200,1,0
2025-08-14,70134.79765,0,44335.5907860217,21333.3333333333,17280,0,61674.4605166666,8335.30386666667,1200,1200,1,7.27595761418343e-12
2025-08-15,38869.9871866255,0,22049.0495651778,14074.1210699589,11400.0380666667,19056.5823,43085.0819166667,10666.6666666667,1200,1200,1,3.63797880709171e-12
2025-08-16,38564.4974292181,0,22115.8091643715,13712.6436625514,11107.2413666667,19137.1464333333,43450.4368833333,10666.6666666667,1200,1200,1,7.27595761418343e-12
2025-08-17,66996.7979419753,0,42779.439732747,20506.540308642,16610.29765,0,62213.1478833333,9990.575,1200,1200,1,0.237632253090851
2025-08-18,68432.7949186729,0,43379.3783809691,21054.9349228395,17054.4972875,0,62075.9726666667,9240.08643333334,1200,1200,1,2.01227005102555
2025-08-19,68098.4886331276,0,43258.3119050663,19737.6153497942,15987.4684333333,0,62324.2487833333,8722.57405,1200,1200,1,0
2025-08-20,74689.4458495885,0,46755.5948133051,21523.2356995885,17433.8209166667,0,59232.1383833333,5165.22421666667,1200,1200,1,0
2025-08-21,69776.9576917695,0,43875.3835111254,19832.7589917695,16064.5347833333,0,62560.3759666667,6567.00445,1200,1200,1,7.27595761418343e-12
2025-08-22,39736.7138987654,0,23046.1015591046,13887.1937654321,11248.62695,15811.6076833333,42822.88665,10666.6666666667,1200,1200,1,0
2025-08-23,38827.7065960905,0,22347.2563622911,13817.1716460905,11191.9090333333,13852.7361666667,42647.73725,10666.6666666667,1200,1200,1,1.45519152283669e-11
2025-08-24,68032.5002417695,0,43620.9976507727,21287.9373251029,17243.2292333333,263.539333333333,60404.2759166667,10666.6666666667,1200,1200,1,0
2025-08-25,74766.6025148148,0,47025.6481789115,21003.8798148148,17013.14265,0,58771.5284166667,4966.99831666667,1200,1200,1,2.18278728425503e-11
2025-08-26,69513.9206413333,0,44150.7077328064,20828.2048666667,16870.845942,0,60361.1381666666,8479.00738333333,1200,1200,1,2.73961988739029
2025-08-27,72002.4839588477,0,45631.3964563783,21692.9566255144,17571.2948666667,0,58261.6126833333,7612.62055,1200,1200,1,0
2025-08-28,75060.3521590535,0,46861.8968103603,21443.6079423868,17369.3224333333,0,59662.9207,4113.10088333333,1200,1200,1,7.27595761418343e-12
2025-08-29,39774.0901944444,0,22886.02439057,15090.7177777778,12223.4814,14374.5168,40731.9287333333,10666.6666666667,1200,1200,1,3.63797880709171e-12
2025-08-30,39243.7176119341,0,22764.2316751397,13756.8463786008,11143.0455666667,18302.8036333333,41542.89745,10666.6666666667,1200,1200,1,0
2025-08-31,70703.8577691358,0,44826.6073162482,20715.3141358025,16779.40445,0,59524.7985,7193.93825,1200,1200,1,0
2025-09-01,57318.0934693415,0,35304.6574404581,19552.0821193416,15837.1865166667,0,58947.72155,8741.76318333334,1200,1200,1,0
2025-09-02,58136.7041833333,0,35723.7907535383,21333.3333333333,17280,0,57648.8662666666,9826.20203333333,1200,1200,1,7.27595761418343e-12
2025-09-03,59257.6041744856,0,36947.8799136841,19485.9750411523,15783.6397833333,0,57066.08485,8819.91433333333,1200,1200,1,1.13154938467778
2025-09-04,58149.9016602881,0,36536.6086831019,20876.5858436214,16910.0345333333,203.908133333335,56265.0326833333,10666.6666666667,1200,1200,1,1.33170151506783
2025-09-05,30053.710391358,0,15974.1291004407,14106.7330246914,11426.45375,20516.0361166667,37126.016,10666.6666666667,1200,1200,1,0
2025-09-06,30352.8967609053,0,16082.391393211,14435.2664609054,11692.5658333333,20027.7174333333,37410.9063666667,10666.6666666667,1200,1200,1,0
2025-09-07,58984.8046355967,0,36159.1007165284,21233.8211522634,17199.3951333333,0,57324.8004333333,8495.22498333333,1200,1200,1,0
2025-09-08,63206.9741012346,0,38943.3572194444,20332.0679012346,16468.975,0,55392.3192166667,6612.70368333333,1200,1200,1,0
2025-09-09,58366.9639024691,0,36696.1557660773,20647.2241358025,16724.25155,1296.14371666667,56016.5909333333,10666.6666666667,1200,1200,1,3.63797880709171e-11
2025-09-10,65440.5254936214,0,40009.2280761301,21633.7991769547,17523.3773333333,0,54277.9364166667,5680.85341666667,1200,1200,1,7.27595761418343e-12
2025-09-11,58569.5577666667,0,36524.6866551067,21333.3333333333,17280,868.573650000003,55715.45225,10666.6666666667,1200,1200,1,1.45519152283669e-11
2025-09-12,31499.5282907407,0,16774.0866739861,14887.8357407407,12059.14695,17072.3283,36396.57595,10666.6666666667,1200,1200,1,0
2025-09-13,31209.7101399177,0,16746.5482813522,14797.9538065844,11986.3425833333,20554.8291,35834.9858666667,10666.6666666667,1200,1200,1,0
2025-09-14,64123.9780833333,0,39354.6282928083,21333.3333333333,17280,0,54780.3221,6358.04881666667,1200,1200,1,0
2025-09-15,59882.5146166667,0,37490.2634577417,21333.3333333333,17280,759.210650000004,54267.1219333333,10666.6666666667,1200,1200,1,1.30731023803673
2025-09-16,63507.4226376543,0,39107.1025520402,21413.3209876543,17344.79,0,54893.3620333334,7458.22545,1200,1200,1,0
2025-09-17,64039.7327573333,0,39446.1596381728,21338.8562666667,17284.473576,0,53928.54345,7036.13315,1200,1200,1,0
2025-09-18,63210.8477833333,0,39191.9046840667,21333.3333333333,17280,0,54050.6386833333,7797.42656666667,1200,1200,1,0.0174989353181445
2025-09-19,31885.9614738683,0,17138.8112782082,15081.1544238683,12215.7350833333,12924.7548166667,35594.3526666667,10666.6666666667,1200,1200,1,0
2025-09-20,31964.236945679,0,17189.7306411791,15440.662345679,12506.9365,13550.5607,35468.0665333333,10666.6666666667,1200,1200,1,1.09139364212751e-11
2025-09-21,62329.7475802469,0,38495.1610779911,21177.0619135802,17153.42015,0,55414.5611833333,7160.23431666667,1200,1200,1,0
2025-09-22,64676.11655,0,40040.63375934,21333.3333333333,17280,0,53426.01775,7178.0041,1200,1200,1,1.84453225877223
2025-09-23,66264.1572816872,0,41363.9233810388,21585.7194650206,17484.4327666667,0,52587.3702833333,6478.29546666667,1200,1200,1,0
2025-09-24,65033.7451,0,40292.1429801317,21333.3333333333,17280,0,52881.4060333333,7069.56228333333,1200,1200,1,0
2025-09-25,64538.7805666667,0,40124.8128006067,21333.3333333333,17280,0,52619.3151833333,7591.58306666667,1200,1200,1,3.37419009580481
2025-09-26,31647.8497185185,0,16804.9409243161,15421.8751851852,12491.7189,10989.2732666667,34844.1702833333,10666.6666666667,1200,1200,1,7.27595761418343e-12
2025-09-27,33330.9172687243,0,18195.7544948588,15788.3031687243,12788.5255666667,12700.39575,34777.4070833333,10666.6666666667,1200,1200,1,1.09139364212751e-11
2025-09-28,67536.5425915638,0,41640.5087464438,21497.8776748971,17413.2809166667,0,51805.4400666667,5096.55035,1200,1200,1,0
2025-09-29,66805.7218703704,0,41561.8109439928,21444.0803703704,17369.7051,0,52121.7600666667,6229.76313333333,1200,1200,1,0
2025-09-30,69674.547045393,0,43476.0821059053,21900.5207652263,17739.4218198333,0,50050.6659,5443.6144,1200,1200,1,7.27595761418343e-12
2025-10-01,56358.3822666667,0,34268.05594155,21333.3333333333,17280,2663.9374,54226.3291166667,10666.6666666667,1200,1200,1,1.79378923456534
2025-10-02,56598.4353333333,0,34414.9545869617,21333.3333333333,17280,623.433883333335,54210.8261166667,10666.6666666667,1200,1200,1,7.27595761418343e-12
2025-10-03,28784.6729176955,0,14400.3401115345,15499.7915843621,12554.8311833333,18033.1904833333,35007.1802833333,10666.6666666667,1200,1200,1,1.81898940354586e-12
2025-10-04,30233.8595880658,0,15247.701421595,16118.9852880658,13056.3780833333,14238.4666166667,34396.2991166667,10666.6666666667,1200,1200,1,0
2025-10-05,58796.0827333333,0,35778.3313010833,21333.3333333333,17280,0,53188.9398833333,9679.51995,1200,1200,1,7.27595761418343e-12
2025-10-06,61799.99925,0,37641.6741823767,21333.3333333333,17280,0,52440.1063333333,7722.92055,1200,1200,1,0
2025-10-07,61796.9913333333,0,37642.7512196883,21333.3333333333,17280,0,51667.9977333333,7917.6179,1200,1200,1,0
2025-10-08,60536.2023333333,0,36883.08584412,21333.3333333333,17280,0,52449.0482166667,8463.51846666667,1200,1200,1,2.18278728425503e-11
2025-10-09,59971.9050166667,0,36959.3305652767,21333.3333333333,17280,0,51851.6186666667,9821.38938333333,1200,1200,1,7.27595761418343e-12
2025-10-10,30703.9601802469,0,15626.7271227243,16163.3135802469,13092.284,18323.73135,34037.5211833333,10666.6666666667,1200,1200,1,3.63797880709171e-12
2025-10-11,30677.8508537037,0,15689.4390303731,16360.572037037,13252.06335,13585.9585833333,33432.0259166667,10666.6666666667,1200,1200,1,0
2025-10-12,62562.4093166666,0,38140.32237125,21333.3333333333,17280,0,52030.2273833333,7164.20081666667,1200,1200,1,2.25813006223325
2025-10-13,61121.2855652263,0,37633.5920406061,21383.5891152263,17320.7071833333,0,51703.9147666667,8946.44376666667,1200,1200,1,0
2025-10-14,64809.2876166666,0,39885.0209872933,21333.3333333333,17280,0,50027.8116666667,7230.58823333333,1200,1200,1,0
2025-10-15,66009.4552279835,0,40195.4146687625,21551.8240946502,17456.9775166667,0,50119.6501666667,5302.80695,1200,1200,1,0
2025-10-16,67250.0552506173,0,41532.6435876391,21875.5822839506,17719.22165,0,48353.7403833333,6413.063,1200,1200,1,0
2025-10-17,31027.4509950617,0,15861.3102571786,16333.1383950617,13229.8421,11872.1253833333,33400.1811666667,10666.6666666667,1200,1200,1,1.2732925824821e-11
2025-10-18,31069.1398888889,0,15877.2569811122,16308.2055555556,13209.6465,12061.3292333333,32852.1122833333,10666.6666666667,1200,1200,1,9.09494701772928e-12
2025-10-19,68041.1032841564,0,42059.0043591249,21994.363600823,17815.4345166667,0,48070.5658166667,6034.95903333333,1200,1200,1,0
2025-10-20,68640.2141491769,0,42287.4279772203,22145.316399177,17937.7062833333,0,48400.6135,5061.92278333333,1200,1200,1,0
2025-10-21,70736.6516617284,0,43217.7065673511,22360.3700617284,18111.89975,0,48049.6667,3288.60093333333,1200,1200,1,0
2025-10-22,69764.3841716049,0,43122.8210201409,22219.7849382716,17998.0258,0,47402.7602833334,4714.32955,1200,1200,1,0
2025-10-23,67668.5773699588,0,41713.0756042855,21875.8877366255,17719.4690666667,0,48052.6399666667,5779.87851666667,1200,1200,1,0
2025-10-24,32672.0499504115,0,16966.480310878,17299.1859670782,14012.3406333333,10930.7005666667,32118.1005833333,10666.6666666667,1200,1200,1,0
2025-10-25,31976.1865827161,0,16582.7703706555,16782.4777160494,13593.80695,9530.84308333333,32446.8445166667,10666.6666666667,1200,1200,1,3.63797880709171e-12
2025-10-26,68656.6001049383,0,42116.7269137243,21711.4899382716,17586.30685,0,48248.5378666667,4629.49446666667,1200,1200,1,0
2025-10-27,67708.953091358,0,42160.444842533,21865.2180246914,17710.8266,0,47259.0963166667,6978.88633333333,1200,1200,1,0
2025-10-28,70186.219573251,0,43293.8687877964,22254.9888065844,18026.5409333333,0,46981.15985,4560.56325,1200,1200,1,1.45519152283669e-11
2025-10-29,73665.1258654321,0,45594.1974354885,22916.6354320988,18562.4747,0,45747.2954166667,2662.0623,1200,1200,1,1.45519152283669e-11
2025-10-30,69104.420563786,0,42815.1873494344,21934.6732304527,17767.0853166667,0,46670.3489666667,5457.90395,1200,1200,1,0
2025-10-31,33126.3305893004,0,17297.2484585733,17478.9915226337,14157.9831333333,5879.5668,31298.4635,10666.6666666667,1200,1200,1,0
2025-11-01,32764.3695333333,0,16939.8697994783,17333.3333333333,14040,7082.82443333333,31680.67995,10666.6666666667,1200,1200,1,0.363229480011796
2025-11-02,73190.1283495,0,45367.646536565,22993.64605,18624.8533005,0,45613.9126833333,3432.9397,1200,1200,1,4.46441162422707
2025-11-03,73774.579740535,0,45355.1658968731,22665.4094238683,18358.9816333333,0,46095.42525,2208.5595,1200,1200,1,7.27595761418343e-12
2025-11-04,71881.7681368313,0,44643.7479453853,22622.9707201646,18324.6062833333,0,45742.8232833333,4073.71541666667,1200,1200,1,1.45519152283669e-11
2025-11-05,74052.2305150206,0,45808.3887972719,22799.5111316872,18467.6040166667,0,44988.8614833333,3097.52606666667,1200,1200,1,0
2025-11-06,75789.945573251,0,47151.8967537724,22537.540473251,18255.4077833333,0,44403.5714333333,1939.93815,1200,1200,1,0
2025-11-07,34018.3201679013,0,17600.172718876,18501.0225925926,14985.8283,7227.33575864197,30975.0564333333,10691.524691358,1200,1200,1,3.63797880709171e-12
2025-11-08,33139.9129788066,0,17209.08320612,17736.5393621399,14366.5968833333,6103.91506666667,31473.0779833333,10666.6666666667,1200,1200,1,7.27595761418343e-12
2025-11-09,75757.9689944444,0,47104.5913504478,23322.3077777778,18891.0693,0,44039.7057166667,2491.14726666667,1200,1200,1,7.27595761418343e-12
2025-11-10,78299.1762609054,0,48874.66345537,23194.9464609053,18787.9066333333,0,43428.4548333333,1133.20483333333,1200,1200,1,0
2025-11-11,75842.9577778333,0,47327.7970972781,22793.08655,18462.4001055,0,43826.4552,2572.39258333333,1200,1200,1,4.30458284240012
2025-11-12,75389.5719462963,0,47109.2096197324,23227.872962963,18814.5771,0,43485.2153166666,2975.51076666667,1200,1200,1,7.27595761418343e-12
2025-11-13,77002.8249433333,0,47896.8053169193,23342.984,18907.81704,0,43913.1496833333,1471.08626666667,1200,1200,1,0
2025-11-14,34194.9149238683,0,17986.4980191,18071.5494238683,14637.9550333333,3180.6119,30292.1592333333,10666.6666666667,1200,1200,1,3.63797880709171e-12
2025-11-15,34581.0504510288,0,18023.6974012308,18515.81718107,14997.8119166667,2972.67993662552,30579.3843666667,10703.0255967078,1200,1200,1,0
2025-11-16,78808.944960288,0,49425.1652959818,23375.9591769547,18934.5269333333,0,42136.5500833333,1789.17576666667,1200,1200,1,0
2025-11-17,77176.056323251,0,48188.5350195509,23087.1771399177,18700.6134833333,0,42587.8635833333,1986.09273333333,1200,1200,1,7.27595761418343e-12
2025-11-18,79267.5220505,0,49423.3024432062,23190.62395,18784.4053995,0,42305.3612,587.773466666666,1200,1200,1,0.018168288974266
2025-11-19,79766.960219,0,50065.7114725738,23409.7734333333,18961.916481,0,41406.8077833333,1404.58196666667,1200,1200,1,7.27595761418343e-12
2025-11-20,79401.3201853334,0,49753.6999846883,23202.9341333333,18794.376648,0,42037.9760166667,1015.40518333333,1200,1200,1,4.48050306858931
2025-11-21,35191.8569084362,0,18371.4426879917,18713.2860082304,15157.7616666667,2743.98350020576,29686.9041833333,10703.9053497942,1200,1200,1,7.27595761418343e-12
2025-11-22,35548.4504506173,0,18611.4359581272,18938.1739506173,15339.9209,1914.76458333333,29745.0437166667,10670.27235,1200,1200,1,0
2025-11-23,79605.3786473251,0,50027.8829025394,23181.3545473251,18776.8971833333,0,40834.8400833334,1715.75583333333,1200,1200,1,0
2025-11-24,78624.5826238333,0,49191.8658063932,23406.5732833333,18959.3243595,0,42077.3506,1736.39351666667,1200,1200,1,2.18278728425503e-11
2025-11-25,80614.1646471666,0,50515.1049459249,23349.7676166667,18913.3117695,0,40679.9637,833.76805,1200,1200,1,7.27595761418343e-12
2025-11-26,81211.8099306585,0,50995.7404084362,23582.2528806584,19101.6248333333,0,40550.6705166667,378.099333333333,1200,1200,1,0
2025-11-27,80424.9368353662,0,50556.1296454657,23366.3900106996,18926.7759086667,0,40515.4035333333,901.845383333333,1200,1200,1,7.27595761418343e-12
2025-11-28,35754.756305144,0,18833.2196180446,19242.5695884774,15586.4813666667,1225.45786666667,29425.6582,10666.6666666667,1200,1200,1,0
2025-11-29,38454.2834786008,0,19882.8351524131,19323.7897119342,15652.2696666667,0,29010.7342833333,8216.0155,1200,1200,1,2.18278728425503e-11
2025-11-30,84862.9202226337,0,53543.4561203857,24382.5198559671,19749.8410833333,0,37753.2984,10.7079166666666,1200,1200,1,7.27595761418343e-12
2025-12-01,90980.5877333333,0,57973.4924904483,24833.3333333333,20115,0,38951.0366166667,41.4272833333333,1200,1200,1,2.91038304567337e-11
2025-12-02,93421.27995,0,59766.5499734917,24833.3333333333,20115,0,36762.81365,0,1200,1200,1,0
2025-12-03,91841.1568999999,0,58236.92058608,24833.3333333333,20115,0,37460.1825666667,0,1200,1200,1,0
2025-12-04,91635.3325076131,0,58499.558495652,24582.5987242798,19911.9049666667,0,38526.2928,38.7494,1200,1200,1,7.27595761418343e-12
2025-12-05,45318.9107024691,0,23458.5225023863,21373.1474691358,17312.24945,0,30528.1203166667,7028.32308333333,1200,1200,1,7.27595761418343e-12
2025-12-06,47598.2758166667,0,24640.7287966033,21333.3333333333,17280,0,30374.2821,5431.90823333333,1200,1200,1,3.27418092638254e-11
2025-12-07,92368.9745833334,0,58909.420391135,24833.3333333333,20115,0,37402.2090833333,12.5725833333334,1200,1200,1,0
2025-12-08,92570.9777833333,0,58957.71134572,24833.3333333333,20115,0,36563.1428166667,0,1200,1200,1,1.15470861020003
2025-12-09,92120.1976,0,59081.825449005,24833.3333333333,20115,0,37299.1212,7.10561666666672,1200,1200,1,1.25020973646315
2025-12-10,93051.9001333333,0,59160.13256234,24833.3333333333,20115,0,35991.14605,0,1200,1200,1,0.349794559988368
2025-12-11,90843.9276977366,0,57733.9560767692,24575.07718107,19905.8125166667,0,37826.5442666667,0,1200,1200,1,0
2025-12-12,47725.4134833333,0,24630.5626567283,21333.3333333333,17280,0,30398.3909166667,4548.89928333333,1200,1200,1,2.18278728425503e-11
2025-12-13,47717.8448977366,0,24639.4151420178,21367.19218107,17307.4256666667,0,30269.1267,4772.49746666667,1200,1200,1,0
2025-12-14,93475.8434666667,0,59733.597345305,24833.3333333333,20115,0,35743.86405,0,1200,1200,1,0.295217788312584
2025-12-15,94234.9446333333,0,60099.7790962283,24833.3333333333,20115,0,34835.6675166667,0,1200,1200,1,7.27595761418343e-12
2025-12-16,94096.393,0,60122.100653125,24833.3333333333,20115,0,35228.85205,0,1200,1200,1,0
2025-12-17,92948.5137333333,0,59118.8196028833,24833.3333333333,20115,0,36274.7075833333,0,1200,1200,1,1.45519152283669e-11
2025-12-18,92241.1636333333,0,59006.8627127317,24833.3333333333,20115,0,36862.9085666667,86.1837333333331,1200,1200,1,0
2025-12-19,46943.516917284,0,24461.3452787246,21343.1172839506,17287.925,0,29761.6953,5923.23883333333,1200,1200,1,1.81898940354586e-11
2025-12-20,46783.4675919753,0,24294.219565427,21376.5719753086,17315.0233,0,29491.4651666667,6320.7027,1200,1200,1,0
2025-12-21,93740.9268666666,0,59797.992382615,24833.3333333333,20115,0,35338.6591,0,1200,1200,1,0
2025-12-22,93641.8254166666,0,59871.4163414884,24833.3333333333,20115,0,35781.0267333333,0,1200,1200,1,0.552900089845934
2025-12-23,91971.1825333333,0,58529.68958647,24833.3333333333,20115,0,36698.5620333333,0,1200,1200,1,0.156792581365153
2025-12-24,92573.9309833333,0,59295.7513042717,24833.3333333333,20115,0,36099.8119666667,0,1200,1200,1,0.685494839148305
2025-12-25,92732.8402,0,59062.4970059033,24833.3333333333,20115,0,35977.4093666667,0,1200,1200,1,3.63797880709171e-11
2025-12-26,47059.5311790124,0,24377.5030429331,21474.572345679,17394.4036,0,29554.9166,5707.76861666667,1200,1200,1,0
2025-12-27,47250.8407333333,0,24477.5748254083,21333.3333333333,17280,0,30092.3280333333,4978.04683333333,1200,1200,1,0
2025-12-28,91428.6087845679,0,58226.2350854822,24365.6879012346,19736.2072,0,36702.015,0,1200,1200,1,0
2025-12-29,92200.2629333334,0,58508.56691863,24833.3333333333,20115,0,36153.5401166667,0,1200,1200,1,5.82076609134674e-11
2025-12-30,90832.1809333333,0,57881.894346185,24000,19440,0,37283.1193666667,18.9870833333331,1200,1200,1,1.00154854704306
2025-12-31,93272.3212666666,0,59646.656436885,24833.3333333333,20115,0,35145.28215,0,1200,1200,1,0
