date,buy_kwh,em_kwh,cost_yuan,chg_kwh,dis_kwh,curt_kwh,E0_kwh,E24_kwh
2025-09-27,37209.2807666667,0,19787.322902295,19666.6666666667,12788.5255666667,12700.39575,5059.47285185185,8550
2025-09-28,67536.5425915638,0,41556.8920797771,21497.8776748971,17413.2809166667,0,8550,8550
2025-09-29,66805.7218703704,0,41478.1942773261,21444.0803703704,17369.7051,0,8550,8550
2025-09-30,69674.547045393,0,43392.4654392386,21900.5207652263,17739.4218198333,0,8550,8550
2025-10-01,56361.8091082305,0,34182.6454856488,21351.3693415638,17294.6091666667,2663.9374,8550,8550
2025-10-02,52431.5602510288,0,32564.5499688958,17166.4582510288,17280,623.433883333335,8550,4799.81242592593
2025-10-03,29403.8666213992,0,14610.5265465818,16118.9852880658,12554.8311833333,18033.1904833333,4799.81242592593,5357.08675925926
2025-10-04,33781.5409666667,0,16697.770950165,19666.6666666667,13056.3780833333,14238.4666166667,5357.08675925926,8550
2025-10-05,58796.0827333333,0,35694.7146344167,21333.3333333333,17280,0,8550,8550
2025-10-06,61799.99925,0,37558.05751571,21333.3333333333,17280,0,8550,8550
2025-10-07,61796.9913333333,0,37559.1345530217,21333.3333333333,17280,0,8550,8550
2025-10-08,60536.2023333333,0,36799.4691774533,21333.3333333333,17280,0,8550,8550
2025-10-09,56468.5519302469,0,35389.7765292273,17829.9802469136,17280,0,8550,5396.98222222222
2025-10-10,30901.218637037,0,15655.4696138293,16360.572037037,13092.284,18323.73135,5396.98222222222,5574.51483333333
2025-10-11,33983.9454833333,0,17036.1335890583,19666.6666666667,13252.06335,13585.9585833333,5574.51483333333,8550
2025-10-12,62566.7232314815,0,38054.4475745211,21356.0381481481,17298.3909,0,8550,8550
2025-10-13,61121.2855652263,0,37549.9753739394,21383.5891152263,17320.7071833333,0,8550,8550
2025-10-14,64809.2876166667,0,39801.4043206267,21333.3333333333,17280,0,8550,8550
2025-10-15,66009.4552279835,0,40111.7980020958,21551.8240946502,17456.9775166667,0,8550,8550
2025-10-16,63916.5269790124,0,40035.0443256267,18542.0540123457,17719.22165,0,8550,5549.82455555556
2025-10-17,31002.5181555556,0,15795.1970318206,16308.2055555556,13229.8421,11872.1253833333,5549.82455555556,5527.385
2025-10-18,34427.601,0,17246.3591572233,19666.6666666667,13209.6465,12061.3292333333,5527.385,8550
2025-10-19,68041.1032841564,0,41975.3876924582,21994.363600823,17815.4345166667,0,8550,8550
2025-10-20,68640.2141491769,0,42203.8113105536,22145.3163991769,17937.7062833333,0,8550,8550
2025-10-21,70736.6516617284,0,43134.0899006844,22360.3700617284,18111.89975,0,8550,8550
2025-10-22,69764.384171605,0,43039.2043534743,22219.7849382716,17998.0258,0,8550,8550
2025-10-23,65301.0966703704,0,40625.0304543266,19508.407037037,17719.4690666667,0,8550,6419.26737037037
2025-10-24,32155.3416993827,0,16687.5496755899,16782.4777160494,14012.3406333333,10930.7005666667,6419.26737037037,5954.22994444445
2025-10-25,34860.3755333333,0,17748.7620026617,19666.6666666667,13593.80695,9530.84308333333,5954.22994444445,8550
2025-10-26,68656.6001049382,0,42033.1102470576,21711.4899382716,17586.30685,0,8550,8550
2025-10-27,67708.953091358,0,42076.8281758663,21865.2180246914,17710.8266,0,8550,8550
2025-10-28,70186.219573251,0,43210.2521211297,22254.9888065844,18026.5409333333,0,8550,8550
2025-10-29,73665.1258654321,0,45510.5807688218,22916.6354320988,18562.4747,0,8550,8550
2025-10-30,66916.7454197531,0,41803.3797550311,19746.9980864197,17767.0853166667,0,8550,6581.09237037037
2025-10-31,32991.6633670782,0,17179.3775679478,17344.3243004115,14157.9831333333,5879.5668,6581.09237037037,6459.89187037037
2025-11-01,35088.8001833333,0,17864.7381478317,19666.6666666667,14048.9026833333,7082.82443333333,6459.89187037037,8550
2025-11-02,73205.3198072016,0,45279.5654582741,23073.601090535,18689.6168833333,0,8550,8550
2025-11-03,73774.579740535,0,45271.5492302064,22665.4094238683,18358.9816333333,0,8550,8550
2025-11-04,71881.7681368313,0,44560.1312787187,22622.9707201646,18324.6062833333,0,8550,8550
2025-11-05,74052.2305150206,0,45724.7721306052,22799.5111316872,18467.6040166667,0,8550,8550
2025-11-06,74599.4434744856,0,46562.9214803526,21347.0383744856,18255.4077833333,0,8550,7478.54811111111
2025-11-07,33278.6949621399,0,17220.267027769,17761.3973868313,14985.8283,7227.33575864198,7478.54811111111,6812.88542592593
2025-11-08,35070.0402833333,0,17965.9368579533,19666.6666666667,14366.5968833333,6103.91506666666,6812.88542592593,8550
2025-11-09,75757.9689944445,0,47020.9746837811,23322.3077777778,18891.0693,0,8550,8550
2025-11-10,78299.1762609054,0,48791.0467887034,23194.9464609054,18787.9066333333,0,8550,8550
2025-11-11,75863.4055687243,0,47239.875847769,22900.7065020576,18549.5722666667,0,8550,8550
2025-11-12,75389.5719462963,0,47025.5929530657,23227.872962963,18814.5771,0,8550,8550
2025-11-13,75407.707700535,0,47136.2422726395,21747.8667572016,18907.81704,0,8550,7114.39448148148
2025-11-14,34602.8237510288,0,18095.5700956946,18479.4582510288,14637.9550333333,3180.6119,7114.39448148148,7481.51242592593
2025-11-15,35768.2588666667,0,18461.3657407967,19703.0255967078,14997.8119166667,2972.67993662552,7481.51242592593,8550
2025-11-16,78808.944960288,0,49341.5486293151,23375.9591769547,18934.5269333333,0,8550,8550
2025-11-17,77176.056323251,0,48104.9183528842,23087.1771399177,18700.6134833333,0,8550,8550
2025-11-18,79267.8890476194,0,49339.6676082506,23192.555513786,18785.9699661667,0,8550,8550
2025-11-19,79766.960219,0,49982.0948059071,23409.7734333333,18961.916481,0,8550,8550
2025-11-20,78451.0549164033,0,49245.0144855292,22424.7046477366,18966.4124313333,0,8550,7658.44259259259
2025-11-21,35450.3778506173,0,18413.6084689535,18971.8069504115,15157.7616666667,2743.98350020576,7658.44259259259,7891.11144055555
2025-11-22,36280.54885,0,18853.3614797017,19670.27235,15339.9209,1914.76458333333,7891.11144055555,8550
2025-11-23,79605.3786473251,0,49944.2662358728,23181.3545473251,18776.8971833333,0,8550,8550
2025-11-24,78624.5826238333,0,49108.2491397266,23406.5732833333,18959.3243595,0,8550,8550
2025-11-25,80614.1646471666,0,50431.4882792583,23349.7676166667,18913.3117695,0,8550,8550
2025-11-26,81211.8099306584,0,50912.1237417695,23582.2528806584,19101.6248333333,0,8550,8550
2025-11-27,79758.2701686996,0,50189.3129787991,22699.7233440329,18926.7759086667,0,8550,7950
2025-11-28,36333.0034337448,0,19008.0596849533,19820.8167170782,15586.4813666667,1225.45786666667,7950,8470.42241574074
2025-11-29,38542.7030166667,0,19837.3361486067,19412.20925,15652.2696666667,0,8470.42241574074,8550
2025-11-30,84862.9202226337,0,53459.8394537191,24382.5198559671,19749.8410833333,0,8550,8550
2025-12-01,90980.5877333333,0,57889.8758237817,24833.3333333333,20115,0,8550,8550
2025-12-02,93421.27995,0,59682.933306825,24833.3333333333,20115,0,8550,8550
2025-12-03,91841.1569,0,58153.3039194133,24833.3333333333,20115,0,8550,8550
2025-12-04,91635.3325076131,0,58415.9418289854,24582.5987242798,19911.9049666667,0,8550,8550
2025-12-05,45318.9107024691,0,23374.9058357196,21373.1474691358,17312.24945,0,8550,8550
2025-12-06,47598.2758166667,0,24557.1121299367,21333.3333333333,17280,0,8550,8550
2025-12-07,92368.9745833333,0,58825.8037244683,24833.3333333333,20115,0,8550,8550
2025-12-08,92607.2054312757,0,58872.9399704431,25024.005164609,20269.4441833333,0,8550,8550
2025-12-09,92159.4214853909,0,58996.9585726018,25039.7748353909,20282.2176166667,0,8550,8550
2025-12-10,93062.8745333333,0,59076.1661011133,24891.0933333333,20161.7856,0,8550,8550
2025-12-11,90843.9276977366,0,57650.3394101026,24575.07718107,19905.8125166667,0,8550,8550
2025-12-12,47725.4134833333,0,24546.9459900617,21333.3333333333,17280,0,8550,8550
2025-12-13,47717.8448977366,0,24555.7984753512,21367.19218107,17307.4256666667,0,8550,8550
2025-12-14,93485.1055835391,0,59649.68546085,24882.0813168724,20154.4858666667,0,8550,8550
2025-12-15,94234.9446333333,0,60016.1624295616,24833.3333333333,20115,0,8550,8550
2025-12-16,94096.393,0,60038.4839864583,24833.3333333333,20115,0,8550,8550
2025-12-17,92948.5137333333,0,59035.2029362167,24833.3333333333,20115,0,8550,8550
2025-12-18,92241.1636333333,0,58923.246046065,24833.3333333333,20115,0,8550,8550
2025-12-19,46943.5169172839,0,24377.728612058,21343.1172839506,17287.925,0,8550,8550
2025-12-20,46783.4675919753,0,24210.6028987604,21376.5719753086,17315.0233,0,8550,8550
2025-12-21,93740.9268666667,0,59714.3757159483,24833.3333333333,20115,0,8550,8550
2025-12-22,93659.1720179012,0,59787.2467747318,24924.6312345679,20188.9513,0,8550,8550
2025-12-23,91976.1017193415,0,58445.916127222,24859.2237860082,20135.9712666667,0,8550,8550
2025-12-24,92595.4375915638,0,59211.4491427658,24946.5260082304,20206.6860666667,0,8550,8550
2025-12-25,92732.8402,0,58978.8803392367,24833.3333333333,20115,0,8550,8550
2025-12-26,47059.5311790124,0,24293.8863762665,21474.572345679,17394.4036,0,8550,8550
2025-12-27,47250.8407333333,0,24393.9581587417,21333.3333333333,17280,0,8550,8550
2025-12-28,91428.6087845679,0,58142.6184188156,24365.6879012346,19736.2072,0,8550,8550
2025-12-29,92200.2629333333,0,58424.9502519633,24833.3333333333,20115,0,8550,8550
2025-12-30,90868.9520164609,0,57797.2761309713,24193.5320164609,19596.7609333333,0,8550,8550
2025-12-31,85105.6546,0,56144.006436885,16666.6666666667,20115,0,8550,1200
