date,plan_kwh,adj_kwh,cost_plan,cost_adj,em_kwh,cost_em,Eend_mean
2025-09-12,33890.1178122428,31720.2107209876,18479.8995826227,936.179797677789,2949.31211858333,12054.1696809838,4903.72516374142
2025-09-13,38830.3539719136,30856.3510885802,17985.2046262918,2129.6372560082,2816.12075033333,11627.9614063776,4946.31314810399
2025-09-14,78187.1840355967,71662.7026269383,43739.0318769792,5300.07446664034,934.342383249999,4773.63612334958,6120.35840772913
2025-09-15,65308.3399839849,60657.2071143018,38180.7928809231,4820.4264776982,6078.04500833333,28110.3344966316,5124.6185192614
2025-09-16,78012.460970919,70949.7840793553,44346.786287257,3763.86326538205,923.22420127778,4844.34912172298,6208.30445826303
2025-09-17,73013.583565535,67572.8522053841,42238.3809087958,4588.37611904063,4631.70780902777,22665.712118342,5379.33928555405
2025-09-18,60704.6120819273,66647.6376932568,38833.3798398666,7849.81274331312,5585.21547894444,26498.6936584621,4964.87675002444
2025-09-19,34498.8260889918,31737.7670703704,18530.2707470124,1173.59459540346,2933.12465958333,12260.158091816,4741.50742071288
2025-09-20,39844.4058781893,31440.1190893004,18335.1671139791,2456.66226365417,3037.75627116667,12673.4628898186,4716.19190079175
2025-09-21,72747.4623237997,68765.4811970164,41897.6235404991,5320.25672976375,1709.54937436111,9475.29903225151,5852.36527497727
2025-09-22,77586.5589894719,70337.502713203,44826.103749794,3181.47392167897,2698.13633491666,14621.7718547333,5803.88013455676
2025-09-23,75985.8785507202,72336.4523512689,44114.3058527477,6584.76997122273,2533.07156222222,13705.8350714344,5747.28309991384
2025-09-24,67227.745057476,66168.0873680844,38955.870084423,8150.62415535129,5999.647325,28779.2182007444,5198.72543374443
2025-09-25,67040.1549005487,69740.821921262,41520.5047393978,5404.14053697132,3797.23311619445,18960.1663897952,5783.91145804249
2025-09-26,35060.9532504801,31325.2951430041,17913.391184273,1611.04137967927,2739.36839991667,11596.2883757556,4669.96255451518
2025-09-27,40506.3815390947,33189.2462196502,19132.8611267282,2805.07326607584,2803.01709386111,11822.9860290864,4977.03563101852
2025-09-28,72032.0704199588,72417.8739225995,41116.9808683535,8441.72626529699,3758.89203361111,19845.4574817165,5954.83883247257
2025-09-29,76764.8568963992,72427.065653701,44163.2120444876,5643.65925526646,2862.12235947222,15259.4886277153,5949.51488384704
2025-09-30,74842.9472143004,72310.6700673182,43724.4984242318,7217.05453182057,6056.71833258333,29357.3805021052,5422.24852786201
2025-10-01,67300.8931918381,59128.5805638889,37821.920270828,1939.63562984835,4423.18526522222,20557.7500147197,5686.70575639488
2025-10-02,70225.2100139918,63922.421784465,39943.2861985973,1663.26962468346,1709.97133888889,9061.9364187611,6248.79082645105
2025-10-03,31473.5999980453,28552.1803737654,15379.0275563343,1666.01801040513,2755.54889083333,11718.1390721574,4936.19361072959
2025-10-04,38031.3407609053,29663.1591308776,16240.8519052279,2290.16841245495,2915.83335,12175.7448495288,4958.53964755251
2025-10-05,74432.1831843278,66879.7159385116,40285.9957675363,4424.40270251357,1314.86404036111,6956.84401738149,6276.16561353394
2025-10-06,64803.4228854938,62328.9848081276,36955.9456601077,6905.37447954065,6016.37242000103,28219.9191814988,4972.31632926419
2025-10-07,67422.2290247256,65711.0946811385,37511.1361948838,7748.03060164217,4732.21866208333,23510.3465938808,5564.18055575875
2025-10-08,65683.8771810014,61292.0059853855,37080.3752775245,5053.56757240556,6216.24377644444,29106.8317770064,5222.22400319915
2025-10-09,72016.4715779238,66368.7770735343,41835.5572677955,1252.34584721031,2474.46759277778,13378.317895378,6167.10694540852
2025-10-10,34459.2169416324,30132.4154117846,16603.2018892269,1468.77252640922,2942.15033333333,12253.6793469263,4969.41856706704
2025-10-11,38230.2040966049,30193.4457452716,16726.9049951361,2176.16137930451,2914.33103333333,12102.5013782167,4918.29913818801
2025-10-12,69798.9182633059,66626.3341013717,38769.2161248444,6092.51931575627,3119.65978802778,16987.4348790694,5998.41041219864
2025-10-13,71773.9774727709,64309.0473487997,40226.9508121993,2613.57046509148,3881.352548,19913.0363950227,5855.82024128258
2025-10-14,75244.5303907065,69396.9971437929,42159.5172719279,4291.89035308795,3966.07397644444,21387.6639464861,6040.45143773148
2025-10-15,77735.4032510631,70517.4595359949,42992.1883488493,4554.13462737084,3426.67639988889,18557.3040189463,5943.02988530604
2025-10-16,70350.2488342249,70618.1491965363,42048.3309125447,5310.50189377448,4513.44260425,23614.2135833854,5869.12897086377
2025-10-17,33517.2545980453,30455.0746102047,16110.9802061778,2590.9485866469,2871.89428333333,12021.951170125,4865.97309017983
2025-10-18,39241.3110143004,30461.9486441595,16684.8665247357,2842.6063930454,2943.56291111111,12383.5666499069,4930.46548561836
2025-10-19,76354.3249031893,72151.2693346708,43307.333858838,5925.29558225886,3787.28012902777,20419.0550466111,5976.50500659594
2025-10-20,80591.7766354253,72691.6028552126,44995.0895907059,2883.21999904407,4508.58015580556,23783.9867770132,6162.90736092935
2025-10-21,79152.157189465,73953.5196623388,43954.756543823,5752.15679228752,4573.56746633333,24398.7511318972,5943.91937869792
2025-10-22,76356.9725015089,72177.0207991769,42713.0625021102,6176.79133374931,5247.79962338889,27541.7097432793,5907.75067805877
2025-10-23,83185.5070579218,71513.6021025034,43309.3482721831,6468.14265124919,4147.14133836111,21971.8457346122,6095.52558631923
2025-10-24,36011.2384860768,31795.8356220363,17667.6174241793,1447.25028790284,3282.72609166667,13895.0075707406,4979.30378783094
2025-10-25,39218.7706935185,31373.8433608241,17406.7753678761,2199.27259321195,3029.22289166667,12714.0512543875,4878.00432168467
2025-10-26,81205.9274736283,72597.8828529836,42468.7761470664,8361.03607687091,3776.32250177778,20158.1533715512,5875.97358805599
2025-10-27,74684.7145064472,72926.8826311543,41867.6821658693,7756.79283757199,4448.50023866666,23710.54015765,6203.78416366436
2025-10-28,74452.8768709413,73269.3574888083,41344.9302563578,8824.26708900647,5029.55564166666,26783.021144075,6011.30558105839
2025-10-29,83033.1363515089,75935.5499858024,46458.3099596764,3241.6723995571,5478.43427241667,28823.9611729989,6237.52561906251
2025-10-30,70019.6389330247,72102.3400006306,40998.1256427088,8376.667925714,4779.72351375,25373.4780097333,5970.9222516047
2025-10-31,37893.0449908779,32406.2365205864,18089.4371501076,1568.98420296194,3147.42290833333,13200.7942434196,4870.07579588007
2025-11-01,40026.0133290466,32082.2574935226,17749.9308917122,2083.05158088855,3165.18419722222,13384.0833356039,4933.01268971365
2025-11-02,80107.6800290466,76373.8614467421,45249.2253756864,5304.82508515876,5406.03137277778,28754.4442044111,6274.72279946116
2025-11-03,85198.8425426916,76449.4291376543,45803.7181524835,5588.04163769707,4927.98514819444,26115.0766602041,6109.21583117156
2025-11-04,78881.8866162209,74910.1928857956,44101.5993987845,5766.70644423274,5017.27361027778,26765.9278856194,6208.28723659165
2025-11-05,87773.5965509945,75882.6408571396,46954.9749159699,3587.35146658195,5629.17952091667,29910.5034518,6171.83088568822
2025-11-06,79857.3172284294,77515.3461847527,45909.7111367813,4387.34283518682,6302.54400966667,32926.9759265405,6296.93197611625
2025-11-07,37974.5119658436,33212.2278584585,18245.3724365484,1539.40960530578,3259.22993333333,14291.8252368187,4952.81571774456
2025-11-08,40729.0140647805,32681.6896705418,18166.6176511634,1842.03833162912,3046.62556616667,12920.7714160498,4985.57576998971
2025-11-09,84758.2385726338,77550.6777805555,47214.028012351,3564.97558397991,5634.54592986111,29840.5090716983,6301.95905267854
2025-11-10,86176.6434499657,80554.7461620473,48597.311161376,4376.98276812166,5531.53708333333,28829.5249120667,6342.20644996807
2025-11-11,87987.4713856163,77585.9189463306,48093.9954911543,2705.64338293924,6191.6201783611,32682.2343735438,6312.83478622342
2025-11-12,84010.366702319,77919.8498875237,46807.3744050457,4159.23750930506,5530.53759133333,28708.8545395737,6348.25130667546
2025-11-13,80084.8923368313,78178.8811100778,46090.6272777222,5305.93176064526,5007.8401305,26540.4494326509,6254.34204218193
2025-11-14,38836.2005647119,33615.9727328014,18762.9230127186,1401.69905382063,3276.23240833333,13953.8364071797,4866.30853721579
2025-11-15,43358.7727941701,34397.7545081619,19155.1480380254,1943.08120405819,3047.62858941667,13281.6250929409,4990.99862480496
2025-11-16,85239.2393678268,80924.9167682263,48033.9553156256,6257.74180631546,5331.12500288889,27024.6166661753,6320.80662564494
2025-11-17,81084.7942446845,80041.6509189177,45180.8587563475,8627.31985105117,5441.35732908333,27867.2806005352,6362.91113102408
2025-11-18,85445.264657476,78978.6105380559,48122.4356626355,3582.37717510192,6508.66399588889,34270.7395326639,6185.78695312017
2025-11-19,85090.0696935021,83143.3578202332,47784.8158611086,8206.04160852895,4476.38928369444,22354.5672996685,6454.81308608946
2025-11-20,82925.9432173183,80201.7167575556,47587.0241017201,4894.90314893302,6140.41245438889,32425.5850584845,6296.5015859122
2025-11-21,40291.7551394376,34985.4915346914,19060.1207604609,1918.89437050489,3101.95869166667,13505.5669600083,5006.53487921382
2025-11-22,44625.4143946502,37148.7087066872,20105.8031366707,2279.09826306792,2389.3708915,10832.862981865,5200.75389645105
2025-11-23,84948.9701302106,81382.0822328628,47732.7644818088,7097.06815795165,5347.23661872154,26754.4016488966,6365.46755600553
2025-11-24,84239.6025778807,79054.5100332418,47273.9403150521,4799.75313271403,6360.35355325,33679.9586128943,6297.40617096472
2025-11-25,95214.1378808642,82244.9422616697,51471.0999181089,3284.83632607139,5438.933125,27567.1519288542,6398.16999568952
2025-11-26,90170.7257292867,83161.3788372428,50803.0023942053,3830.34750550767,4863.28701883333,24432.9883248364,6423.20402783971
2025-11-27,85945.9630336893,82450.5676452891,49444.4817114989,4823.43140250898,4814.42043333333,24515.8488732,6389.80133736626
2025-11-28,41599.722793107,36929.8527653518,19669.0001777946,2711.10299595244,3251.00060833333,14568.0306568987,5020.25871279922
2025-11-29,51279.4448225994,44526.5264970164,23053.8957319716,2872.23070032275,0,0,6675.64811010095
2025-11-30,91088.9021171125,86024.4963246632,51727.0652043139,5392.88912361476,5089.02281025,25494.0531964429,6436.82473077511
2025-12-01,101803.343833333,91549.8593471945,57611.6173684477,2512.73210380967,6359.47666213889,31495.8596728329,6451.56448328037
2025-12-02,105227.9871,95229.92382475,60539.9004520386,2574.51970949704,4742.53495188889,23143.8602940583,6711.29966480449
2025-12-03,94572.9654084705,93484.690076323,53860.7811177011,9217.02351644096,5170.14390283333,25667.5150838425,6520.00522770318
2025-12-04,101994.990766187,92123.2462629561,57905.3976685723,3189.49794067842,6320.34514377778,31351.0146083344,6498.4471158089
2025-12-05,52071.3113022977,50941.7449842249,24222.7625589016,6848.09695075391,852.586235416664,4316.69353491874,6076.12830382674
2025-12-06,56547.6182170782,52516.6284390947,25892.0506688527,6306.69259678731,934.347416111106,4674.69389627775,5860.43791077503
2025-12-07,104919.88391214,92996.1587640621,58654.7374032424,3841.87748957381,5838.28092013889,28888.0214211146,6430.30816557441
2025-12-08,103902.981267901,96117.8692170782,60705.9803662627,2405.07402399213,3077.25180875789,15000.023414348,6798.12520893274
2025-12-09,103273.988343416,93060.4788037808,58366.5419879329,4162.69887356245,5221.6152105,25950.0337217019,6571.11157933171
2025-12-10,99128.7658895061,93995.8391717126,57031.5915036105,5113.4200922104,5369.32761544445,26485.1571531622,6498.47161951261
2025-12-11,101420.911813992,92254.0113213648,58414.423221585,2046.04014934469,4772.6329785,23594.95729893,6595.01283919924
2025-12-12,53879.3775210219,52974.1947488683,24819.5645562229,7634.25462463827,810.078416666667,4062.23802924167,5968.63648631495
2025-12-13,55701.9359139424,53036.4926687092,25295.7414637466,7489.95242066797,760.741158999997,3808.70699060165,5890.92780407536
2025-12-14,98144.9114006173,94945.9374099452,56720.6435250394,7202.27293213868,4993.19105825,24446.325096085,6607.08370285494
2025-12-15,97923.9502246228,95526.4087716584,56343.0170751221,8233.00414433884,4564.45052425,22326.9160929907,6730.42911456083
2025-12-16,103090.779776749,94730.4223423323,60248.4984841776,1817.93915897252,4686.02928072222,22920.5644283942,6671.43034883857
2025-12-17,103792.625143416,93351.8924792867,58708.3282697712,3208.31460420359,5101.56814944445,25145.4931868972,6576.05478250043
2025-12-18,99347.831477572,93737.3746180726,57641.303470823,4693.67703083277,5018.97865733333,24485.0389699473,6654.89183326218
2025-12-19,52301.0261314129,49896.4976713306,24166.3073681358,6581.78453631848,2299.72171675,12450.247325534,5704.21461310807
2025-12-20,55000.3048672153,51296.7082589074,25242.7499713501,6088.7971084574,1314.34896666666,6642.76845705832,5952.39399517409
2025-12-21,101943.011388477,94935.210182144,58481.3848807209,5547.79050959006,5110.52589933333,25027.8661139401,6524.03504135567
2025-12-22,100350.238876749,94408.7897125799,58421.8876487668,4120.65522037143,5078.35726086111,25044.0835814105,6583.4597693855
2025-12-23,101890.641513992,92519.3093115912,57631.6138916974,4345.50123058099,5225.50464127778,25739.3548262164,6511.88216142661
2025-12-24,100843.364397325,93427.787330905,58581.2367087246,2938.3000580278,4939.28181208333,24254.165519625,6597.14167074138
2025-12-25,97593.3422097393,92939.340615928,56347.9169854456,5573.32067902929,5704.98303222222,28229.7537639944,6471.61094252016
2025-12-26,52451.7091946845,50160.7017904321,23987.5919445889,6945.38675275256,2014.30633022222,10697.0652020764,5710.90032900935
2025-12-27,53999.2444506859,52703.2660063683,24767.5637206499,8596.87201523913,776.499133333333,3856.038534725,5845.75588042528
2025-12-28,99664.6175349794,91680.5650711344,57561.1501134589,2273.1752679118,5654.961921,27978.5844323983,6523.39489818286
2025-12-29,98770.08146893,94319.7028192044,56776.4594398769,5958.93419930319,4582.58840316667,22595.1415426867,6595.14840758574
2025-12-30,99759.9835639918,91424.9912274084,57201.891693521,2793.45770445416,5951.39602872222,29418.7775459253,6499.36518021364
2025-12-31,93733.7027241426,94481.5016706464,58740.1196138715,2615.63362571184,4729.60712577778,23128.4181778669,6681.41621124549
