date_str,day_idx,slot,plan_kwh,final_kwh,em_kwh,load_kw,pv_kw
2025-09-23,266,134,1276.21836572917,1276.21836572917,0,3320.6494,0
2025-09-23,266,135,522.155615729167,522.155615729167,0,3496.0714,0
2025-09-23,266,136,1242.4749865625,1242.4749865625,0,3883.24,0
2025-09-23,266,137,1257.03464489583,1257.03464489583,0,3580.1991,0
2025-09-23,266,138,1302.6717740625,1302.6717740625,0,3332.1137,0
2025-09-23,266,139,1314.35241538194,1314.35241538194,0,3416.1,0
2025-09-23,266,140,598.177283789781,598.177283789781,0,3387.9352,0
2025-09-23,266,141,1271.77624038194,1271.77624038194,0,3459.0094,0
2025-09-23,266,142,1254.04741538194,1254.04741538194,0,3661.95,0
2025-09-23,266,143,1265.64439871528,1265.64439871528,0,3702.4038,0
2025-09-23,266,144,466.164840381944,466.164840381944,0,3409.7885,0
2025-12-21,355,1,605.664807899306,605.664807899306,0,3373.27,0
2025-12-21,355,2,612.551349565972,612.551349565972,0,3576.1063,0
2025-12-21,355,3,1261.82755716279,1261.82755716279,0,3537.871,0
2025-12-21,355,4,653.255224565972,653.255224565972,0,3472.1,0
2025-12-21,355,5,657.936112065972,657.936112065972,0,3388.2602,0
2025-12-21,355,6,668.074212065972,668.074212065972,0,3299.4233,0
2025-12-21,355,7,684.370006510417,684.370006510417,0,3349.26,0
2025-12-21,355,8,649.16762734375,649.16762734375,0,3662.0911,0
2025-12-21,355,9,620.214169010417,620.214169010417,0,3799.4157,0
2025-12-21,355,10,647.498756510417,647.498756510417,0,3736.18,0
2025-12-21,355,11,681.76238984375,681.76238984375,0,3824.9356,0
2025-12-21,355,12,680.09235234375,680.09235234375,0,3734.208,0
2025-12-21,355,13,660.048711111111,660.048711111111,0,3587.15,0
2025-12-21,355,14,663.764756944444,663.764756944444,0,3856.4774,0
2025-12-21,355,15,671.111498611111,671.111498611111,0,3923.2147,0
2025-12-21,355,16,669.392877777778,669.392877777778,0,3730.5,0
2025-12-21,355,17,686.427044444444,686.427044444444,0,3819.86,0
2025-12-21,355,18,683.662298611111,683.662298611111,0,3791.4644,0
2025-12-21,355,19,657.634854774305,657.634854774305,0,3751.73,0
2025-12-21,355,20,713.886400607639,713.886400607639,0,4180.5461,0
2025-12-21,355,21,743.351479774306,743.351479774306,0,4115.3327,0
2025-12-21,355,22,716.280688107639,716.280688107639,0,3748.74,0
2025-12-21,355,23,707.523904774305,707.523904774305,0,4220.4858,0
2025-12-21,355,24,695.933888107639,695.933888107639,0,4423.9257,0
2025-12-21,355,25,724.484204340278,724.484204340278,0,4079.15,0
2025-12-21,355,26,722.699500173611,722.699500173611,0,4038.9424,0
2025-12-21,355,27,749.166329340278,749.166329340278,0,4082.3954,0
2025-12-21,355,28,759.815454340278,759.815454340278,0,4064.87,0
2025-12-21,355,29,760.326371006944,760.326371006944,0,4121.8784,0
2025-12-21,355,30,759.581816840278,759.581816840278,0,4083.6154,0
2025-12-21,355,31,756.283704427083,756.283704427083,0,4032.31,0
2025-12-21,355,32,762.91015859375,762.91015859375,0,4217.9422,0.0023
2025-12-21,355,33,764.745529427083,764.745529427083,0,4253.2484,0
2025-12-21,355,34,783.419537760417,783.419537760417,0,4066.58,0
2025-12-21,355,35,1569.63728776042,1569.63728776042,0,4077.7781,0.0316
2025-12-21,355,36,789.559887760417,789.559887760417,0,4717.7146,0
2025-12-21,355,37,863.070110850694,863.070110850694,0,5490.65,0
2025-12-21,355,38,195.305466045138,195.305466045138,0,5439.318,0.4406
2025-12-21,355,39,912.17972890625,903.044910850694,0,5407.8325,0
2025-12-21,355,40,896.029627517361,896.029627517361,0,5587.05,0
2025-12-21,355,41,938.892459461805,931.981377517361,0,5351.2866,6.1366
2025-12-21,355,42,951.284370572916,933.222340017361,0,5233.249,0
2025-12-21,355,43,897.214808246528,897.214808246528,0,5374.2,0
2025-12-21,355,44,838.031216579861,838.031216579861,0,5360.7841,172.6829
2025-12-21,355,45,813.103470746528,813.103470746528,0,5321.3096,420.0356
2025-12-21,355,46,837.994091579861,837.994091579861,0,5231.72,690.675
2025-12-21,355,47,1534.36151657986,1534.36151657986,0,5065.8847,996.7377
2025-12-21,355,48,783.861679079861,783.861679079861,0,5889.1246,1276.7125
2025-12-21,355,49,196.487692013889,117.377508680556,0,7180.79,1539.8625
2025-12-21,355,50,188.273805902778,99.8083461805554,0,7254.351,1860.1541
2025-12-21,355,51,76.5178822916664,33.2447295138888,0,7152.8955,2211.6206
2025-12-21,355,52,10.4858253472224,0,0,7367.01,2579.625
2025-12-21,355,53,-0,0,0,7333.1326,2953.1787
2025-12-21,355,54,-0,0,0,7276.0603,3195.6035
2025-12-21,355,55,-0,0,0,7255.65,3341.5875
2025-12-21,355,56,-0,0,0,7076.8086,3572.7867
2025-12-21,355,57,-0,0,0,7014.1683,3848.0561
2025-12-21,355,58,476.783065711806,329.385681092957,0,7150.59,4116.6
2025-12-21,355,59,652.93264765625,532.609071267361,0,7259.4501,4370.6969
2025-12-21,355,60,472.6232578125,472.6232578125,0,7142.682,4583.0793
2025-12-21,355,61,-0,0,0,6912.23,4750.3875
2025-12-21,355,62,-0,0,0,6873.3728,4886.2111
2025-12-21,355,63,243.56816796875,243.56816796875,0,6913.1885,4956.6279
2025-12-21,355,64,368.92149296875,218.123851302083,0,6951.47,4960.7625
2025-12-21,355,65,178.60793046875,0,0,7040.6919,4946.2149
2025-12-21,355,66,334.104831857639,83.2763679687499,0,7195.1724,4968.8079
2025-12-21,355,67,1024.77437222222,901.281438888889,0,7266.62,4979.2125
2025-12-21,355,68,956.073195833333,945.804054166667,0,7080.5804,4907.9946
2025-12-21,355,69,926.059927777778,926.059927777778,0,6948.6094,5015.1025
2025-12-21,355,70,967.418963888889,923.549672222222,0,6954.16,5256.3375
2025-12-21,355,71,975.075158333334,914.620641666667,0,6860.0706,5348.0182
2025-12-21,355,72,929.664536111111,922.252106944444,0,6565.9337,5577.6892
2025-12-21,355,73,922.43324126943,1031.98589965278,0,6330.9,5890.8
2025-12-21,355,74,892.218131597222,973.041198263889,0,6501.863,5904.8948
2025-12-21,355,75,840.281510763889,964.748771875,0,6520.3344,5868.1645
2025-12-21,355,76,837.951199652778,990.098157986111,0,6273.31,5864.7
2025-12-21,355,77,816.782444097222,992.146373263889,0,6234.7567,5722.7661
2025-12-21,355,78,698.917969593399,987.452538541667,0,6512.763,5549.8704
2025-12-21,355,79,111.616783506945,142.614683506944,0,6836.44,5390.4375
2025-12-21,355,80,100.961890451389,149.259677951389,0,6797.3346,5211.4597
2025-12-21,355,81,173.8726640625,204.468622395833,0,6554.3856,5202.0686
2025-12-21,355,82,239.698500173611,293.991175173611,0,6350.08,5287.95
2025-12-21,355,83,224.346194618055,334.523615451389,0,6333.408,5178.3498
2025-12-21,355,84,236.960755729167,381.8190390625,0,6515.4464,4993.7017
2025-12-21,355,85,0,-0,0,6658.81,4847.5125
2025-12-21,355,86,0,0,0,6474.7834,4705.4039
2025-12-21,355,87,0,-0,0,6311.1097,4404.8152
2025-12-21,355,88,0,0,0,6293.57,3988.3875
2025-12-21,355,89,0,0,0,6241.0875,3658.7815
2025-12-21,355,90,36.807577791665,457.335297779447,0,6267.633,3321.4365
2025-12-21,355,91,1387.86796553819,1387.86796553819,0,6308.83,2957.5875
2025-12-21,355,92,1439.13174609375,1439.13174609375,0,6184.3165,2665.595
2025-12-21,355,93,1444.56588498264,1469.95726137153,0,6249.441,2404.6045
2025-12-21,355,94,1437.59759053819,1523.14132387153,0,6412.99,2166.8625
2025-12-21,355,95,1492.18010859375,1558.31605720486,0,6229.2355,1977.0681
2025-12-21,355,96,764.792473871528,767.678634982639,0,6140.1248,1719.0539
2025-12-21,355,97,818.130570572917,818.130570572917,0,6190.42,1414.8375
2025-12-21,355,98,847.637387239583,847.637387239583,0,6007.344,1199.0528
2025-12-21,355,99,897.350619184028,897.350619184028,0,6021.8302,965.9713
2025-12-21,355,100,929.939737239583,932.04515390625,0,6231.28,680.625
2025-12-21,355,101,963.830329883615,963.830329883615,0,6177.7882,419.0314
2025-12-21,355,102,1003.79540390625,1003.79540390625,0,6130.9976,173.8125
2025-12-21,355,103,1038.65494982639,1038.65494982639,0,6172.78,0
2025-12-21,355,104,1049.84080511806,1049.84080511806,0,6112.1742,0
2025-12-21,355,105,1052.62368732639,1052.62368732639,0,6160.7027,6.2009
2025-12-21,355,106,1042.00494982639,1042.00494982639,0,6338.77,0
2025-12-21,355,107,1099.88495399306,1099.88495399306,0,6290.0948,0
2025-12-21,355,108,945.498774826389,945.498774826389,0,5392.9058,0.4452
2025-12-21,355,109,711.624789670139,695.617289670139,0,4275.8,0
2025-12-21,355,110,693.971939670139,693.971939670139,0,4292.4867,0
2025-12-21,355,111,739.751293836805,739.751293836805,0,4489.6396,0.032
2025-12-21,355,112,730.862289670139,723.863123003472,0,4380.05,0
2025-12-21,355,113,715.542702170139,675.099210503472,0,4406.0663,0
2025-12-21,355,114,404.986261979164,307.195410312502,0,4500.5016,0.0023
2025-12-21,355,115,-0,0,0,4490.76,0
2025-12-21,355,116,0,0,0,4334.8994,0
2025-12-21,355,117,-0,0,0,4356.9931,0
2025-12-21,355,118,-0,0,0,4466.59,0
2025-12-21,355,119,0,0,0,4301.5722,0
2025-12-21,355,120,-0,0,0,4398.717,0
2025-12-21,355,121,-0,0,0,4681.61,0
2025-12-21,355,122,0,0,0,4485.5154,0
2025-12-21,355,123,-0,0,0,4156.9026,0
2025-12-21,355,124,-0,0,0,4090.51,0
2025-12-21,355,125,0,0,0,4322.2266,0
2025-12-21,355,126,735.736174565972,735.108445399305,0,4336.801,0
2025-12-21,355,127,740.236092621528,740.236092621528,0,4144.46,0
2025-12-21,355,128,757.957455121528,757.957455121528,0,4227.261,0
2025-12-21,355,129,751.287400954861,751.287400954861,0,4326.9643,0
2025-12-21,355,130,726.842342621528,726.842342621528,0,4357.83,0
2025-12-21,355,131,718.341021788194,718.341021788194,0,4437.1142,0
2025-12-21,355,132,692.836749663194,692.836749663194,0,4070.9954,0
2025-12-21,355,133,1365.73366440972,1365.73366440972,0,3434.4,0
2025-12-21,355,134,1390.73844357639,1390.73844357639,0,3270.5539,0
2025-12-21,355,135,608.246826909722,608.246826909722,0,3305.0168,0
2025-12-21,355,136,1369.94241440972,1369.94241440972,0,3255.6,0
2025-12-21,355,137,1391.47560190972,1391.47560190972,0,3155.514,0
2025-12-21,355,138,1371.08977690972,1369.29799774306,0,3260.3635,0
2025-12-21,355,139,1378.95207569444,1378.95207569444,0,3508.97,0
2025-12-21,355,140,1392.21372986111,1392.21372986111,0,3554.7154,0
2025-12-21,355,141,1406.96271319444,1406.96271319444,0,3395.6628,0
2025-12-21,355,142,1412.71040902778,1412.71040902778,0,3305.59,0
2025-12-21,355,143,1404.99081736111,1404.99081736111,0,3539.7613,0
2025-12-21,355,144,645.218475694444,645.218475694444,0,3571.991,0
