class_code,sale_date,qty,revenue,avg_price,qty_am,qty_noon,qty_pm,disc_avg_price,loss_bar,weekday,is_weekend
1011010101,2021-01-26,215.643,1146.6654,5.31742463237851,59.617,61.321,94.705,NaN,0.102803,3,0
1011010201,2021-01-26,36.857,436.5836,11.8453373850286,8.669,11.451,16.737,NaN,0.14142,3,0
1011010402,2021-01-26,59.222,567.56,9.58360068893317,24.394,15.729,19.099,NaN,0.119747368421053,3,0
1011010501,2021-01-26,16.078,152.34,9.47505908695111,2.336,5.291,8.451,NaN,0.07122,3,0
1011010504,2021-01-26,57.954,1212.6492,20.9243399937882,13.533,13.1,31.321,NaN,0.0851533333333334,3,0
1011010801,2021-01-26,101.362,944.9025,9.32205856238038,34.736,27.761,38.865,19.1,0.0813097222222222,3,0
1011010101,2021-01-27,208.029,1220.949,5.8691288233852,61.681,52.424,93.924,NaN,0.102803,4,0
1011010201,2021-01-27,50.986,539.164,10.5747460087083,18.062,13.141,19.783,NaN,0.14142,4,0
1011010402,2021-01-27,50.075,491.68,9.81887169246131,12.572,17.819,19.684,NaN,0.119747368421053,4,0
1011010501,2021-01-27,11.937,114.045,9.55390801708972,3.375,2.528,6.034,NaN,0.07122,4,0
1011010504,2021-01-27,105.094,1750.9002,16.6603250423431,39.691,29.914,35.489,NaN,0.0851533333333334,4,0
1011010801,2021-01-27,108.756,1086.4284,9.98959505682445,27.295,34.708,46.753,NaN,0.0813097222222222,4,0
1011010101,2021-01-28,160.384,989.4408,6.16919892258579,44.241,36.99,79.153,NaN,0.102803,5,0
1011010201,2021-01-28,47.788,527.25,11.0331045450741,11.88,16.831,19.077,NaN,0.14142,5,0
1011010402,2021-01-28,58.18,578.496,9.94321072533516,14.848,16.805,26.527,NaN,0.119747368421053,5,0
1011010501,2021-01-28,17.792,185.162,10.4070368705036,4.634,2.165,10.993,NaN,0.07122,5,0
1011010504,2021-01-28,70.075,1345.6932,19.2036132714948,18.564,21.83,29.681,NaN,0.0851533333333334,5,0
1011010801,2021-01-28,80.927,838.7324,10.3640614380862,17.389,22.524,41.014,NaN,0.0813097222222222,5,0
1011010101,2021-01-29,151.962,838.3594,5.51690159381951,48.214,37.992,65.756,NaN,0.102803,6,0
1011010201,2021-01-29,56.588,567.098,10.0215239980208,14.144,16.262,26.182,NaN,0.14142,6,0
1011010402,2021-01-29,48.372,465.074,9.61452906640205,16.496,7.63,24.246,NaN,0.119747368421053,6,0
1011010501,2021-01-29,15.072,154.728,10.265923566879,3.068,3.026,8.978,NaN,0.07122,6,0
1011010504,2021-01-29,66.029,1214.8758,18.3991246270578,21.865,14.01,30.154,NaN,0.0851533333333334,6,0
1011010801,2021-01-29,69.324,811.3958,11.7043996307195,17.368,22.318,29.638,NaN,0.0813097222222222,6,0
1011010101,2021-01-30,236.777,1240.2452,5.23803072088928,90.074,70.204,76.499,3.4,0.102803,7,1
1011010201,2021-01-30,63.124,631.24,10,17.438,22.924,22.762,NaN,0.14142,7,1
1011010402,2021-01-30,39.938,390.786,9.78481646552156,16.434,17.763,5.741,NaN,0.119747368421053,7,1
1011010501,2021-01-30,23.084,279.616,12.1129786865361,9.431,4.424,9.229,NaN,0.07122,7,1
1011010504,2021-01-30,91.796,1691.7538,18.4294936598545,37.319,26.451,28.026,NaN,0.0851533333333334,7,1
1011010801,2021-01-30,94.904,1033.2052,10.8868456545562,27.442,32.814,34.648,NaN,0.0813097222222222,7,1
1011010101,2021-01-31,249.269,1405.8184,5.63976427072761,114.589,77.826,56.854,NaN,0.102803,1,1
1011010201,2021-01-31,37.907,379.07,10,14.044,13.239,10.624,NaN,0.14142,1,1
1011010402,2021-01-31,47.573,455.304,9.57063880772707,15.134,12.871,19.568,NaN,0.119747368421053,1,1
1011010501,2021-01-31,24.61,276.77,11.2462413652987,8.282,7.001,9.327,NaN,0.07122,1,1
1011010504,2021-01-31,84.451,1562.9996,18.5077690021433,33.237,21.234,29.98,NaN,0.0851533333333334,1,1
1011010801,2021-01-31,104.054,1160.3586,11.1515040267553,39.603,31.773,32.678,1.4,0.0813097222222222,1,1
1011010101,2021-02-01,181.621,914.8342,5.03705078157262,73.644,40.791,67.186,NaN,0.102803,2,0
1011010201,2021-02-01,25.144,251.44,10,6.746,4.91,13.488,NaN,0.14142,2,0
1011010402,2021-02-01,50.34,467.501,9.28686928883592,20.17,10.275,19.895,NaN,0.119747368421053,2,0
1011010501,2021-02-01,13.664,174.774,12.790837236534,4.177,4.451,5.036,NaN,0.07122,2,0
1011010504,2021-02-01,71.64,1241.2154,17.3257314349525,19.939,23.445,28.256,NaN,0.0851533333333334,2,0
1011010801,2021-02-01,69.564,798.2628,11.4752285664999,24.918,18.419,26.227,9,0.0813097222222222,2,0
1011010101,2021-02-02,193.791,923.6398,4.76616457936643,83.8,46.486,63.505,NaN,0.102803,3,0
1011010201,2021-02-02,41.328,413.28,10,15.305,10.302,15.721,NaN,0.14142,3,0
1011010402,2021-02-02,47.323,427.89,9.04190351414745,26.721,8.725,11.877,NaN,0.119747368421053,3,0
1011010501,2021-02-02,24.133,323.99,13.425185430738,8.582,4.764,10.787,NaN,0.07122,3,0
1011010504,2021-02-02,92.145,1498.7264,16.2648694991589,21.339,31.432,39.374,NaN,0.0851533333333334,3,0
1011010801,2021-02-02,88.048,866.5928,9.84227693985099,29.64,22.549,35.859,NaN,0.0813097222222222,3,0
1011010101,2021-02-03,223.102,980.756,4.39599824295614,65.735,55.033,102.334,3,0.102803,4,0
1011010201,2021-02-03,84.615,697.917,8.24814749157951,29.542,21.998,33.075,NaN,0.14142,4,0
1011010402,2021-02-03,36.091,326.482,9.0460779695769,16.03,6.456,13.605,NaN,0.119747368421053,4,0
1011010501,2021-02-03,14.938,194.198,13.0002677734636,5.692,0.951,8.295,NaN,0.07122,4,0
1011010504,2021-02-03,79.053,1370.2106,17.332809634043,20.976,23.102,34.975,NaN,0.0851533333333334,4,0
1011010801,2021-02-03,91.564,973.4816,10.6317067843257,27.276,21.537,42.751,10,0.0813097222222222,4,0
1011010101,2021-02-04,197.832,1015.608,5.13368919082858,73.813,53.209,70.81,NaN,0.102803,5,0
1011010201,2021-02-04,69.983,580.868,8.3001300315791,31.555,16.053,22.375,NaN,0.14142,5,0
1011010402,2021-02-04,61.4,550.876,8.97192182410424,27.462,22.858,11.08,NaN,0.119747368421053,5,0
1011010501,2021-02-04,27.716,342.54,12.3589262519844,6.203,11.898,9.615,NaN,0.07122,5,0
1011010504,2021-02-04,96.194,1677.4798,17.4385075992266,33.806,30.419,31.969,NaN,0.0851533333333334,5,0
1011010801,2021-02-04,111.069,1187.9912,10.6959745743637,35.79,35.96,39.319,NaN,0.0813097222222222,5,0
1011010101,2021-02-05,194.292,1055.124,5.43060959792477,87.071,49.412,57.809,NaN,0.102803,6,0
1011010201,2021-02-05,58.169,482.492,8.29465866698757,20.255,19.14,18.774,NaN,0.14142,6,0
1011010402,2021-02-05,56.39,545.336,9.67079269374002,21.71,16.581,18.099,NaN,0.119747368421053,6,0
1011010501,2021-02-05,25.906,336.963,13.0071412028102,5.729,10.062,10.115,NaN,0.07122,6,0
1011010504,2021-02-05,124.448,2152.8444,17.2991482386218,37.927,41.761,44.76,NaN,0.0851533333333334,6,0
1011010801,2021-02-05,95.222,1139.6712,11.9685702883787,29.845,19.496,45.881,NaN,0.0813097222222222,6,0
1011010101,2021-02-06,212.817,1042.609,4.89908700902654,87.433,59.074,66.31,NaN,0.102803,7,1
1011010201,2021-02-06,75.497,631.751,8.36789541306277,27.276,20.587,27.634,NaN,0.14142,7,1
1011010402,2021-02-06,55.472,552.268,9.95579751946928,24.25,19.046,12.176,NaN,0.119747368421053,7,1
1011010501,2021-02-06,39.051,474.408,12.1484212952293,14.189,12.943,11.919,NaN,0.07122,7,1
1011010504,2021-02-06,194.842,2739.1974,14.0585571899283,70.238,53.239,71.365,NaN,0.0851533333333334,7,1
1011010801,2021-02-06,119.696,1280.115,10.6947182863254,36.634,41.461,41.601,NaN,0.0813097222222222,7,1
1011010101,2021-02-07,193.778,893.12,4.6089855401542,94.718,46.065,52.995,NaN,0.102803,1,1
1011010201,2021-02-07,53.682,463.148,8.62762192168697,17.203,14.527,21.952,NaN,0.14142,1,1
1011010402,2021-02-07,101.527,1108.601,10.9192727057827,45.199,23.196,33.132,NaN,0.119747368421053,1,1
1011010501,2021-02-07,43.635,579.03,13.2698521828807,13.96,14.71,14.965,NaN,0.07122,1,1
1011010504,2021-02-07,159.904,2691.2368,16.8303281969181,49.548,57.483,52.873,NaN,0.0851533333333334,1,1
1011010801,2021-02-07,147.812,1539.4088,10.4146402186561,40.405,53.105,54.302,NaN,0.0813097222222222,1,1
1011010101,2021-02-08,234.405,1232.6736,5.25873424201702,91.654,67.836,74.915,NaN,0.102803,2,0
1011010201,2021-02-08,122.215,961.794,7.86968866342102,25.75,42.263,54.202,NaN,0.14142,2,0
1011010402,2021-02-08,124.55,1386.664,11.1333922119631,47.946,33.415,43.189,NaN,0.119747368421053,2,0
1011010501,2021-02-08,58.326,775.564,13.2970544868498,10.854,18.332,29.14,NaN,0.07122,2,0
1011010504,2021-02-08,289.227,4716.9014,16.3086482244051,91.643,98.606,98.978,NaN,0.0851533333333334,2,0
1011010801,2021-02-08,240.205,2369.981,9.86649320372182,79.841,83.644,76.72,NaN,0.0813097222222222,2,0
1011010101,2021-02-09,282.558,1807.89,6.39829698681333,89.548,88.552,104.458,NaN,0.102803,3,0
1011010201,2021-02-09,139.056,1149.585,8.26706506731101,31.832,46.352,60.872,NaN,0.14142,3,0
1011010402,2021-02-09,211.431,2786.782,13.1805742771874,81.951,63.929,65.551,NaN,0.119747368421053,3,0
1011010501,2021-02-09,87.912,1080.738,12.293407043407,29.075,22.045,36.792,NaN,0.07122,3,0
1011010504,2021-02-09,423.696,8576.8816,20.2430081945546,126.788,138.943,157.965,NaN,0.0851533333333334,3,0
1011010801,2021-02-09,326.993,3373.5314,10.3168306355182,109.021,108.035,109.937,NaN,0.0813097222222222,3,0
1011010101,2021-02-10,503.976,3640.722,7.2239987618458,210.301,151.604,142.071,NaN,0.102803,4,0
1011010201,2021-02-10,167.055,1508.258,9.02851156804645,73.97,48.289,44.796,NaN,0.14142,4,0
1011010402,2021-02-10,296.792,4272.252,14.3947680530473,134.887,91.012,70.893,NaN,0.119747368421053,4,0
1011010501,2021-02-10,118.931,1433.7474,12.0552875196543,43.754,36.28,38.897,NaN,0.07122,4,0
1011010504,2021-02-10,505.888,12406.8506,24.5248960244165,192.493,145.589,167.806,NaN,0.0851533333333334,4,0
1011010801,2021-02-10,511.136,5487.0608,10.7350309897953,245.051,138.663,127.422,NaN,0.0813097222222222,4,0
1011010101,2021-02-13,243.485,1814.1526,7.45077766597532,108.248,84.746,50.491,NaN,0.102803,7,1
1011010201,2021-02-13,22.759,182.072,8,3.384,9.512,9.863,NaN,0.14142,7,1
1011010402,2021-02-13,50,645,12.9,28,21,1,NaN,0.119747368421053,7,1
1011010501,2021-02-13,28.967,347.604,12,12.53,10.46,5.977,NaN,0.07122,7,1
1011010504,2021-02-13,104.485,2624.4228,25.1176991912715,44.118,33.813,26.554,NaN,0.0851533333333334,7,1
1011010801,2021-02-13,74.519,923.1536,12.3881640923791,30.184,27.227,17.108,19.8,0.0813097222222222,7,1
1011010101,2021-02-14,195.74,1281.958,6.54928987432308,75.994,63.151,56.595,5.75974485618446,0.102803,1,1
1011010201,2021-02-14,16.607,138.567,8.34389113024628,1.066,9.904,5.637,7,0.14142,1,1
1011010402,2021-02-14,65.073,927.064,14.2465231355555,28.428,18.558,18.087,14,0.119747368421053,1,1
1011010501,2021-02-14,25.06,300.72,12,7.705,6.878,10.477,NaN,0.07122,1,1
1011010504,2021-02-14,116.812,2878.0942,24.6386860938945,35.742,37.798,43.272,12.9219928914386,0.0851533333333334,1,1
1011010801,2021-02-14,164.586,1306.5456,7.93837628959936,70.181,48.83,45.575,NaN,0.0813097222222222,1,1
1011010101,2021-02-15,300.13,1664.2622,5.54513777363143,103.648,128.078,68.404,6.8,0.102803,2,0
1011010201,2021-02-15,41.123,327.813,7.97152445103713,16.835,11.375,12.913,NaN,0.14142,2,0
1011010402,2021-02-15,68.394,948.224,13.8641401292511,41.209,25.154,2.031,NaN,0.119747368421053,2,0
1011010501,2021-02-15,39.655,475.86,12,12.866,14.974,11.815,NaN,0.07122,2,0
1011010504,2021-02-15,168.272,3213.7122,19.0983181991062,55.751,67.432,45.089,NaN,0.0851533333333334,2,0
1011010801,2021-02-15,212.364,1832.8408,8.63065679682055,68.602,90.541,53.221,NaN,0.0813097222222222,2,0
1011010101,2021-02-16,253.696,1518.1286,5.98404626009082,99.829,85.197,68.67,NaN,0.102803,3,0
1011010201,2021-02-16,40.493,337.344,8.33092139382115,15.583,17.531,7.379,NaN,0.14142,3,0
1011010402,2021-02-16,67.819,949.466,14,32.134,18.89,16.795,NaN,0.119747368421053,3,0
1011010501,2021-02-16,31.647,379.764,12,11.276,11.346,9.025,NaN,0.07122,3,0
1011010504,2021-02-16,151.649,2974.4028,19.6137317094079,50.576,47.986,53.087,NaN,0.0851533333333334,3,0
1011010801,2021-02-16,174.61,1462.5614,8.3761605864498,55.774,67.621,51.215,NaN,0.0813097222222222,3,0
1011010101,2021-02-17,180.052,943.6824,5.24116588541088,79.321,50.049,50.682,NaN,0.102803,4,0
1011010201,2021-02-17,33.589,255.793,7.61538003513055,17.723,13.694,2.172,NaN,0.14142,4,0
1011010402,2021-02-17,53.632,643.584,12,27.729,22.489,3.414,NaN,0.119747368421053,4,0
1011010501,2021-02-17,30.358,364.296,12,9.058,12.61,8.69,NaN,0.07122,4,0
1011010504,2021-02-17,133.646,2373.1406,17.7569145354144,46.923,45.677,41.046,NaN,0.0851533333333334,4,0
1011010801,2021-02-17,144.793,1420.0274,9.80729317024994,56.522,35.97,52.301,NaN,0.0813097222222222,4,0
1011010101,2021-02-18,227.336,1299.145,5.71464704226343,76.107,69.951,81.278,NaN,0.102803,5,0
1011010201,2021-02-18,56.001,366.756,6.54909733754754,23.913,17.994,14.094,NaN,0.14142,5,0
1011010402,2021-02-18,62.327,747.924,12,30.91,17.676,13.741,NaN,0.119747368421053,5,0
1011010501,2021-02-18,18.17,218.04,12,8.114,5.524,4.532,NaN,0.07122,5,0
1011010504,2021-02-18,105.697,1851.734,17.5192673396596,45.637,34.575,25.485,NaN,0.0851533333333334,5,0
1011010801,2021-02-18,130.174,1222.3284,9.38995805614024,43.622,40.769,45.783,NaN,0.0813097222222222,5,0
1011010101,2021-02-19,184.169,994.0222,5.39733722830661,61.993,57.455,64.721,NaN,0.102803,6,0
1011010201,2021-02-19,47.197,285.229,6.04337140072462,15.518,14.763,16.916,NaN,0.14142,6,0
1011010402,2021-02-19,73.044,693.03,9.48784294397897,18.267,24.476,30.301,3.62540565600371,0.119747368421053,6,0
1011010501,2021-02-19,13.769,160.8572,11.6825622775801,4.364,6.148,3.257,NaN,0.07122,6,0
1011010504,2021-02-19,116.07,1255.0168,10.8125855087447,45.861,44.347,25.862,NaN,0.0851533333333334,6,0
1011010801,2021-02-19,92.327,785.2096,8.50465844227582,24.774,33.808,33.745,NaN,0.0813097222222222,6,0
1011010101,2021-02-20,175.262,1075.3956,6.13593134849539,65.228,46.377,63.657,NaN,0.102803,7,1
1011010201,2021-02-20,39.445,255.507,6.47755102040816,11.971,11.723,15.751,NaN,0.14142,7,1
1011010402,2021-02-20,60.612,726.5,11.9860753646143,23.531,12.994,24.087,NaN,0.119747368421053,7,1
1011010501,2021-02-20,21.798,238.3638,10.9351224883017,7.218,3.316,11.264,NaN,0.07122,7,1
1011010504,2021-02-20,119.306,1420.9138,11.9098268318442,36.266,28.942,54.098,NaN,0.0851533333333334,7,1
1011010801,2021-02-20,88.794,827.3514,9.31764984120549,23.187,36.874,28.733,NaN,0.0813097222222222,7,1
1011010101,2021-02-21,144.855,896.6858,6.19023023023023,60.17,46.201,38.484,NaN,0.102803,1,1
1011010201,2021-02-21,35.248,246.917,7.00513504312301,14.028,10.278,10.942,NaN,0.14142,1,1
1011010402,2021-02-21,38.554,465.296,12.0686828863412,16.979,15.114,6.461,NaN,0.119747368421053,1,1
1011010501,2021-02-21,33.803,346.29,10.2443570097329,12.755,9.136,11.912,NaN,0.07122,1,1
1011010504,2021-02-21,80.423,1066.6534,13.263039180334,32.881,23.511,24.031,NaN,0.0851533333333334,1,1
1011010801,2021-02-21,79.403,718.7456,9.05186957671625,23.86,27.982,27.561,NaN,0.0813097222222222,1,1
1011010101,2021-02-22,139.491,753.278,5.40019069330638,58.096,31.581,49.814,NaN,0.102803,2,0
1011010201,2021-02-22,30.813,193.84,6.29085126407685,11.273,9.785,9.755,NaN,0.14142,2,0
1011010402,2021-02-22,40.444,418.94,10.3585204233014,21.802,10.579,8.063,NaN,0.119747368421053,2,0
1011010501,2021-02-22,15.47,151.6384,9.80209437621203,4.22,4.221,7.029,NaN,0.07122,2,0
1011010504,2021-02-22,72.834,973.7256,13.3691078342532,17.405,24.89,30.539,NaN,0.0851533333333334,2,0
1011010801,2021-02-22,66.554,584.538,8.78291312317817,22.236,17.166,27.152,NaN,0.0813097222222222,2,0
1011010101,2021-02-23,136.05,814.9998,5.99044321940463,58.476,40.111,37.463,NaN,0.102803,3,0
1011010201,2021-02-23,24.456,153.632,6.28197579326137,10.562,9.046,4.848,NaN,0.14142,3,0
1011010402,2021-02-23,44.084,507.54,11.513020597042,22.767,4.046,17.271,NaN,0.119747368421053,3,0
1011010501,2021-02-23,25.429,252.323,9.92264737111173,7.423,8.789,9.217,NaN,0.07122,3,0
1011010504,2021-02-23,85.425,865.8902,10.1362622183202,31.683,23.422,30.32,NaN,0.0851533333333334,3,0
1011010801,2021-02-23,77.586,619.4122,7.98355631170572,22.491,25.104,29.991,NaN,0.0813097222222222,3,0
1011010101,2021-02-24,190.158,959.482,5.04570935748167,53.202,52.929,84.027,NaN,0.102803,4,0
1011010201,2021-02-24,37.41,224.46,6,20.738,12.726,3.946,NaN,0.14142,4,0
1011010402,2021-02-24,54.382,587.32,10.7998970247508,17.383,16.944,20.055,NaN,0.119747368421053,4,0
1011010501,2021-02-24,22.668,207.287,9.14447679548262,2.2,6.372,14.096,NaN,0.07122,4,0
1011010504,2021-02-24,60.043,684.9318,11.4073547291108,26.41,16.73,16.903,NaN,0.0851533333333334,4,0
1011010801,2021-02-24,88.233,771.2396,8.74094273117768,17.786,22.831,47.616,NaN,0.0813097222222222,4,0
1011010101,2021-02-25,156.613,867.957,5.54204951057703,56.152,52.193,48.268,NaN,0.102803,5,0
1011010201,2021-02-25,39.885,239.31,6,19.266,9.415,11.204,NaN,0.14142,5,0
1011010402,2021-02-25,74.027,856.6824,11.5725667661799,29.168,20.529,24.33,NaN,0.119747368421053,5,0
1011010501,2021-02-25,34.618,293.604,8.48125252758681,10.247,10.421,13.95,NaN,0.07122,5,0
1011010504,2021-02-25,100.118,926.398,9.25306138756268,35.23,30.842,34.046,NaN,0.0851533333333334,5,0
1011010801,2021-02-25,110.557,849.2956,7.68197038631656,35.231,24.447,50.879,NaN,0.0813097222222222,5,0
1011010101,2021-02-26,276.322,1512.9768,5.4754120193108,100.13,86.326,89.866,NaN,0.102803,6,0
1011010201,2021-02-26,70.064,490.668,7.00313998629824,23.527,25.831,20.706,NaN,0.14142,6,0
1011010402,2021-02-26,72.508,829.48,11.4398411209798,41.414,12.791,18.303,NaN,0.119747368421053,6,0
1011010501,2021-02-26,31.286,280.036,8.95084063159241,8.507,12.626,10.153,NaN,0.07122,6,0
1011010504,2021-02-26,135.777,1269.97,9.35335145127673,49.326,46.234,40.217,NaN,0.0851533333333334,6,0
1011010801,2021-02-26,159.095,1245.3274,7.82757094817562,54.405,59.233,45.457,3.8,0.0813097222222222,6,0
1011010101,2021-02-27,218.04,1185.838,5.43862594019446,73.59,64.672,79.778,NaN,0.102803,7,1
1011010201,2021-02-27,74.704,577.005,7.72388359391733,25.924,22.864,25.916,NaN,0.14142,7,1
1011010402,2021-02-27,45.651,494.21,10.8258307594576,14.117,20.131,11.403,NaN,0.119747368421053,7,1
1011010501,2021-02-27,22.579,186.376,8.25439567739935,10.397,8.021,4.161,NaN,0.07122,7,1
1011010504,2021-02-27,122.322,1106.2048,9.04338385572506,39.426,42.209,40.687,NaN,0.0851533333333334,7,1
1011010801,2021-02-27,116.814,921.104,7.88521923742017,34.523,31.62,50.671,NaN,0.0813097222222222,7,1
1011010101,2021-02-28,309.688,1454.2618,4.69589328614606,93.519,77.659,138.51,NaN,0.102803,1,1
1011010201,2021-02-28,54.673,410.4034,7.50650961169133,20.022,18.004,16.647,NaN,0.14142,1,1
1011010402,2021-02-28,49.705,495.15,9.96177446936928,25.473,11.832,12.4,NaN,0.119747368421053,1,1
1011010501,2021-02-28,27.705,252.252,9.10492690850027,6.691,9.149,11.865,NaN,0.07122,1,1
1011010504,2021-02-28,114.677,1061.4208,9.2557426510983,47.626,30.382,36.669,NaN,0.0851533333333334,1,1
1011010801,2021-02-28,111.764,851.8354,7.62173329515765,40.7,31.045,40.019,NaN,0.0813097222222222,1,1
1011010101,2021-03-01,241.709,1334.866,5.52261603829398,111.973,45.428,84.308,NaN,0.102803,2,0
1011010201,2021-03-01,28.579,230.27,8.05731481157493,6.18,6.459,15.94,NaN,0.14142,2,0
1011010402,2021-03-01,29.048,289.98,9.98278711098871,11.918,6.862,10.268,NaN,0.119747368421053,2,0
1011010501,2021-03-01,27.232,226.776,8.32755581668625,6.738,9.085,11.409,NaN,0.07122,2,0
1011010504,2021-03-01,97.068,809.952,8.34417109655087,25.459,30.354,41.255,NaN,0.0851533333333334,2,0
1011010801,2021-03-01,79.404,653.6788,8.23231575235504,23.302,20.537,35.565,NaN,0.0813097222222222,2,0
1011010101,2021-03-02,182.984,1158.5064,6.33118961220653,66.22,49.035,67.729,NaN,0.102803,3,0
1011010201,2021-03-02,40.61,330.168,8.13021423294755,10.537,11.794,18.279,NaN,0.14142,3,0
1011010402,2021-03-02,46.406,461.56,9.94612765590656,10.019,20.077,16.31,NaN,0.119747368421053,3,0
1011010501,2021-03-02,16.541,132.84,8.03095338854966,4.31,3.897,8.334,NaN,0.07122,3,0
1011010504,2021-03-02,83.363,729.2652,8.74806808776076,20.849,22.362,40.152,NaN,0.0851533333333334,3,0
1011010801,2021-03-02,62.044,549.2722,8.85294629617691,18.682,17.533,25.829,NaN,0.0813097222222222,3,0
1011010101,2021-03-03,186.008,1202.33,6.46386176938627,59.257,41.556,85.195,NaN,0.102803,4,0
1011010201,2021-03-03,22.01,186.7806,8.48616992276238,5.909,6.706,9.395,NaN,0.14142,4,0
1011010402,2021-03-03,20.757,206.27,9.93737052560582,9.439,4.995,6.323,NaN,0.119747368421053,4,0
1011010501,2021-03-03,23.654,220.226,9.31030692483301,10.397,3.298,9.959,NaN,0.07122,4,0
1011010504,2021-03-03,80.749,733.8636,9.08820666509802,20.28,24.891,35.578,NaN,0.0851533333333334,4,0
1011010801,2021-03-03,71.027,526.704,7.41554620074056,22.774,18.556,29.697,NaN,0.0813097222222222,4,0
1011010101,2021-03-04,145.281,826.6526,5.6900255367185,49.193,51.104,44.984,NaN,0.102803,5,0
1011010201,2021-03-04,18.952,157.2054,8.29492401857324,7.522,4.214,7.216,NaN,0.14142,5,0
1011010402,2021-03-04,28.177,280.77,9.96451006139759,6.83,9.542,11.805,NaN,0.119747368421053,5,0
1011010501,2021-03-04,20.344,175.227,8.61320290994888,5.317,4.817,10.21,NaN,0.07122,5,0
1011010504,2021-03-04,93.076,586.6376,6.30278052344321,26.899,29.27,36.907,NaN,0.0851533333333334,5,0
1011010801,2021-03-04,72.465,518.853,7.16004967915546,18.263,21.751,32.451,NaN,0.0813097222222222,5,0
1011010101,2021-03-05,211.185,1031.8946,4.88621161540829,67.599,52.002,91.584,NaN,0.102803,6,0
1011010201,2021-03-05,41.955,344.398,8.20874746752473,9.771,14.696,17.488,NaN,0.14142,6,0
1011010402,2021-03-05,35.138,349.68,9.95161932950083,10.655,9.522,14.961,NaN,0.119747368421053,6,0
1011010501,2021-03-05,22.986,183.888,8,5.227,4.875,12.884,NaN,0.07122,6,0
1011010504,2021-03-05,101.498,751.276,7.40187983999685,32.152,29.991,39.355,NaN,0.0851533333333334,6,0
1011010801,2021-03-05,82.585,663.894,8.03891747896107,20.656,20.353,41.576,NaN,0.0813097222222222,6,0
1011010101,2021-03-06,288.817,1462.1032,5.06238621687782,120.166,63.576,105.075,NaN,0.102803,7,1
1011010201,2021-03-06,64.332,527.4452,8.19879997512902,25.207,16.919,22.206,NaN,0.14142,7,1
1011010402,2021-03-06,61.735,613.85,9.94330606625091,38.107,8.275,15.353,NaN,0.119747368421053,7,1
1011010501,2021-03-06,38.176,305.408,8,11.531,12.03,14.615,NaN,0.07122,7,1
1011010504,2021-03-06,167.583,1248.37,7.44926394682038,52.509,47.359,67.715,NaN,0.0851533333333334,7,1
1011010801,2021-03-06,151.214,1130.87,7.47860647823614,47.887,48.531,54.796,NaN,0.0813097222222222,7,1
1011010101,2021-03-07,264.314,1197.7832,4.53166763773391,111.129,66.701,86.484,4,0.102803,1,1
1011010201,2021-03-07,84.586,561.3356,6.63627077767007,28.005,27.01,29.571,NaN,0.14142,1,1
1011010402,2021-03-07,36.889,367.89,9.97289164791673,19.93,7.294,9.665,NaN,0.119747368421053,1,1
1011010501,2021-03-07,26.748,236.948,8.85853147898908,6.526,8.345,11.877,NaN,0.07122,1,1
1011010504,2021-03-07,122.568,956.1306,7.80081750538477,38.119,42.011,42.438,NaN,0.0851533333333334,1,1
1011010801,2021-03-07,125.428,891.062,7.10417131740919,50.417,43.475,31.536,NaN,0.0813097222222222,1,1
1011010101,2021-03-08,211.746,1129.3342,5.33343817592776,62.992,63.041,85.713,NaN,0.102803,2,0
1011010201,2021-03-08,45.65,323.4144,7.08465279299014,9.136,12.847,23.667,NaN,0.14142,2,0
1011010402,2021-03-08,26.921,268.91,9.98885628319899,12.046,10.388,4.487,NaN,0.119747368421053,2,0
1011010501,2021-03-08,19.815,177.407,8.95316679283371,6.069,7.395,6.351,NaN,0.07122,2,0
1011010504,2021-03-08,80.399,582.7694,7.24846577693753,23.043,22.381,34.975,NaN,0.0851533333333334,2,0
1011010801,2021-03-08,78.721,646.064,8.20700956542727,18.581,29.394,30.746,NaN,0.0813097222222222,2,0
1011010101,2021-03-09,170.907,914.3914,5.35022790172433,74.984,35.115,60.808,NaN,0.102803,3,0
1011010201,2021-03-09,34.073,241.632,7.09159745252839,7.252,9.742,17.079,NaN,0.14142,3,0
1011010402,2021-03-09,42.608,389.864,9.15001877581675,13.552,15.333,13.723,NaN,0.119747368421053,3,0
1011010501,2021-03-09,20.838,182.706,8.76792398502735,4.8,6.648,9.39,NaN,0.07122,3,0
1011010504,2021-03-09,66.895,590.8882,8.83306973615367,22.257,19.599,25.039,NaN,0.0851533333333334,3,0
1011010801,2021-03-09,143.511,655.206,4.56554549825449,45.231,40.21,58.07,NaN,0.0813097222222222,3,0
1011010101,2021-03-10,119.599,674.7836,5.64205051881705,39.448,42.425,37.726,NaN,0.102803,4,0
1011010201,2021-03-10,25.101,197.311,7.86068284132106,6.175,10.95,7.976,NaN,0.14142,4,0
1011010402,2021-03-10,24.891,199.128,8,11.205,6.48,7.206,NaN,0.119747368421053,4,0
1011010501,2021-03-10,14.35,114.8,8,3.271,3.71,7.369,NaN,0.07122,4,0
1011010504,2021-03-10,59.548,483.2532,8.11535567945187,18.381,13.974,27.193,NaN,0.0851533333333334,4,0
1011010801,2021-03-10,91.994,518.711,5.63853077374611,24.559,21.604,45.831,NaN,0.0813097222222222,4,0
1011010101,2021-03-11,158.357,963.002,6.08120891403601,58.82,32.28,67.257,NaN,0.102803,5,0
