prod_code,sale_date,qty,revenue,avg_price,has_discount,n_trans,qty_am,qty_noon,qty_pm
102900011031582,2020-10-07,0,0,NaN,0,0,0,0,0
102900011031735,2020-10-07,0,0,NaN,0,0,0,0,0
102900011031742,2020-10-07,0,0,NaN,0,0,0,0,0
102900011031759,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032022,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032145,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032206,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032213,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032220,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032237,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032244,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032251,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032343,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032350,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032367,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032848,2020-10-07,0,0,NaN,0,0,0,0,0
102900011034262,2020-10-07,0,0,NaN,0,0,0,0,0
102900011034439,2020-10-07,0,0,NaN,0,0,0,0,0
102900011035078,2020-10-07,0,0,NaN,0,0,0,0,0
102900011036242,2020-10-07,0,0,NaN,0,0,0,0,0
102900051004294,2020-10-07,4.491,53.892,12,0,23,1.611,0.801,2.079
102900005115250,2020-10-07,0,0,NaN,0,0,0,0,0
102900005116530,2020-10-07,23.477,511.7986,21.8,0,98,7.419,7.595,8.463
102900005116547,2020-10-07,17.997,179.97,10,0,48,7.008,5.946,5.043
102900005116837,2020-10-07,7.181,86.172,12,0,29,1.946,2.579,2.656
102900005116912,2020-10-07,1.474,26.532,18,0,8,0.968,0.161,0.345
102900005117353,2020-10-07,0,0,NaN,0,0,0,0,0
102900005119098,2020-10-07,0,0,NaN,0,0,0,0,0
102900005119104,2020-10-07,0,0,NaN,0,0,0,0,0
102900005119944,2020-10-07,1.741,31.338,18,0,6,0.59,0.69,0.461
102900005125815,2020-10-07,2.128,25.536,12,0,8,0.326,1.06,0.742
102900011001806,2020-10-07,4,27.6,6.9,0,4,1,2,1
102900011001813,2020-10-07,8,39.2,4.9,0,8,1,3,4
102900011007044,2020-10-07,0,0,NaN,0,0,0,0,0
102900011008577,2020-10-07,0,0,NaN,0,0,0,0,0
102900011009246,2020-10-07,0.872,12.208,14,0,4,0.415,0.457,0
102900011010563,2020-10-07,0,0,NaN,0,0,0,0,0
102900011011058,2020-10-07,0,0,NaN,0,0,0,0,0
102900011011546,2020-10-07,4,19.6,4.9,0,4,3,0,1
102900011011669,2020-10-07,0,0,NaN,0,0,0,0,0
102900011011782,2020-10-07,0,0,NaN,0,0,0,0,0
102900011012482,2020-10-07,0,0,NaN,0,0,0,0,0
102900011012871,2020-10-07,0,0,NaN,0,0,0,0,0
102900011012994,2020-10-07,3,20.7,6.9,0,3,0,2,1
102900011013274,2020-10-07,6,47.4,7.9,0,6,0,2,4
102900011018095,2020-10-07,0,0,NaN,0,0,0,0,0
102900011021675,2020-10-07,0,0,NaN,0,0,0,0,0
102900011021699,2020-10-07,0,0,NaN,0,0,0,0,0
102900011023075,2020-10-07,0,0,NaN,0,0,0,0,0
102900011026793,2020-10-07,0,0,NaN,0,0,0,0,0
102900011030561,2020-10-07,0,0,NaN,0,0,0,0,0
102900011030608,2020-10-07,0,0,NaN,0,0,0,0,0
102900011030615,2020-10-07,0,0,NaN,0,0,0,0,0
102900011030622,2020-10-07,0,0,NaN,0,0,0,0,0
102900011030639,2020-10-07,0,0,NaN,0,0,0,0,0
102900011030912,2020-10-07,0,0,NaN,0,0,0,0,0
102900011030929,2020-10-07,0,0,NaN,0,0,0,0,0
102900011031599,2020-10-07,0,0,NaN,0,0,0,0,0
102900011031841,2020-10-07,0,0,NaN,0,0,0,0,0
102900011031858,2020-10-07,0,0,NaN,0,0,0,0,0
102900011031926,2020-10-07,0,0,NaN,0,0,0,0,0
102900011031995,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032619,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032626,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032633,2020-10-07,0,0,NaN,0,0,0,0,0
102900011032640,2020-10-07,0,0,NaN,0,0,0,0,0
102900011033937,2020-10-07,0,0,NaN,0,0,0,0,0
102900011033944,2020-10-07,0,0,NaN,0,0,0,0,0
102900011033968,2020-10-07,0,0,NaN,0,0,0,0,0
102900011034330,2020-10-07,0,0,NaN,0,0,0,0,0
102900011034538,2020-10-07,0,0,NaN,0,0,0,0,0
102900011034705,2020-10-07,0,0,NaN,0,0,0,0,0
102900011035740,2020-10-07,0,0,NaN,0,0,0,0,0
102900011035788,2020-10-07,0,0,NaN,0,0,0,0,0
102900011036068,2020-10-07,0,0,NaN,0,0,0,0,0
102900011036266,2020-10-07,0,0,NaN,0,0,0,0,0
102900051009336,2020-10-07,0.551,16.4198,29.8,0,5,0.551,0,0
106930274220092,2020-10-07,0,0,NaN,0,0,0,0,0
106930274620090,2020-10-07,0,0,NaN,0,0,0,0,0
106931885000035,2020-10-07,0,0,NaN,0,0,0,0,0
106931885000356,2020-10-07,0,0,NaN,0,0,0,0,0
106949711300068,2020-10-07,0,0,NaN,0,0,0,0,0
106949711300167,2020-10-07,0,0,NaN,0,0,0,0,0
106949711300259,2020-10-07,0,0,NaN,0,0,0,0,0
106956146480197,2020-10-07,0,0,NaN,0,0,0,0,0
106956146480203,2020-10-07,0,0,NaN,0,0,0,0,0
106957634300010,2020-10-07,0,0,NaN,0,0,0,0,0
106957634300058,2020-10-07,0,0,NaN,0,0,0,0,0
106958851400125,2020-10-07,0,0,NaN,0,0,0,0,0
106971533450003,2020-10-07,0,0,NaN,0,0,0,0,0
106971533455008,2020-10-07,0,0,NaN,0,0,0,0,0
106973223300667,2020-10-07,0,0,NaN,0,0,0,0,0
106973990980123,2020-10-07,0,0,NaN,0,0,0,0,0
102900005115168,2020-10-08,0,0,NaN,0,0,0,0,0
102900005115199,2020-10-08,0,0,NaN,0,0,0,0,0
102900005115625,2020-10-08,0,0,NaN,0,0,0,0,0
102900005115748,2020-10-08,0,0,NaN,0,0,0,0,0
102900005115762,2020-10-08,0,0,NaN,0,0,0,0,0
102900005115779,2020-10-08,26.538,265.38,10,0,71,5.464,7.344,13.73
102900005115786,2020-10-08,0,0,NaN,0,0,0,0,0
102900005115793,2020-10-08,4.831,77.296,16,0,12,0.989,1.552,2.29
102900005115816,2020-10-08,0,0,NaN,0,0,0,0,0
102900005115823,2020-10-08,8.289,82.89,10,0,20,3.498,1.754,3.037
102900005115854,2020-10-08,0,0,NaN,0,0,0,0,0
102900005115861,2020-10-08,65.999,395.994,6,0,129,39.454,19.001,7.544
102900005115878,2020-10-08,12.248,146.976,12,0,33,5.376,3.507,3.365
102900005115885,2020-10-08,0,0,NaN,0,0,0,0,0
102900005115908,2020-10-08,10.47,62.82,6,0,21,3.815,3.495,3.16
102900005115946,2020-10-08,0,0,NaN,0,0,0,0,0
102900005115960,2020-10-08,43.945,175.78,4,0,33,18.265,14.649,11.031
102900005115977,2020-10-08,0,0,NaN,0,0,0,0,0
102900005115984,2020-10-08,5.845,70.14,12,0,15,2.313,0.868,2.664
102900005116639,2020-10-08,0,0,NaN,0,0,0,0,0
102900005116776,2020-10-08,0,0,NaN,0,0,0,0,0
102900005116790,2020-10-08,4.872,34.104,7,0,7,0.802,1.72,2.35
102900005116806,2020-10-08,0,0,NaN,0,0,0,0,0
102900005118572,2020-10-08,0,0,NaN,0,0,0,0,0
102900005118817,2020-10-08,9.215,110.58,12,0,27,6.01,2.045,1.16
102900005118831,2020-10-08,6,52.8,8.8,0,6,3,3,0
102900005119975,2020-10-08,0,0,NaN,0,0,0,0,0
102900005122654,2020-10-08,0,0,NaN,0,0,0,0,0
102900005128748,2020-10-08,0,0,NaN,0,0,0,0,0
102900011000175,2020-10-08,0,0,NaN,0,0,0,0,0
102900011000571,2020-10-08,0,0,NaN,0,0,0,0,0
102900011002414,2020-10-08,0,0,NaN,0,0,0,0,0
102900011006689,2020-10-08,0,0,NaN,0,0,0,0,0
102900011006948,2020-10-08,0,0,NaN,0,0,0,0,0
102900011006955,2020-10-08,0,0,NaN,0,0,0,0,0
102900011007464,2020-10-08,0,0,NaN,0,0,0,0,0
102900011007471,2020-10-08,0,0,NaN,0,0,0,0,0
102900011007495,2020-10-08,0,0,NaN,0,0,0,0,0
102900011008133,2020-10-08,0,0,NaN,0,0,0,0,0
102900011008164,2020-10-08,6.868,34.34,5,0,18,2.169,2.329,2.37
102900011008485,2020-10-08,0,0,NaN,0,0,0,0,0
102900011008492,2020-10-08,0,0,NaN,0,0,0,0,0
102900011008515,2020-10-08,0,0,NaN,0,0,0,0,0
102900011008522,2020-10-08,38.662,309.296,8,0,42,12.005,9.462,17.195
102900011008676,2020-10-08,0,0,NaN,0,0,0,0,0
102900011015384,2020-10-08,0,0,NaN,0,0,0,0,0
102900011015391,2020-10-08,0,0,NaN,0,0,0,0,0
102900011021644,2020-10-08,0,0,NaN,0,0,0,0,0
102900011022849,2020-10-08,0,0,NaN,0,0,0,0,0
102900011022924,2020-10-08,0,0,NaN,0,0,0,0,0
102900011023464,2020-10-08,0,0,NaN,0,0,0,0,0
102900011026502,2020-10-08,0,0,NaN,0,0,0,0,0
102900011026618,2020-10-08,0,0,NaN,0,0,0,0,0
102900011027462,2020-10-08,0,0,NaN,0,0,0,0,0
102900011027615,2020-10-08,0,0,NaN,0,0,0,0,0
102900011029688,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030042,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030059,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030097,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030103,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030110,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030134,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030141,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030158,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030400,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030417,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030905,2020-10-08,0,0,NaN,0,0,0,0,0
102900011031216,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032176,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032282,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032480,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032589,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032787,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033081,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033173,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033234,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033241,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033531,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033562,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033586,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033906,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033920,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034200,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034217,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034224,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034231,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034316,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034323,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034354,2020-10-08,0,0,NaN,0,0,0,0,0
102900011035481,2020-10-08,0,0,NaN,0,0,0,0,0
102900011035764,2020-10-08,0,0,NaN,0,0,0,0,0
102900011035771,2020-10-08,0,0,NaN,0,0,0,0,0
102900011035849,2020-10-08,0,0,NaN,0,0,0,0,0
102900011036686,2020-10-08,0,0,NaN,0,0,0,0,0
102900051000890,2020-10-08,0,0,NaN,0,0,0,0,0
102900051009220,2020-10-08,0,0,NaN,0,0,0,0,0
102900051010455,2020-10-08,8.948,89.48,10,0,15,3.206,3.858,1.884
102900051010790,2020-10-08,0,0,NaN,0,0,0,0,0
106971563780002,2020-10-08,0,0,NaN,0,0,0,0,0
106972776821582,2020-10-08,0,0,NaN,0,0,0,0,0
102900005116714,2020-10-08,19.808,277.312,14,0,47,8.5,4.529,6.779
102900011000632,2020-10-08,0,0,NaN,0,0,0,0,0
102900011009970,2020-10-08,29.772,178.632,6,0,44,10.454,7.628,11.69
102900011033913,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034026,2020-10-08,0,0,NaN,0,0,0,0,0
102900005116042,2020-10-08,0,0,NaN,0,0,0,0,0
102900005116899,2020-10-08,30.566,244.528,8,0,49,18.323,5.803,6.44
102900005118824,2020-10-08,1.386,16.632,12,0,4,0,0.818,0.568
102900011001561,2020-10-08,0,0,NaN,0,0,0,0,0
102900011001691,2020-10-08,0,0,NaN,0,0,0,0,0
102900011007969,2020-10-08,0,0,NaN,0,0,0,0,0
102900011009277,2020-10-08,0,0,NaN,0,0,0,0,0
102900011010891,2020-10-08,0,0,NaN,0,0,0,0,0
102900011018132,2020-10-08,0,0,NaN,0,0,0,0,0
102900011021842,2020-10-08,0,0,NaN,0,0,0,0,0
102900011023976,2020-10-08,0,0,NaN,0,0,0,0,0
102900011024010,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032114,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032732,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034569,2020-10-08,0,0,NaN,0,0,0,0,0
102900011035511,2020-10-08,0,0,NaN,0,0,0,0,0
102900011035962,2020-10-08,0,0,NaN,0,0,0,0,0
102900051000944,2020-10-08,0,0,NaN,0,0,0,0,0
102900051006229,2020-10-08,0,0,NaN,0,0,0,0,0
102900005116257,2020-10-08,7.091,49.637,7,0,16,3.052,1.733,2.306
102900005116509,2020-10-08,8.785,70.28,8,0,13,1.83,0.426,6.529
102900011000335,2020-10-08,0,0,NaN,0,0,0,0,0
102900011009444,2020-10-08,4.473,35.784,8,0,10,0.727,2.531,1.215
102900011016909,2020-10-08,0,0,NaN,0,0,0,0,0
102900011022764,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033975,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033982,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033999,2020-10-08,0,0,NaN,0,0,0,0,0
102900051000463,2020-10-08,13.141,52.564,4,0,22,5.225,3.769,4.147
102900005116219,2020-10-08,0,0,NaN,0,0,0,0,0
102900005116226,2020-10-08,1.481,20.734,14,0,6,0.365,0,1.116
102900005116233,2020-10-08,4.716,84.888,18,0,16,1.223,0.729,2.764
102900005116905,2020-10-08,0,0,NaN,0,0,0,0,0
102900005116943,2020-10-08,2.108,37.944,18,0,9,1.341,0.283,0.484
102900005117056,2020-10-08,45.592,455.92,10,0,123,13.419,12.739,19.434
102900005117209,2020-10-08,0.354,7.0092,19.8,0,1,0,0,0.354
102900005119968,2020-10-08,0,0,NaN,0,0,0,0,0
102900005123880,2020-10-08,0,0,NaN,0,0,0,0,0
102900005125808,2020-10-08,2.82,55.836,19.8,0,25,0.697,0.681,1.442
102900011000328,2020-10-08,7.523,90.276,12,0,24,2.088,2.48,2.955
102900011000861,2020-10-08,0,0,NaN,0,0,0,0,0
102900011001219,2020-10-08,1.282,25.3836,19.8,0,3,0.424,0.858,0
102900011009772,2020-10-08,0,0,NaN,0,0,0,0,0
102900011016701,2020-10-08,0,0,NaN,0,0,0,0,0
102900011022030,2020-10-08,0,0,NaN,0,0,0,0,0
102900011023648,2020-10-08,0,0,NaN,0,0,0,0,0
102900011027479,2020-10-08,0,0,NaN,0,0,0,0,0
102900011028407,2020-10-08,0,0,NaN,0,0,0,0,0
102900011029176,2020-10-08,0,0,NaN,0,0,0,0,0
102900011029275,2020-10-08,0,0,NaN,0,0,0,0,0
102900011029299,2020-10-08,0,0,NaN,0,0,0,0,0
102900011029305,2020-10-08,0,0,NaN,0,0,0,0,0
102900011031100,2020-10-08,0,0,NaN,0,0,0,0,0
102900011031582,2020-10-08,0,0,NaN,0,0,0,0,0
102900011031735,2020-10-08,0,0,NaN,0,0,0,0,0
102900011031742,2020-10-08,0,0,NaN,0,0,0,0,0
102900011031759,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032022,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032145,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032206,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032213,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032220,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032237,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032244,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032251,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032343,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032350,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032367,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032848,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034262,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034439,2020-10-08,0,0,NaN,0,0,0,0,0
102900011035078,2020-10-08,0,0,NaN,0,0,0,0,0
102900011036242,2020-10-08,0,0,NaN,0,0,0,0,0
102900051004294,2020-10-08,6.147,73.764,12,0,29,1.136,2.22,2.791
102900005115250,2020-10-08,0,0,NaN,0,0,0,0,0
102900005116530,2020-10-08,14.098,279.1404,19.8,0,58,6.914,2.396,4.788
102900005116547,2020-10-08,5.875,58.75,10,0,17,1.524,3.008,1.343
102900005116837,2020-10-08,7.381,88.572,12,0,33,2.889,1.904,2.588
102900005116912,2020-10-08,1.03,18.54,18,0,5,0.417,0.273,0.34
102900005117353,2020-10-08,0,0,NaN,0,0,0,0,0
102900005119098,2020-10-08,0,0,NaN,0,0,0,0,0
102900005119104,2020-10-08,0,0,NaN,0,0,0,0,0
102900005119944,2020-10-08,2.079,37.422,18,0,7,0.839,0.862,0.378
102900005125815,2020-10-08,6.328,75.936,12,0,19,2.171,1.143,3.014
102900011001806,2020-10-08,1,6.9,6.9,0,1,1,0,0
102900011001813,2020-10-08,279,697.5,2.5,0,139,75,54,150
102900011007044,2020-10-08,0,0,NaN,0,0,0,0,0
102900011008577,2020-10-08,0,0,NaN,0,0,0,0,0
102900011009246,2020-10-08,0.207,2.898,14,0,1,0,0,0.207
102900011010563,2020-10-08,0,0,NaN,0,0,0,0,0
102900011011058,2020-10-08,0,0,NaN,0,0,0,0,0
102900011011546,2020-10-08,2,9.8,4.9,0,2,2,0,0
102900011011669,2020-10-08,0,0,NaN,0,0,0,0,0
102900011011782,2020-10-08,0,0,NaN,0,0,0,0,0
102900011012482,2020-10-08,0,0,NaN,0,0,0,0,0
102900011012871,2020-10-08,0,0,NaN,0,0,0,0,0
102900011012994,2020-10-08,6,41.4,6.9,0,6,0,2,4
102900011013274,2020-10-08,3,23.7,7.9,0,3,1,1,1
102900011018095,2020-10-08,0,0,NaN,0,0,0,0,0
102900011021675,2020-10-08,0,0,NaN,0,0,0,0,0
102900011021699,2020-10-08,0,0,NaN,0,0,0,0,0
102900011023075,2020-10-08,0,0,NaN,0,0,0,0,0
102900011026793,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030561,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030608,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030615,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030622,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030639,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030912,2020-10-08,0,0,NaN,0,0,0,0,0
102900011030929,2020-10-08,0,0,NaN,0,0,0,0,0
102900011031599,2020-10-08,0,0,NaN,0,0,0,0,0
102900011031841,2020-10-08,0,0,NaN,0,0,0,0,0
102900011031858,2020-10-08,0,0,NaN,0,0,0,0,0
102900011031926,2020-10-08,0,0,NaN,0,0,0,0,0
102900011031995,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032619,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032626,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032633,2020-10-08,0,0,NaN,0,0,0,0,0
102900011032640,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033937,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033944,2020-10-08,0,0,NaN,0,0,0,0,0
102900011033968,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034330,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034538,2020-10-08,0,0,NaN,0,0,0,0,0
102900011034705,2020-10-08,0,0,NaN,0,0,0,0,0
102900011035740,2020-10-08,0,0,NaN,0,0,0,0,0
102900011035788,2020-10-08,0,0,NaN,0,0,0,0,0
102900011036068,2020-10-08,0,0,NaN,0,0,0,0,0
102900011036266,2020-10-08,0,0,NaN,0,0,0,0,0
102900051009336,2020-10-08,0.49,14.602,29.8,0,5,0.071,0.221,0.198
106930274220092,2020-10-08,0,0,NaN,0,0,0,0,0
106930274620090,2020-10-08,0,0,NaN,0,0,0,0,0
106931885000035,2020-10-08,0,0,NaN,0,0,0,0,0
106931885000356,2020-10-08,0,0,NaN,0,0,0,0,0
106949711300068,2020-10-08,0,0,NaN,0,0,0,0,0
106949711300167,2020-10-08,0,0,NaN,0,0,0,0,0
106949711300259,2020-10-08,0,0,NaN,0,0,0,0,0
106956146480197,2020-10-08,0,0,NaN,0,0,0,0,0
106956146480203,2020-10-08,0,0,NaN,0,0,0,0,0
106957634300010,2020-10-08,0,0,NaN,0,0,0,0,0
106957634300058,2020-10-08,0,0,NaN,0,0,0,0,0
106958851400125,2020-10-08,0,0,NaN,0,0,0,0,0
106971533450003,2020-10-08,0,0,NaN,0,0,0,0,0
106971533455008,2020-10-08,0,0,NaN,0,0,0,0,0
106973223300667,2020-10-08,0,0,NaN,0,0,0,0,0
106973990980123,2020-10-08,0,0,NaN,0,0,0,0,0
102900005115168,2020-10-09,0,0,NaN,0,0,0,0,0
102900005115199,2020-10-09,0,0,NaN,0,0,0,0,0
102900005115625,2020-10-09,0,0,NaN,0,0,0,0,0
102900005115748,2020-10-09,0,0,NaN,0,0,0,0,0
102900005115762,2020-10-09,0,0,NaN,0,0,0,0,0
102900005115779,2020-10-09,12.515,137.665,11,0,38,4.218,3.589,4.708
102900005115786,2020-10-09,0,0,NaN,0,0,0,0,0
102900005115793,2020-10-09,0,0,NaN,0,0,0,0,0
102900005115816,2020-10-09,0,0,NaN,0,0,0,0,0
102900005115823,2020-10-09,6.97,76.67,11,0,18,2.915,1.003,3.052
102900005115854,2020-10-09,0,0,NaN,0,0,0,0,0
102900005115861,2020-10-09,24.383,146.298,6,0,63,8.981,9.165,6.237
102900005115878,2020-10-09,9.155,109.86,12,0,26,2.028,4.164,2.963
102900005115885,2020-10-09,0,0,NaN,0,0,0,0,0
102900005115908,2020-10-09,5.57,33.42,6,0,12,1.973,0.351,3.246
102900005115946,2020-10-09,2.564,10.256,4,0,13,0,1.634,0.93
102900005115960,2020-10-09,22.965,91.86,4,0,23,5.503,6.081,11.381
102900005115977,2020-10-09,0,0,NaN,0,0,0,0,0
102900005115984,2020-10-09,15.975,159.75,10,0,39,4.401,5.742,5.832
102900005116639,2020-10-09,0,0,NaN,0,0,0,0,0
102900005116776,2020-10-09,0,0,NaN,0,0,0,0,0
102900005116790,2020-10-09,6.253,50.024,8,0,10,0.89,0.902,4.461
102900005116806,2020-10-09,0,0,NaN,0,0,0,0,0
102900005118572,2020-10-09,0,0,NaN,0,0,0,0,0
102900005118817,2020-10-09,9.076,108.912,12,0,23,2.063,4.291,2.722
102900005118831,2020-10-09,8,70.4,8.8,0,8,0,5,3
102900005119975,2020-10-09,0,0,NaN,0,0,0,0,0
102900005122654,2020-10-09,0,0,NaN,0,0,0,0,0
102900005128748,2020-10-09,0,0,NaN,0,0,0,0,0
102900011000175,2020-10-09,0,0,NaN,0,0,0,0,0
102900011000571,2020-10-09,0,0,NaN,0,0,0,0,0
102900011002414,2020-10-09,0,0,NaN,0,0,0,0,0
102900011006689,2020-10-09,0,0,NaN,0,0,0,0,0
102900011006948,2020-10-09,0,0,NaN,0,0,0,0,0
102900011006955,2020-10-09,0,0,NaN,0,0,0,0,0
102900011007464,2020-10-09,0,0,NaN,0,0,0,0,0
102900011007471,2020-10-09,0,0,NaN,0,0,0,0,0
102900011007495,2020-10-09,0,0,NaN,0,0,0,0,0
102900011008133,2020-10-09,0,0,NaN,0,0,0,0,0
102900011008164,2020-10-09,6.305,31.525,5,0,16,4.658,0.944,0.703
102900011008485,2020-10-09,0,0,NaN,0,0,0,0,0
102900011008492,2020-10-09,0,0,NaN,0,0,0,0,0
102900011008515,2020-10-09,0,0,NaN,0,0,0,0,0
102900011008522,2020-10-09,24.45,195.6,8,0,23,7.444,8.422,8.584
102900011008676,2020-10-09,0,0,NaN,0,0,0,0,0
102900011015384,2020-10-09,0,0,NaN,0,0,0,0,0
102900011015391,2020-10-09,0,0,NaN,0,0,0,0,0
102900011021644,2020-10-09,0,0,NaN,0,0,0,0,0
102900011022849,2020-10-09,0,0,NaN,0,0,0,0,0
102900011022924,2020-10-09,0,0,NaN,0,0,0,0,0
102900011023464,2020-10-09,0,0,NaN,0,0,0,0,0
102900011026502,2020-10-09,0,0,NaN,0,0,0,0,0
102900011026618,2020-10-09,0,0,NaN,0,0,0,0,0
102900011027462,2020-10-09,0,0,NaN,0,0,0,0,0
102900011027615,2020-10-09,0,0,NaN,0,0,0,0,0
102900011029688,2020-10-09,0,0,NaN,0,0,0,0,0
102900011030042,2020-10-09,0,0,NaN,0,0,0,0,0
102900011030059,2020-10-09,0,0,NaN,0,0,0,0,0
102900011030097,2020-10-09,0,0,NaN,0,0,0,0,0
102900011030103,2020-10-09,0,0,NaN,0,0,0,0,0
102900011030110,2020-10-09,0,0,NaN,0,0,0,0,0
102900011030134,2020-10-09,0,0,NaN,0,0,0,0,0
102900011030141,2020-10-09,0,0,NaN,0,0,0,0,0
102900011030158,2020-10-09,0,0,NaN,0,0,0,0,0
102900011030400,2020-10-09,0,0,NaN,0,0,0,0,0
102900011030417,2020-10-09,0,0,NaN,0,0,0,0,0
102900011030905,2020-10-09,0,0,NaN,0,0,0,0,0
102900011031216,2020-10-09,0,0,NaN,0,0,0,0,0
102900011032176,2020-10-09,0,0,NaN,0,0,0,0,0
102900011032282,2020-10-09,0,0,NaN,0,0,0,0,0
102900011032480,2020-10-09,0,0,NaN,0,0,0,0,0
102900011032589,2020-10-09,0,0,NaN,0,0,0,0,0
102900011032787,2020-10-09,0,0,NaN,0,0,0,0,0
102900011033081,2020-10-09,0,0,NaN,0,0,0,0,0
102900011033173,2020-10-09,0,0,NaN,0,0,0,0,0
102900011033234,2020-10-09,0,0,NaN,0,0,0,0,0
102900011033241,2020-10-09,0,0,NaN,0,0,0,0,0
102900011033531,2020-10-09,0,0,NaN,0,0,0,0,0
102900011033562,2020-10-09,0,0,NaN,0,0,0,0,0
102900011033586,2020-10-09,0,0,NaN,0,0,0,0,0
102900011033906,2020-10-09,0,0,NaN,0,0,0,0,0
102900011033920,2020-10-09,0,0,NaN,0,0,0,0,0
102900011034200,2020-10-09,0,0,NaN,0,0,0,0,0
102900011034217,2020-10-09,0,0,NaN,0,0,0,0,0
102900011034224,2020-10-09,0,0,NaN,0,0,0,0,0
102900011034231,2020-10-09,0,0,NaN,0,0,0,0,0
102900011034316,2020-10-09,0,0,NaN,0,0,0,0,0
102900011034323,2020-10-09,0,0,NaN,0,0,0,0,0
102900011034354,2020-10-09,0,0,NaN,0,0,0,0,0
102900011035481,2020-10-09,0,0,NaN,0,0,0,0,0
