日期,单品编码,批发价格(元/千克)
44282,102900011009970,5.47
44282,102900011012994,2.12
44282,102900011013274,3.68
44282,102900011016701,4.66
44282,102900011021842,7.5
44282,102900011022030,2.4
44282,102900051000463,6.66
44282,102900051004294,5.04
44282,102900051009220,6.64
44282,102900051009336,14.23
44282,102900051010455,4.0599999999999996
44282,106930274220092,2.64
44282,106949711300068,1.45
44282,106958851400125,1.96
44283,102900005115199,40.369999999999997
44283,102900005115748,2.56
44283,102900005115762,6.33
44283,102900005115779,4.08
44283,102900005115786,11.19
44283,102900005115793,7.23
44283,102900005115823,3.44
44283,102900005115878,4.25
44283,102900005115885,8
44283,102900005115908,6.23
44283,102900005115960,1.71
44283,102900005115984,4.0599999999999996
44283,102900005116226,6.73
44283,102900005116233,9.35
44283,102900005116257,5.93
44283,102900005116509,6.55
44283,102900005116530,12
44283,102900005116547,3.04
44283,102900005116714,7.6
44283,102900005116790,3.8
44283,102900005116837,4.83
44283,102900005116899,6.6
44283,102900005116943,12.4
44283,102900005117209,14.08
44283,102900005118824,7.66
44283,102900005118831,3.47
44283,102900005119944,6.86
44283,102900005119975,10.5
44283,102900005125808,19.57
44283,102900005125815,4.55
44283,102900011000328,4.42
44283,102900011001219,8.42
44283,102900011001806,3.04
44283,102900011002414,7.73
44283,102900011006689,4.26
44283,102900011009246,7.21
44283,102900011009970,5.66
44283,102900011012994,2.1
44283,102900011013274,3.64
44283,102900011016701,4.49
44283,102900011021842,7.5
44283,102900011022030,2.4
44283,102900051000463,6.23
44283,102900051004294,5.13
44283,102900051009336,14.21
44283,102900051010455,4.0599999999999996
44283,102900051010790,8.1199999999999992
44283,106930274220092,2.56
44283,106949711300068,1.44
44283,106958851400125,2.0299999999999998
44284,102900005115199,44.6
44284,102900005115762,5.32
44284,102900005115779,4.08
44284,102900005115786,11.19
44284,102900005115793,7.23
44284,102900005115823,3.5
44284,102900005115885,8.1199999999999992
44284,102900005115908,6.53
44284,102900005115960,1.74
44284,102900005115984,4.0599999999999996
44284,102900005116226,6.73
44284,102900005116233,9.0299999999999994
44284,102900005116257,5.92
44284,102900005116509,6.59
44284,102900005116530,12
44284,102900005116547,3.05
44284,102900005116714,7.6
44284,102900005116790,3.81
44284,102900005116837,4.55
44284,102900005116899,6.69
44284,102900005116943,12.41
44284,102900005117209,14.07
44284,102900005118817,4.0599999999999996
44284,102900005118824,7.66
44284,102900005118831,3.57
44284,102900005119944,6.86
44284,102900005119975,10.48
44284,102900005125808,19.850000000000001
44284,102900005125815,4.55
44284,102900011000328,4.37
44284,102900011001806,3.02
44284,102900011002414,7.72
44284,102900011006689,4.1500000000000004
44284,102900011008164,3.01
44284,102900011009246,7.33
44284,102900011009970,5.7
44284,102900011012994,2.2000000000000002
44284,102900011013274,3.66
44284,102900011016701,4.29
44284,102900011021842,7.5
44284,102900011022030,2.4
44284,102900051000463,6.23
44284,102900051004294,3.98
44284,102900051009220,6.65
44284,102900051010455,4.0599999999999996
44284,106949711300068,1.47
44284,106958851400125,2.0299999999999998
44285,102900005115199,45.34
44285,102900005115762,4.24
44285,102900005115779,4.08
44285,102900005115793,7.17
44285,102900005115823,3.67
44285,102900005115885,8.0500000000000007
44285,102900005115908,6.53
44285,102900005115960,1.74
44285,102900005115984,4.0599999999999996
44285,102900005116226,6.58
44285,102900005116233,8.9600000000000009
44285,102900005116257,6.03
44285,102900005116509,6.57
44285,102900005116530,12
44285,102900005116547,2.83
44285,102900005116714,7.6
44285,102900005116837,4.41
44285,102900005116899,7.2
44285,102900005116943,13.33
44285,102900005117209,14.09
44285,102900005118817,4.2
44285,102900005118824,7.38
44285,102900005118831,3.57
44285,102900005119944,6.86
44285,102900005119975,10.43
44285,102900005125808,20.14
44285,102900005125815,4.5599999999999996
44285,102900011000328,3.48
44285,102900011001219,8.42
44285,102900011002414,7.9
44285,102900011006689,3.78
44285,102900011008164,3
44285,102900011009246,7.33
44285,102900011009970,5
44285,102900011012994,2.29
44285,102900011013274,3.76
44285,102900011016701,4.4400000000000004
44285,102900011021842,7.5
44285,102900011022030,2.4
44285,102900051000463,6.23
44285,102900051004294,3.92
44285,102900051009220,6.64
44285,102900051010455,4.0599999999999996
44285,106949711300068,1.49
44285,106958851400125,1.91
44286,102900005115199,45.33
44286,102900005115748,2.4
44286,102900005115779,4.41
44286,102900005115786,10.220000000000001
44286,102900005115793,7.12
44286,102900005115823,3.74
44286,102900005115878,4.25
44286,102900005115885,7.64
44286,102900005115908,6.53
44286,102900005115960,1.8
44286,102900005115984,4.0599999999999996
44286,102900005116226,6.76
44286,102900005116233,8.9499999999999993
44286,102900005116257,5.89
44286,102900005116509,6.32
44286,102900005116530,12
44286,102900005116547,2.64
44286,102900005116714,7.6
44286,102900005116790,3.8
44286,102900005116837,4.13
44286,102900005116899,7.2
44286,102900005116943,13.34
44286,102900005117209,14.09
44286,102900005118824,6.95
44286,102900005118831,3.57
44286,102900005119975,11.73
44286,102900005125808,20.83
44286,102900005125815,4.55
44286,102900011000328,3.83
44286,102900011007471,9.11
44286,102900011008164,1
44286,102900011009246,7.34
44286,102900011009444,7.55
44286,102900011009970,5
44286,102900011012994,2.25
44286,102900011013274,3.77
44286,102900011016701,4.32
44286,102900011021842,7.5
44286,102900011022030,2.4
44286,102900011023075,3
44286,102900051000463,6.23
44286,102900051004294,4.03
44286,102900051009220,6.78
44286,102900051010455,4.0599999999999996
44286,106949711300068,1.47
44286,106958851400125,1.92
44287,102900005115199,39.450000000000003
44287,102900005115762,4.13
44287,102900005115779,4.46
44287,102900005115786,10.17
44287,102900005115823,3.74
44287,102900005115878,4.24
44287,102900005115885,7.44
44287,102900005115908,6.5
44287,102900005115960,1.8
44287,102900005115984,4.2300000000000004
44287,102900005116226,6.88
44287,102900005116233,8.98
44287,102900005116257,5.89
44287,102900005116509,6.2
44287,102900005116530,12
44287,102900005116547,2.65
44287,102900005116639,9.4499999999999993
44287,102900005116714,7.59
44287,102900005116790,3.82
44287,102900005116837,3.85
44287,102900005116899,7.2
44287,102900005116943,13.4
44287,102900005118817,4.37
44287,102900005118824,7.1
44287,102900005118831,3.57
44287,102900005119098,13.27
44287,102900005119944,6.89
44287,102900005119975,12.9
44287,102900005125808,20.73
44287,102900005125815,4.5599999999999996
44287,102900011000328,4.59
44287,102900011001806,3.01
44287,102900011006689,3.43
44287,102900011007464,8.15
44287,102900011008164,3.01
44287,102900011009246,7.37
44287,102900011009444,7.55
44287,102900011009970,5
44287,102900011010891,5
44287,102900011013274,3.74
44287,102900011016701,4.0999999999999996
44287,102900011021842,7.5
44287,102900011022030,2.4
44287,102900051000463,6.2
44287,102900051004294,4.0599999999999996
44287,102900051010455,3.73
44287,102900051010790,7.13
44287,106930274220092,2.48
44287,106949711300068,1.54
44287,106958851400125,1.93
44288,102900005115199,35.04
44288,102900005115762,3.85
44288,102900005115779,4.46
44288,102900005115786,10.17
44288,102900005115793,7.1
44288,102900005115823,3.74
44288,102900005115885,7.1
44288,102900005115908,5.92
44288,102900005115960,1.71
44288,102900005115984,4.3499999999999996
44288,102900005116226,6.88
44288,102900005116233,8.9700000000000006
44288,102900005116257,5.89
44288,102900005116509,5.94
44288,102900005116530,12
44288,102900005116547,2.65
44288,102900005116639,7.37
44288,102900005116714,7.19
44288,102900005116790,3.82
44288,102900005116837,3.82
44288,102900005116899,7.2
44288,102900005116943,13.46
44288,102900005118817,4.0999999999999996
44288,102900005118824,7.12
44288,102900005118831,3.57
44288,102900005119098,13.27
44288,102900005119944,6.86
44288,102900005119975,12.88
44288,102900005125808,20.25
44288,102900005125815,4.57
44288,102900011000328,4.8
44288,102900011001806,3.08
44288,102900011002414,7.56
44288,102900011006689,3.21
44288,102900011007464,8.16
44288,102900011007471,9.11
44288,102900011008164,3.08
44288,102900011009246,7.38
44288,102900011009444,7.55
44288,102900011009970,5.61
44288,102900011010891,5
44288,102900011012994,2.2200000000000002
44288,102900011013274,3.74
44288,102900011016701,4.08
44288,102900011021842,7.5
44288,102900011022030,2.4
44288,102900051000463,6
44288,102900051004294,4.2
44288,102900051009220,6.79
44288,102900051010455,3.62
44288,102900051010790,7.33
44288,106930274220092,2.54
44288,106949711300068,1.59
44288,106958851400125,1.93
44289,102900005115199,18.77
44289,102900005115762,3.49
44289,102900005115779,4.46
44289,102900005115786,10.17
44289,102900005115823,3.73
44289,102900005115854,2.74
44289,102900005115878,4.2
44289,102900005115885,7.13
44289,102900005115908,5.58
44289,102900005115960,1.64
44289,102900005115984,4.34
44289,102900005116226,6.95
44289,102900005116233,9.09
44289,102900005116257,5.86
44289,102900005116509,5.59
44289,102900005116530,12
44289,102900005116547,2.63
44289,102900005116639,7.37
44289,102900005116714,7.12
44289,102900005116790,3.86
44289,102900005116837,3.68
44289,102900005116899,7.2
44289,102900005116943,14.41
44289,102900005118817,4.13
44289,102900005118824,7.5
44289,102900005118831,3.57
44289,102900005119098,13.17
44289,102900005119944,6.85
44289,102900005119975,12.63
44289,102900005125808,21.54
44289,102900005125815,4.55
44289,102900011000328,5.05
44289,102900011002414,7.15
44289,102900011006689,3.84
44289,102900011007464,8.14
44289,102900011007471,9.1300000000000008
44289,102900011008164,3
44289,102900011009246,7.35
44289,102900011009444,7.96
44289,102900011009970,4.76
44289,102900011010891,5
44289,102900011013274,3.67
44289,102900011016701,3.96
44289,102900011021842,7.5
44289,102900011022030,2.4
44289,102900051004294,4.4800000000000004
44289,102900051010455,3.62
44289,102900051010790,8.18
44289,106930274220092,2.52
44289,106949711300068,1.66
44289,106958851400125,1.99
44290,102900005115199,14
44290,102900005115762,3.84
44290,102900005115779,4.26
44290,102900005115786,7.29
44290,102900005115823,3.42
44290,102900005115878,5.8
44290,102900005115885,7.12
44290,102900005115908,5
44290,102900005115960,1.5
44290,102900005115984,4.0599999999999996
44290,102900005116226,6.74
44290,102900005116233,7.8
44290,102900005116257,5.69
44290,102900005116509,5
44290,102900005116530,12
44290,102900005116547,2.64
44290,102900005116639,6.65
44290,102900005116714,7.06
44290,102900005116790,3.81
44290,102900005116837,4.63
44290,102900005116899,7.2
44290,102900005116943,13.2
44290,102900005118824,7.15
44290,102900005118831,3.57
44290,102900005119098,13.29
44290,102900005119944,6.86
44290,102900005119975,9
44290,102900005125808,22.01
44290,102900005125815,4.55
44290,102900011000328,5
44290,102900011002414,7.13
44290,102900011006689,4.17
44290,102900011008164,3
44290,102900011009246,7.36
44290,102900011009444,7.42
44290,102900011009970,4.47
44290,102900011012994,2.2999999999999998
44290,102900011013274,3.66
44290,102900011016701,3.77
44290,102900011021842,7.5
44290,102900051000463,5.46
44290,102900051004294,4.47
44290,102900051009220,7.35
44290,102900051010455,3.44
44290,102900051010790,8.1300000000000008
44290,106930274220092,2.58
44290,106949711300068,1.51
44290,106958851400125,1.93
44291,102900005115199,14.02
44291,102900005115762,4.3099999999999996
44291,102900005115779,4.41
44291,102900005115786,7.63
44291,102900005115823,3.48
44291,102900005115885,7.13
44291,102900005115908,5
44291,102900005115960,1.5
44291,102900005115984,4.0599999999999996
44291,102900005116226,6.46
44291,102900005116233,8.0500000000000007
44291,102900005116257,5.79
44291,102900005116509,4.9400000000000004
44291,102900005116530,12
44291,102900005116547,2.83
44291,102900005116639,6.59
44291,102900005116714,7.12
44291,102900005116790,3.81
44291,102900005116837,4.8099999999999996
44291,102900005116899,7.2
44291,102900005116943,13.74
44291,102900005118817,4.4000000000000004
44291,102900005118824,7.25
44291,102900005118831,3.62
44291,102900005119944,6.85
44291,102900005119975,9
44291,102900005125808,21.68
44291,102900005125815,4.54
44291,102900011000328,5.18
44291,102900011002414,7.14
44291,102900011006689,4.18
44291,102900011007464,8.2200000000000006
44291,102900011007471,9.17
44291,102900011008164,3
44291,102900011009246,7.37
44291,102900011009444,7.42
44291,102900011009970,4.47
44291,102900011012994,2.27
44291,102900011013274,3.7
44291,102900011016701,3.82
44291,102900011021842,7.5
44291,102900051004294,5.95
44291,102900051009220,7.35
44291,102900051010455,3.44
44291,106930274220092,2.54
44291,106949711300068,1.54
44291,106958851400125,1.94
44292,102900005115199,14.58
44292,102900005115762,4.57
44292,102900005115779,4.54
44292,102900005115786,7.48
44292,102900005115823,3.51
44292,102900005115885,7.14
44292,102900005115908,5
44292,102900005115960,1.5
44292,102900005115984,4.2699999999999996
44292,102900005116226,6.21
44292,102900005116233,7.75
44292,102900005116257,5.21
44292,102900005116509,4.93
44292,102900005116530,12
44292,102900005116547,2.84
44292,102900005116714,7.12
44292,102900005116790,3.79
44292,102900005116837,5.21
44292,102900005116899,7.2
44292,102900005116943,14.68
44292,102900005118817,4.41
44292,102900005118824,7.62
44292,102900005118831,3.57
44292,102900005119944,6.87
44292,102900005119975,9
44292,102900005125808,21.01
44292,102900005125815,4.54
44292,102900011000328,5.26
44292,102900011002414,7.12
44292,102900011006689,4.18
44292,102900011007471,9.14
44292,102900011008164,3.34
44292,102900011009246,7.36
44292,102900011009444,7.45
44292,102900011009970,4.54
44292,102900011016701,3.76
44292,102900011021842,7.5
44292,102900051000463,5.29
44292,102900051004294,5.82
44292,102900051009220,7.33
44292,102900051010455,3.44
44292,102900051010790,7.94
44292,106930274220092,2.54
44292,106949711300068,1.54
44293,102900005115199,14.19
44293,102900005115762,4.8600000000000003
44293,102900005115779,4.3899999999999997
44293,102900005115786,7.33
44293,102900005115793,7.28
44293,102900005115823,3.46
44293,102900005115885,7.13
44293,102900005115908,4.0199999999999996
44293,102900005115960,1.5
44293,102900005115984,4.3600000000000003
44293,102900005116226,6.21
44293,102900005116233,7.74
44293,102900005116257,4.74
44293,102900005116509,4.9400000000000004
44293,102900005116530,12
44293,102900005116547,2.84
44293,102900005116639,6.24
44293,102900005116714,7.12
44293,102900005116790,3.75
44293,102900005116837,5.69
44293,102900005116899,7.2
44293,102900005116943,14.68
44293,102900005118824,7.51
44293,102900005118831,3.57
44293,102900005119098,13.27
44293,102900005119944,6.86
44293,102900005119975,9
44293,102900005125808,19.63
44293,102900005125815,4.54
44293,102900011000328,5.21
44293,102900011001806,3.09
44293,102900011002414,7.15
44293,102900011006689,4.18
44293,102900011007464,8.23
44293,102900011007471,9.16
44293,102900011009246,7.37
44293,102900011009444,7.8
44293,102900011009970,4.58
44293,102900011012994,2.13
44293,102900011013274,3.73
44293,102900011016701,3.7
44293,102900011021842,7.5
44293,102900011022030,2.4
44293,102900051000463,5.29
44293,102900051004294,5.75
44293,102900051009220,7.31
44293,102900051010455,3.44
44293,106930274220092,2.58
44293,106949711300068,1.53
44293,106958851400125,1.99
44294,102900005115199,15.66
44294,102900005115762,4.8600000000000003
44294,102900005115779,4.26
44294,102900005115786,8.69
44294,102900005115823,3.42
44294,102900005115854,4.18
44294,102900005115878,5.16
44294,102900005115885,7.13
44294,102900005115908,4
44294,102900005115960,1.5
44294,102900005115984,4.3600000000000003
44294,102900005116226,6.12
44294,102900005116233,8.26
44294,102900005116257,5.54
44294,102900005116509,4.9400000000000004
44294,102900005116530,12
44294,102900005116639,6.2
44294,102900005116714,7.12
44294,102900005116790,3.75
44294,102900005116837,5.94
44294,102900005116899,7.2
44294,102900005116943,14.68
44294,102900005118817,4.22
44294,102900005118824,7.17
44294,102900005118831,3.71
44294,102900005119975,9
44294,102900005125808,19.62
44294,102900005125815,4.55
44294,102900011000328,5.21
44294,102900011001806,3.11
44294,102900011002414,7.14
44294,102900011006689,4.1900000000000004
44294,102900011007464,7.49
44294,102900011007471,9.16
44294,102900011008164,3.53
44294,102900011009246,7.45
44294,102900011009444,7.79
44294,102900011009970,4.58
44294,102900011013274,3.63
44294,102900011016701,3.7
44294,102900011021842,7.5
44294,102900011022030,2.4
44294,102900051000463,5.25
44294,102900051004294,5.78
44294,102900051009220,7.28
44294,102900051010455,3.44
44294,102900051010790,7.33
44294,106930274220092,2.6
44294,106931885000035,4
44294,106949711300068,1.55
44294,106958851400125,1.99
44295,102900005115199,15.11
44295,102900005115762,5.39
44295,102900005115779,4.3899999999999997
44295,102900005115786,7.95
44295,102900005115823,3.64
44295,102900005115878,5
44295,102900005115885,7.12
44295,102900005115908,4
44295,102900005115960,1.5
44295,102900005115984,4.28
44295,102900005116226,6.25
44295,102900005116233,8.58
44295,102900005116257,5.55
44295,102900005116509,4.9400000000000004
44295,102900005116530,12
44295,102900005116547,3.05
44295,102900005116639,6.17
44295,102900005116714,7.08
44295,102900005116790,3.81
44295,102900005116837,5.93
44295,102900005116899,7.2
44295,102900005116943,14.68
44295,102900005117209,12.37
44295,102900005118817,4.2
44295,102900005118824,6.45
44295,102900005118831,3.78
44295,102900005119975,10.9
44295,102900005125808,19.54
44295,102900005125815,4.55
44295,102900011000328,4.7300000000000004
44295,102900011001806,3.05
44295,102900011006689,4.38
44295,102900011007464,7.16
44295,102900011007471,9.16
44295,102900011008164,3.46
44295,102900011009246,7.49
44295,102900011009970,4.66
44295,102900011012994,2.1
44295,102900011013274,3.54
44295,102900011016701,3.7
44295,102900011021842,7.5
44295,102900011022030,2.4
44295,102900051000463,5.22
44295,102900051004294,5.91
44295,102900051009220,7.28
44295,102900051010455,3.44
44295,102900051010790,7.16
44295,106949711300068,1.68
44296,102900005115199,14.41
44296,102900005115762,5.69
44296,102900005115779,4.5999999999999996
44296,102900005115786,8.16
44296,102900005115823,3.74
44296,102900005115885,7.35
44296,102900005115908,4
44296,102900005115960,1.5
44296,102900005115984,4.0599999999999996
44296,102900005116226,6.47
44296,102900005116233,9.86
44296,102900005116257,6.18
44296,102900005116509,4.92
44296,102900005116530,12
44296,102900005116547,3.04
44296,102900005116639,6.19
44296,102900005116714,6.52
44296,102900005116790,3.85
44296,102900005116837,5.65
44296,102900005116899,7.24
44296,102900005116943,14.68
44296,102900005118817,4.26
44296,102900005118824,6.58
44296,102900005118831,4.01
44296,102900005119975,11.86
44296,102900005123880,5.65
44296,102900005125808,19.55
44296,102900005125815,4.5599999999999996
44296,102900011000328,3.36
44296,102900011001219,12.4
44296,102900011001806,3.16
44296,102900011002414,7.16
44296,102900011006689,4.21
44296,102900011007464,7.17
44296,102900011007471,9.17
44296,102900011009444,7.68
44296,102900011009970,4.76
44296,102900011013274,3.32
44296,102900011016701,3.91
44296,102900011021842,7.5
44296,102900051000463,5.22
44296,102900051004294,5.93
44296,102900051010455,3.44
44296,102900051010790,7.13
44296,106930274220092,2.6
44296,106949711300068,1.66
44296,106958851400125,2
44297,102900005115199,14.26
44297,102900005115762,5.84
44297,102900005115779,4.5999999999999996
44297,102900005115786,8.35
44297,102900005115823,3.74
44297,102900005115885,8.14
44297,102900005115908,4
44297,102900005115960,1.5
44297,102900005115984,4.0599999999999996
44297,102900005116226,6.15
44297,102900005116233,9.48
44297,102900005116257,6.22
44297,102900005116509,3.92
44297,102900005116530,12
44297,102900005116547,3.05
44297,102900005116714,6.5
44297,102900005116790,3.85
44297,102900005116837,5.46
44297,102900005116899,7.32
44297,102900005116943,14.76
44297,102900005117209,12.4
44297,102900005118817,4.29
44297,102900005118824,6.58
44297,102900005118831,4.0199999999999996
44297,102900005119975,11.97
44297,102900005123880,5.65
44297,102900005125808,21.03
44297,102900005125815,4.55
44297,102900011000328,3.32
44297,102900011001806,3.08
44297,102900011002414,7.12
44297,102900011006689,3.69
44297,102900011008164,3.23
44297,102900011009246,7.37
44297,102900011009444,7.63
44297,102900011009970,4.4800000000000004
44297,102900011012994,2.1
44297,102900011013274,3.22
44297,102900011016701,4.1900000000000004
44297,102900011021842,7.5
44297,102900011022030,2.4
44297,102900051000463,5.22
44297,102900051004294,4.8099999999999996
44297,102900051010455,3.44
44297,102900051010790,7.15
44297,106949711300068,1.67
44297,106958851400125,1.96
44298,102900005115199,14.75
44298,102900005115762,6.03
44298,102900005115779,4.5999999999999996
44298,102900005115786,8.23
44298,102900005115823,3.74
44298,102900005115885,8.15
44298,102900005115908,4
44298,102900005115960,1.49
44298,102900005115984,4.0599999999999996
44298,102900005116226,6.07
44298,102900005116233,9.2200000000000006
44298,102900005116257,6.25
44298,102900005116509,4.9400000000000004
44298,102900005116530,12
44298,102900005116547,3.04
44298,102900005116714,6.5
44298,102900005116790,3.83
44298,102900005116837,5.48
44298,102900005116899,7.32
44298,102900005116943,14.77
44298,102900005118817,4.3099999999999996
44298,102900005118824,6.58
44298,102900005118831,4.04
44298,102900005119975,11.67
44298,102900005125808,19.75
44298,102900005125815,4.5599999999999996
44298,102900011000328,3.28
44298,102900011001806,3.1
44298,102900011006689,3.57
44298,102900011008164,3.2
44298,102900011009246,7.34
44298,102900011009444,7.63
44298,102900011009970,4.1900000000000004
44298,102900011012994,2.2799999999999998
44298,102900011013274,3.11
44298,102900011016701,4.09
44298,102900011021842,7.5
44298,102900011022030,2.4
44298,102900051000463,5.22
44298,102900051004294,4.5999999999999996
44298,102900051009336,16.57
44298,102900051010455,3.44
44298,102900051010790,7.13
44298,106931885000035,4
44298,106949711300068,1.69
44298,106958851400125,1.98
44299,102900005115199,14.12
44299,102900005115762,4.0999999999999996
44299,102900005115779,4.5999999999999996
44299,102900005115786,8.8000000000000007
44299,102900005115823,3.74
44299,102900005115885,8.15
44299,102900005115960,0.94
44299,102900005115984,4.62
44299,102900005116226,5.21
44299,102900005116233,9.5299999999999994
44299,102900005116257,5.97
44299,102900005116509,5.53
44299,102900005116530,12
44299,102900005116547,3.04
44299,102900005116714,6.15
44299,102900005116790,3.75
44299,102900005116837,6.36
44299,102900005116899,7.32
44299,102900005116943,14.55
44299,102900005118817,4.3
44299,102900005118824,7.67
44299,102900005118831,4.04
44299,102900005119968,3.56
44299,102900005119975,10.17
44299,102900005125808,13.79
44299,102900005125815,4.55
44299,102900011000328,3.07
44299,102900011001806,3.12
44299,102900011002414,7.14
44299,102900011006689,3.38
44299,102900011008164,3.2
44299,102900011009246,7.8
44299,102900011009444,7.57
44299,102900011009970,2.75
44299,102900011012994,2.15
44299,102900011013274,2.96
44299,102900011016701,4.41
44299,102900011022030,2.4
44299,102900051000463,5.23
44299,102900051004294,4.57
44299,102900051010455,3.44
44299,102900051010790,7.14
44299,106949711300068,1.59
44299,106958851400125,1.88
44300,102900005115199,16.100000000000001
44300,102900005115762,3.14
44300,102900005115779,4.5999999999999996
44300,102900005115786,7.08
44300,102900005115823,3.74
44300,102900005115885,8.16
44300,102900005115908,4.0999999999999996
44300,102900005115946,8.24
44300,102900005115960,0.91
44300,102900005115984,4.68
44300,102900005116226,5.21
44300,102900005116233,9.7100000000000009
44300,102900005116257,5.96
44300,102900005116509,5.2
44300,102900005116530,12
44300,102900005116547,3.04
44300,102900005116714,6.12
44300,102900005116790,3.75
44300,102900005116837,6.29
44300,102900005116899,7.31
44300,102900005116943,14.09
44300,102900005117209,12.38
44300,102900005118817,4.2699999999999996
44300,102900005118824,7.18
44300,102900005118831,3.85
44300,102900005119098,12.46
44300,102900005119975,10.83
44300,102900005123880,6.27
44300,102900005125808,13.74
44300,102900005125815,4.55
44300,102900011000328,3.6
44300,102900011001219,9.48
44300,102900011001806,2.96
44300,102900011002414,7.14
44300,102900011006689,2.34
44300,102900011007464,8.17
44300,102900011007471,9.16
44300,102900011008164,3.2
44300,102900011009246,7.5
44300,102900011009444,7.57
44300,102900011009970,2.4300000000000002
44300,102900011012994,2.2200000000000002
44300,102900011013274,2.96
44300,102900011016701,4.63
44300,102900011021842,7.5
44300,102900011022030,2.4
44300,102900051000463,5.19
44300,102900051004294,4.42
44300,102900051010455,3.44
44300,102900051010790,7.13
44300,106930274220092,2.46
44300,106949711300068,1.66
44300,106958851400125,1.88
44301,102900005115199,16.100000000000001
44301,102900005115762,2.83
44301,102900005115779,4.5999999999999996
44301,102900005115786,7.08
44301,102900005115823,3.78
44301,102900005115854,2.56
44301,102900005115885,8.1300000000000008
44301,102900005115908,4.08
44301,102900005115960,0.88
44301,102900005115984,4.68
44301,102900005116226,5.22
44301,102900005116233,9.57
44301,102900005116257,5.43
44301,102900005116509,5.18
44301,102900005116530,12
44301,102900005116547,3.03
44301,102900005116639,5.2
44301,102900005116714,6.31
44301,102900005116790,3.75
44301,102900005116837,6.19
44301,102900005116899,7.22
44301,102900005116943,12.79
44301,102900005117209,12.39
44301,102900005118817,5.04
44301,102900005118824,6.94
44301,102900005118831,3.85
44301,102900005119098,12.42
44301,102900005119975,10.63
44301,102900005125808,13.94
44301,102900005125815,4.54
44301,102900011000328,3.73
44301,102900011001806,3.07
44301,102900011002414,7.14
44301,102900011006689,2.1800000000000002
44301,102900011007464,8.15
44301,102900011008164,2.82
44301,102900011009246,7.44
44301,102900011009444,6.26
44301,102900011009970,2.11
44301,102900011012994,2.25
44301,102900011013274,2.96
44301,102900011016701,4.6900000000000004
44301,102900011021842,7.5
44301,102900051000463,5.18
44301,102900051004294,4.41
44301,102900051010455,3.44
44301,102900051010790,7.13
44301,106949711300068,1.66
44301,106958851400125,1.94
44302,102900005115199,16.05
44302,102900005115762,2.79
44302,102900005115779,4.5999999999999996
44302,102900005115786,6.91
44302,102900005115823,3.87
44302,102900005115854,2.2999999999999998
44302,102900005115885,7.14
44302,102900005115908,4.0999999999999996
44302,102900005115946,8.35
44302,102900005115960,0.9
44302,102900005115984,4.68
44302,102900005116226,5.36
44302,102900005116233,9.52
44302,102900005116257,5.39
44302,102900005116509,5.25
44302,102900005116530,12
44302,102900005116547,3.03
44302,102900005116639,6.17
44302,102900005116714,6.08
44302,102900005116790,3.75
44302,102900005116837,5.69
44302,102900005116899,7.2
44302,102900005116943,9.69
44302,102900005117209,12.39
44302,102900005118817,4.7
44302,102900005118824,5.5
44302,102900005118831,3.84
44302,102900005119098,12.39
44302,102900005119975,10.6
44302,102900005125808,14.04
44302,102900005125815,4.54
44302,102900011000328,5.09
44302,102900011002414,7.06
44302,102900011006689,1.96
44302,102900011007471,9.1999999999999993
44302,102900011008164,2.6
44302,102900011009246,7.43
44302,102900011009444,5.94
44302,102900011009970,2.13
44302,102900011012994,2.2799999999999998
44302,102900011013274,3.06
44302,102900011016701,4.6900000000000004
44302,102900011021842,7.5
44302,102900011022030,2.4
44302,102900051000463,3.16
44302,102900051004294,3.97
44302,102900051010455,3.44
44302,106930274220092,2.46
44302,106949711300068,1.71
44302,106958851400125,1.95
44303,102900005115199,16
44303,102900005115762,2.77
44303,102900005115779,4.74
44303,102900005115786,5.27
44303,102900005115823,3.87
44303,102900005115854,2.1800000000000002
44303,102900005115885,7.13
44303,102900005115908,4.0999999999999996
44303,102900005115960,0.71
44303,102900005115984,4.68
44303,102900005116226,5.0999999999999996
44303,102900005116233,7.09
44303,102900005116257,5.39
44303,102900005116509,5.4
44303,102900005116530,12
44303,102900005116547,3.03
44303,102900005116639,6.2
44303,102900005116714,6.08
44303,102900005116790,3.81
44303,102900005116837,5.38
44303,102900005116899,7.2
44303,102900005116912,8.06
44303,102900005116943,9.8800000000000008
44303,102900005118817,4.71
44303,102900005118824,5.74
44303,102900005118831,3.83
44303,102900005119098,12.39
44303,102900005119975,10.6
44303,102900005125808,13.56
44303,102900005125815,4.54
44303,102900011000328,4.4800000000000004
44303,102900011001806,3.07
44303,102900011002414,6.13
44303,102900011006689,1.96
44303,102900011007471,9.16
44303,102900011008164,2.6
44303,102900011009246,7.53
44303,102900011009444,5.92
44303,102900011009970,2.14
44303,102900011012994,2.3199999999999998
44303,102900011013274,3.1
44303,102900011016701,4.67
44303,102900011021842,7.5
44303,102900011022030,2.4
44303,102900051000463,2.35
44303,102900051004294,3.7
44303,102900051010455,3.44
44303,102900051010790,7.13
44303,106930274220092,2.5299999999999998
44303,106949711300068,1.66
44303,106958851400125,2
44304,102900005115199,15.93
44304,102900005115762,2.73
44304,102900005115779,4.76
44304,102900005115786,5.27
44304,102900005115823,4.01
44304,102900005115854,1.96
44304,102900005115885,7.15
44304,102900005115908,4.12
44304,102900005115960,0.8
44304,102900005115984,4.66
44304,102900005116226,4.28
