prod_code,w_date,w_price
106957634300010,2021-03-07,1.5
106957634300058,2021-03-07,1.7
106958851400125,2021-03-07,2.61
106971533450003,2021-03-07,2.67
106971533455008,2021-03-07,2
106973223300667,2021-03-07,4.4
106973990980123,2021-03-07,1.5
102900005115168,2021-03-08,2.2
102900005115199,2021-03-08,37.58
102900005115625,2021-03-08,2.6
102900005115748,2021-03-08,2.2
102900005115762,2021-03-08,11.17
102900005115779,2021-03-08,3.55
102900005115786,2021-03-08,11.28
102900005115793,2021-03-08,7.47646341463415
102900005115816,2021-03-08,4.68986187845304
102900005115823,2021-03-08,3.42
102900005115854,2021-03-08,3.28
102900005115861,2021-03-08,3.355
102900005115878,2021-03-08,2.78
102900005115885,2021-03-08,7.15
102900005115908,2021-03-08,5.16
102900005115946,2021-03-08,6.96492307692308
102900005115960,2021-03-08,1.2
102900005115977,2021-03-08,6.68590308370044
102900005115984,2021-03-08,3.12
102900005116639,2021-03-08,8.09
102900005116776,2021-03-08,1
102900005116790,2021-03-08,2.24
102900005116806,2021-03-08,1.01
102900005118572,2021-03-08,2.19170984455959
102900005118817,2021-03-08,3.97
102900005118831,2021-03-08,2.165
102900005119975,2021-03-08,10.218125
102900005122654,2021-03-08,2.10793859649123
102900005128748,2021-03-08,5
102900011000175,2021-03-08,5.43
102900011000571,2021-03-08,1.6
102900011002414,2021-03-08,6.15
102900011006689,2021-03-08,3.84
102900011006948,2021-03-08,6.06165413533835
102900011006955,2021-03-08,5
102900011007464,2021-03-08,9.38
102900011007471,2021-03-08,9.11
102900011007495,2021-03-08,3.93
102900011008133,2021-03-08,13.7193233082707
102900011008164,2021-03-08,1.6
102900011008485,2021-03-08,3.93
102900011008492,2021-03-08,4.31
102900011008515,2021-03-08,5.63
102900011008522,2021-03-08,3.90285714285714
102900011008676,2021-03-08,9.41666666666667
102900011015384,2021-03-08,30.8
102900011015391,2021-03-08,2
102900011021644,2021-03-08,4.7
102900011022849,2021-03-08,2.51715771230503
102900011022924,2021-03-08,1.4
102900011023464,2021-03-08,5.02
102900011026502,2021-03-08,11
102900011026618,2021-03-08,2.41
102900011027462,2021-03-08,5.52
102900011027615,2021-03-08,6.3
102900011029688,2021-03-08,3.6
102900011030042,2021-03-08,1.95
102900011030059,2021-03-08,2.38
102900011030097,2021-03-08,2.64
102900011030103,2021-03-08,0.86
102900011030110,2021-03-08,1.33
102900011030134,2021-03-08,1.15
102900011030141,2021-03-08,1.14
102900011030158,2021-03-08,0.99
102900011030400,2021-03-08,73.5
102900011030417,2021-03-08,141
102900011030905,2021-03-08,1.46
102900011031216,2021-03-08,6.11
102900011032176,2021-03-08,1.83
102900011032282,2021-03-08,2.5
102900011032480,2021-03-08,25.96
102900011032589,2021-03-08,4.02
102900011032787,2021-03-08,6.93
102900011033081,2021-03-08,3.24
102900011033173,2021-03-08,11.14
102900011033234,2021-03-08,2.15
102900011033241,2021-03-08,2.32
102900011033531,2021-03-08,12
102900011033562,2021-03-08,11.98
102900011033586,2021-03-08,11.98
102900011033906,2021-03-08,2.04
102900011033920,2021-03-08,4.4
102900011034200,2021-03-08,0.84
102900011034217,2021-03-08,5.11
102900011034224,2021-03-08,0.59
102900011034231,2021-03-08,0.94
102900011034316,2021-03-08,4.21
102900011034323,2021-03-08,15.7
102900011034354,2021-03-08,3.3
102900011035481,2021-03-08,5.1
102900011035764,2021-03-08,4.36
102900011035771,2021-03-08,3.5
102900011035849,2021-03-08,4.17
102900011036686,2021-03-08,3.25
102900051000890,2021-03-08,3.99
102900051009220,2021-03-08,5.67941176470588
102900051010455,2021-03-08,3.87
102900051010790,2021-03-08,8.15
106971563780002,2021-03-08,2.87
106972776821582,2021-03-08,3.23
102900005116714,2021-03-08,5.6
102900011000632,2021-03-08,7.33895582329317
102900011009970,2021-03-08,3.27
102900011033913,2021-03-08,12.27
102900011034026,2021-03-08,4.64
102900005116042,2021-03-08,7
102900005116899,2021-03-08,6.6
102900005118824,2021-03-08,7.93714285714286
102900011001561,2021-03-08,1.20375
102900011001691,2021-03-08,9.45198795180723
102900011007969,2021-03-08,6.32989932885906
102900011009277,2021-03-08,5.83155303030303
102900011010891,2021-03-08,5.58542056074766
102900011018132,2021-03-08,10.5821099887767
102900011021842,2021-03-08,7
102900011023976,2021-03-08,4.26
102900011024010,2021-03-08,15
102900011032114,2021-03-08,4.28
102900011032732,2021-03-08,9.68
102900011034569,2021-03-08,8.5
102900011035511,2021-03-08,4.8
102900011035962,2021-03-08,6.05
102900051000944,2021-03-08,13.12
102900051006229,2021-03-08,2.88
102900005116257,2021-03-08,5.83
102900005116509,2021-03-08,5.29
102900011000335,2021-03-08,6.11
102900011009444,2021-03-08,6.53294117647059
102900011016909,2021-03-08,6.47758389261745
102900011022764,2021-03-08,13.1422222222222
102900011033975,2021-03-08,3.81
102900011033982,2021-03-08,5.06
102900011033999,2021-03-08,6.19
102900051000463,2021-03-08,5.68
102900005116219,2021-03-08,21.0371232876712
102900005116226,2021-03-08,7.3
102900005116233,2021-03-08,17.71
102900005116905,2021-03-08,9.12062992125984
102900005116943,2021-03-08,12.7
102900005117056,2021-03-08,10
102900005117209,2021-03-08,17.54
102900005119968,2021-03-08,10.2090909090909
102900005123880,2021-03-08,7.43
102900005125808,2021-03-08,14.35
102900011000328,2021-03-08,3.84
102900011000861,2021-03-08,7.2
102900011001219,2021-03-08,13.96
102900011009772,2021-03-08,20
102900011016701,2021-03-08,2.92
102900011022030,2021-03-08,2.4
102900011023648,2021-03-08,0.33
102900011027479,2021-03-08,4.78
102900011028407,2021-03-08,7.04
102900011029176,2021-03-08,4.52
102900011029275,2021-03-08,13
102900011029299,2021-03-08,13
102900011029305,2021-03-08,16.94
102900011031100,2021-03-08,4.54
102900011031582,2021-03-08,1.42
102900011031735,2021-03-08,2.8
102900011031742,2021-03-08,1.65
102900011031759,2021-03-08,2.56
102900011032022,2021-03-08,2.26
102900011032145,2021-03-08,1.55
102900011032206,2021-03-08,2.54
102900011032213,2021-03-08,4.36
102900011032220,2021-03-08,5.7
102900011032237,2021-03-08,2.78
102900011032244,2021-03-08,3.46
102900011032251,2021-03-08,2.39
102900011032343,2021-03-08,9.14
102900011032350,2021-03-08,6.98
102900011032367,2021-03-08,11.83
102900011032848,2021-03-08,2.29
102900011034262,2021-03-08,1.42
102900011034439,2021-03-08,2.42
102900011035078,2021-03-08,8.69
102900011036242,2021-03-08,2.72
102900051004294,2021-03-08,11.37
102900005115250,2021-03-08,13.0733333333333
102900005116530,2021-03-08,10.6
102900005116547,2021-03-08,4.05
102900005116837,2021-03-08,3.24
102900005116912,2021-03-08,9.1
102900005117353,2021-03-08,1
102900005119098,2021-03-08,14.6195
102900005119104,2021-03-08,2.41510204081633
102900005119944,2021-03-08,8.99714285714286
102900005125815,2021-03-08,5.61
102900011001806,2021-03-08,4.36
102900011001813,2021-03-08,1.26128
102900011007044,2021-03-08,3.0989
102900011008577,2021-03-08,4.23712574850299
102900011009246,2021-03-08,7.34
102900011010563,2021-03-08,80
102900011011058,2021-03-08,65.98
102900011011546,2021-03-08,2.14056338028169
102900011011669,2021-03-08,6.31354632587859
102900011011782,2021-03-08,8.43
102900011012482,2021-03-08,5.62
102900011012871,2021-03-08,61.29
102900011012994,2021-03-08,2.64
102900011013274,2021-03-08,4.24
102900011018095,2021-03-08,3.72
102900011021675,2021-03-08,40.67
102900011021699,2021-03-08,16.6324074074074
102900011023075,2021-03-08,3
102900011026793,2021-03-08,2.95
102900011030561,2021-03-08,12.58
102900011030608,2021-03-08,6.32
102900011030615,2021-03-08,10.52
102900011030622,2021-03-08,14.32
102900011030639,2021-03-08,15.51
102900011030912,2021-03-08,5.06
102900011030929,2021-03-08,1.48
102900011031599,2021-03-08,1.44
102900011031841,2021-03-08,5.21
102900011031858,2021-03-08,0.1
102900011031926,2021-03-08,2.26
102900011031995,2021-03-08,1.61
102900011032619,2021-03-08,11.18
102900011032626,2021-03-08,7.35
102900011032633,2021-03-08,8.15
102900011032640,2021-03-08,9.68
102900011033937,2021-03-08,4.69
102900011033944,2021-03-08,6.51
102900011033968,2021-03-08,12.6
102900011034330,2021-03-08,3.6
102900011034538,2021-03-08,3.25
102900011034705,2021-03-08,6.7
102900011035740,2021-03-08,7.11
102900011035788,2021-03-08,2.72
102900011036068,2021-03-08,2.85
102900011036266,2021-03-08,3.39
102900051009336,2021-03-08,32.225
106930274220092,2021-03-08,2.98
106930274620090,2021-03-08,2.8
106931885000035,2021-03-08,4.82666666666667
106931885000356,2021-03-08,8.14
106949711300068,2021-03-08,1.79
106949711300167,2021-03-08,1.97
106949711300259,2021-03-08,2.58
106956146480197,2021-03-08,1.42312
106956146480203,2021-03-08,1.96860068259386
106957634300010,2021-03-08,1.5
106957634300058,2021-03-08,1.7
106958851400125,2021-03-08,2.47
106971533450003,2021-03-08,2.67
106971533455008,2021-03-08,2
106973223300667,2021-03-08,4.37931034482759
106973990980123,2021-03-08,1.5
102900005115168,2021-03-09,2.2
102900005115199,2021-03-09,39.06
102900005115625,2021-03-09,2.6
102900005115748,2021-03-09,2.2
102900005115762,2021-03-09,11.82
102900005115779,2021-03-09,3.56
102900005115786,2021-03-09,11.28
102900005115793,2021-03-09,7.44463414634146
102900005115816,2021-03-09,4.69027624309392
102900005115823,2021-03-09,3.43
102900005115854,2021-03-09,3.42
102900005115861,2021-03-09,3.3375
102900005115878,2021-03-09,2.66
102900005115885,2021-03-09,7.15
102900005115908,2021-03-09,5.48
102900005115946,2021-03-09,6.99938461538462
102900005115960,2021-03-09,1.2
102900005115977,2021-03-09,6.68852422907489
102900005115984,2021-03-09,3.02
102900005116639,2021-03-09,8.09
102900005116776,2021-03-09,1
102900005116790,2021-03-09,2.24
102900005116806,2021-03-09,1.01
102900005118572,2021-03-09,2.18238341968912
102900005118817,2021-03-09,4.04
102900005118831,2021-03-09,2.25
102900005119975,2021-03-09,10.2225
102900005122654,2021-03-09,2.14008771929825
102900005128748,2021-03-09,5
102900011000175,2021-03-09,5.43
102900011000571,2021-03-09,1.6
102900011002414,2021-03-09,6.13
102900011006689,2021-03-09,3.91
102900011006948,2021-03-09,6.0881954887218
102900011006955,2021-03-09,5
102900011007464,2021-03-09,9.38
102900011007471,2021-03-09,9.11
102900011007495,2021-03-09,3.93
102900011008133,2021-03-09,13.6684962406015
102900011008164,2021-03-09,1.85
102900011008485,2021-03-09,3.93
102900011008492,2021-03-09,4.31
102900011008515,2021-03-09,5.63
102900011008522,2021-03-09,3.89883597883598
102900011008676,2021-03-09,10
102900011015384,2021-03-09,30.8
102900011015391,2021-03-09,2
102900011021644,2021-03-09,4.7
102900011022849,2021-03-09,2.52166377816291
102900011022924,2021-03-09,1.4
102900011023464,2021-03-09,5.02
102900011026502,2021-03-09,11
102900011026618,2021-03-09,2.41
102900011027462,2021-03-09,5.52
102900011027615,2021-03-09,6.3
102900011029688,2021-03-09,3.6
102900011030042,2021-03-09,1.95
102900011030059,2021-03-09,2.38
102900011030097,2021-03-09,2.64
102900011030103,2021-03-09,0.86
102900011030110,2021-03-09,1.33
102900011030134,2021-03-09,1.15
102900011030141,2021-03-09,1.14
102900011030158,2021-03-09,0.99
102900011030400,2021-03-09,73.5
102900011030417,2021-03-09,141
102900011030905,2021-03-09,1.46
102900011031216,2021-03-09,6.11
102900011032176,2021-03-09,1.83
102900011032282,2021-03-09,2.5
102900011032480,2021-03-09,25.96
102900011032589,2021-03-09,4.02
102900011032787,2021-03-09,6.93
102900011033081,2021-03-09,3.24
102900011033173,2021-03-09,11.14
102900011033234,2021-03-09,2.15
102900011033241,2021-03-09,2.32
102900011033531,2021-03-09,12
102900011033562,2021-03-09,11.98
102900011033586,2021-03-09,11.98
102900011033906,2021-03-09,2.04
102900011033920,2021-03-09,4.4
102900011034200,2021-03-09,0.84
102900011034217,2021-03-09,5.11
102900011034224,2021-03-09,0.59
102900011034231,2021-03-09,0.94
102900011034316,2021-03-09,4.21
102900011034323,2021-03-09,15.7
102900011034354,2021-03-09,3.3
102900011035481,2021-03-09,5.1
102900011035764,2021-03-09,4.36
102900011035771,2021-03-09,3.5
102900011035849,2021-03-09,4.17
102900011036686,2021-03-09,3.25
102900051000890,2021-03-09,3.99
102900051009220,2021-03-09,5.72764705882353
102900051010455,2021-03-09,3.86
102900051010790,2021-03-09,8.17
106971563780002,2021-03-09,2.87
106972776821582,2021-03-09,3.23
102900005116714,2021-03-09,5.6
102900011000632,2021-03-09,7.3285140562249
102900011009970,2021-03-09,3.55
102900011033913,2021-03-09,12.27
102900011034026,2021-03-09,4.64
102900005116042,2021-03-09,7
102900005116899,2021-03-09,6.6
102900005118824,2021-03-09,6.96142857142857
102900011001561,2021-03-09,1.20602564102564
102900011001691,2021-03-09,9.45816265060241
102900011007969,2021-03-09,6.33679530201342
102900011009277,2021-03-09,5.82606060606061
102900011010891,2021-03-09,5.56102803738318
102900011018132,2021-03-09,10.5886980920314
102900011021842,2021-03-09,7
102900011023976,2021-03-09,4.26
102900011024010,2021-03-09,15
102900011032114,2021-03-09,4.28
102900011032732,2021-03-09,9.68
102900011034569,2021-03-09,8.5
102900011035511,2021-03-09,4.8
102900011035962,2021-03-09,6.05
102900051000944,2021-03-09,13.072
102900051006229,2021-03-09,2.88
102900005116257,2021-03-09,6.04
102900005116509,2021-03-09,5.33
102900011000335,2021-03-09,6.11
102900011009444,2021-03-09,6.33058823529412
102900011016909,2021-03-09,6.46604026845637
102900011022764,2021-03-09,13.0365740740741
102900011033975,2021-03-09,3.81
102900011033982,2021-03-09,5.06
102900011033999,2021-03-09,6.19
102900051000463,2021-03-09,5.82
102900005116219,2021-03-09,20.8567123287671
102900005116226,2021-03-09,7.18
102900005116233,2021-03-09,17.54
102900005116905,2021-03-09,9.06566929133858
102900005116943,2021-03-09,12.8
102900005117056,2021-03-09,10
102900005117209,2021-03-09,17.538
102900005119968,2021-03-09,10.0243939393939
102900005123880,2021-03-09,7.44
102900005125808,2021-03-09,13.68
102900011000328,2021-03-09,4.02
102900011000861,2021-03-09,7.2
102900011001219,2021-03-09,13.955
102900011009772,2021-03-09,20
102900011016701,2021-03-09,2.93
102900011022030,2021-03-09,2.4
102900011023648,2021-03-09,0.33
102900011027479,2021-03-09,4.78
102900011028407,2021-03-09,7.04
102900011029176,2021-03-09,4.52
102900011029275,2021-03-09,13
102900011029299,2021-03-09,13
102900011029305,2021-03-09,16.94
102900011031100,2021-03-09,4.54
102900011031582,2021-03-09,1.42
102900011031735,2021-03-09,2.8
102900011031742,2021-03-09,1.65
102900011031759,2021-03-09,2.56
102900011032022,2021-03-09,2.26
102900011032145,2021-03-09,1.55
102900011032206,2021-03-09,2.54
102900011032213,2021-03-09,4.36
102900011032220,2021-03-09,5.7
102900011032237,2021-03-09,2.78
102900011032244,2021-03-09,3.46
102900011032251,2021-03-09,2.39
102900011032343,2021-03-09,9.14
102900011032350,2021-03-09,6.98
102900011032367,2021-03-09,11.83
102900011032848,2021-03-09,2.29
102900011034262,2021-03-09,1.42
102900011034439,2021-03-09,2.42
102900011035078,2021-03-09,8.69
102900011036242,2021-03-09,2.72
102900051004294,2021-03-09,8.43
102900005115250,2021-03-09,12.9155555555556
102900005116530,2021-03-09,10.6
102900005116547,2021-03-09,3.87
102900005116837,2021-03-09,3.24
102900005116912,2021-03-09,9.1
102900005117353,2021-03-09,1
102900005119098,2021-03-09,14.454
102900005119104,2021-03-09,2.41401360544218
102900005119944,2021-03-09,8.89028571428571
102900005125815,2021-03-09,5.66
102900011001806,2021-03-09,4.36
102900011001813,2021-03-09,1.2556
102900011007044,2021-03-09,3.0998
102900011008577,2021-03-09,4.23604790419162
102900011009246,2021-03-09,7.35
102900011010563,2021-03-09,80
102900011011058,2021-03-09,65.98
102900011011546,2021-03-09,2.13380281690141
102900011011669,2021-03-09,6.3105750798722
102900011011782,2021-03-09,8.43
102900011012482,2021-03-09,5.62
102900011012871,2021-03-09,61.29
102900011012994,2021-03-09,2.57
102900011013274,2021-03-09,4.19
102900011018095,2021-03-09,3.68
102900011021675,2021-03-09,40.67
102900011021699,2021-03-09,16.6371759259259
102900011023075,2021-03-09,3
102900011026793,2021-03-09,2.95
102900011030561,2021-03-09,12.58
102900011030608,2021-03-09,6.32
102900011030615,2021-03-09,10.52
102900011030622,2021-03-09,14.32
102900011030639,2021-03-09,15.51
102900011030912,2021-03-09,5.06
102900011030929,2021-03-09,1.48
102900011031599,2021-03-09,1.44
102900011031841,2021-03-09,5.21
102900011031858,2021-03-09,0.1
102900011031926,2021-03-09,2.26
102900011031995,2021-03-09,1.61
102900011032619,2021-03-09,11.18
102900011032626,2021-03-09,7.35
102900011032633,2021-03-09,8.15
102900011032640,2021-03-09,9.68
102900011033937,2021-03-09,4.69
102900011033944,2021-03-09,6.51
102900011033968,2021-03-09,12.6
102900011034330,2021-03-09,3.6
102900011034538,2021-03-09,3.25
102900011034705,2021-03-09,6.7
102900011035740,2021-03-09,7.11
102900011035788,2021-03-09,2.72
102900011036068,2021-03-09,2.85
102900011036266,2021-03-09,3.39
102900051009336,2021-03-09,29.7
106930274220092,2021-03-09,2.8
106930274620090,2021-03-09,2.8
106931885000035,2021-03-09,4.8
106931885000356,2021-03-09,8.14
106949711300068,2021-03-09,1.54
106949711300167,2021-03-09,1.97
106949711300259,2021-03-09,2.58
106956146480197,2021-03-09,1.41796
106956146480203,2021-03-09,1.96484641638225
106957634300010,2021-03-09,1.5
106957634300058,2021-03-09,1.7
106958851400125,2021-03-09,2.42
106971533450003,2021-03-09,2.67
106971533455008,2021-03-09,2
106973223300667,2021-03-09,4.35862068965517
106973990980123,2021-03-09,1.5
102900005115168,2021-03-10,2.13333333333333
102900005115199,2021-03-10,39.07
102900005115625,2021-03-10,2.6
102900005115748,2021-03-10,2.25
102900005115762,2021-03-10,12.0333333333333
102900005115779,2021-03-10,3.47
102900005115786,2021-03-10,11.28
102900005115793,2021-03-10,7.41280487804878
102900005115816,2021-03-10,4.69069060773481
102900005115823,2021-03-10,3.52
102900005115854,2021-03-10,3.48666666666667
102900005115861,2021-03-10,3.32
102900005115878,2021-03-10,2.92
102900005115885,2021-03-10,7.15
102900005115908,2021-03-10,5.71
102900005115946,2021-03-10,7.03384615384615
102900005115960,2021-03-10,1.2
102900005115977,2021-03-10,6.69114537444934
102900005115984,2021-03-10,3.12
102900005116639,2021-03-10,8.09
102900005116776,2021-03-10,1
102900005116790,2021-03-10,2.23
102900005116806,2021-03-10,1.01
102900005118572,2021-03-10,2.17305699481865
102900005118817,2021-03-10,4.12
102900005118831,2021-03-10,3.21
102900005119975,2021-03-10,10.226875
102900005122654,2021-03-10,2.17223684210526
102900005128748,2021-03-10,5
102900011000175,2021-03-10,5.43
102900011000571,2021-03-10,1.6
102900011002414,2021-03-10,6.14
102900011006689,2021-03-10,4.05
102900011006948,2021-03-10,6.11473684210526
102900011006955,2021-03-10,5
102900011007464,2021-03-10,9.37
102900011007471,2021-03-10,9.11
102900011007495,2021-03-10,3.93
102900011008133,2021-03-10,13.6176691729323
102900011008164,2021-03-10,2
102900011008485,2021-03-10,3.93
102900011008492,2021-03-10,4.31
102900011008515,2021-03-10,5.63
102900011008522,2021-03-10,3.89481481481481
102900011008676,2021-03-10,10.0067208672087
102900011015384,2021-03-10,30.8
102900011015391,2021-03-10,2
102900011021644,2021-03-10,4.7
102900011022849,2021-03-10,2.5261698440208
102900011022924,2021-03-10,1.4
102900011023464,2021-03-10,5.02
102900011026502,2021-03-10,11
102900011026618,2021-03-10,2.41
102900011027462,2021-03-10,5.52
102900011027615,2021-03-10,6.3
102900011029688,2021-03-10,3.6
102900011030042,2021-03-10,1.95
102900011030059,2021-03-10,2.38
102900011030097,2021-03-10,2.64
102900011030103,2021-03-10,0.86
102900011030110,2021-03-10,1.33
102900011030134,2021-03-10,1.15
102900011030141,2021-03-10,1.14
102900011030158,2021-03-10,0.99
102900011030400,2021-03-10,73.5
102900011030417,2021-03-10,141
102900011030905,2021-03-10,1.46
102900011031216,2021-03-10,6.11
102900011032176,2021-03-10,1.83
102900011032282,2021-03-10,2.5
102900011032480,2021-03-10,25.96
102900011032589,2021-03-10,4.02
102900011032787,2021-03-10,6.93
102900011033081,2021-03-10,3.24
102900011033173,2021-03-10,11.14
102900011033234,2021-03-10,2.15
102900011033241,2021-03-10,2.32
102900011033531,2021-03-10,12
102900011033562,2021-03-10,11.98
102900011033586,2021-03-10,11.98
102900011033906,2021-03-10,2.04
102900011033920,2021-03-10,4.4
102900011034200,2021-03-10,0.84
102900011034217,2021-03-10,5.11
102900011034224,2021-03-10,0.59
102900011034231,2021-03-10,0.94
102900011034316,2021-03-10,4.21
102900011034323,2021-03-10,15.7
102900011034354,2021-03-10,3.3
102900011035481,2021-03-10,5.1
102900011035764,2021-03-10,4.36
102900011035771,2021-03-10,3.5
102900011035849,2021-03-10,4.17
102900011036686,2021-03-10,3.25
102900051000890,2021-03-10,3.99
102900051009220,2021-03-10,5.77588235294118
102900051010455,2021-03-10,3.85
102900051010790,2021-03-10,8.18
106971563780002,2021-03-10,2.87
106972776821582,2021-03-10,3.23
102900005116714,2021-03-10,5.23
102900011000632,2021-03-10,7.31807228915663
102900011009970,2021-03-10,3.65
102900011033913,2021-03-10,12.27
102900011034026,2021-03-10,4.64
102900005116042,2021-03-10,7
102900005116899,2021-03-10,6.6
102900005118824,2021-03-10,5.98571428571428
102900011001561,2021-03-10,1.20830128205128
102900011001691,2021-03-10,9.46433734939759
102900011007969,2021-03-10,6.34369127516779
102900011009277,2021-03-10,5.82056818181818
102900011010891,2021-03-10,5.53663551401869
102900011018132,2021-03-10,10.5952861952862
102900011021842,2021-03-10,7
102900011023976,2021-03-10,4.26
102900011024010,2021-03-10,15
102900011032114,2021-03-10,4.28
102900011032732,2021-03-10,9.68
102900011034569,2021-03-10,8.5
102900011035511,2021-03-10,4.8
102900011035962,2021-03-10,6.05
102900051000944,2021-03-10,13.024
102900051006229,2021-03-10,2.88
102900005116257,2021-03-10,6.2
102900005116509,2021-03-10,5.3
102900011000335,2021-03-10,6.11
102900011009444,2021-03-10,6.12823529411765
102900011016909,2021-03-10,6.4544966442953
102900011022764,2021-03-10,12.9309259259259
102900011033975,2021-03-10,3.81
102900011033982,2021-03-10,5.06
102900011033999,2021-03-10,6.19
102900051000463,2021-03-10,5.96
102900005116219,2021-03-10,20.676301369863
102900005116226,2021-03-10,7
102900005116233,2021-03-10,13.15
102900005116905,2021-03-10,9.01070866141732
102900005116943,2021-03-10,12.8
102900005117056,2021-03-10,10
102900005117209,2021-03-10,17.536
102900005119968,2021-03-10,9.83969696969697
102900005123880,2021-03-10,7.435
102900005125808,2021-03-10,14.16
102900011000328,2021-03-10,4.02
102900011000861,2021-03-10,7.2
102900011001219,2021-03-10,13.95
102900011009772,2021-03-10,20
102900011016701,2021-03-10,2.96
102900011022030,2021-03-10,2.4
102900011023648,2021-03-10,0.33
102900011027479,2021-03-10,4.78
102900011028407,2021-03-10,7.04
102900011029176,2021-03-10,4.52
102900011029275,2021-03-10,13
102900011029299,2021-03-10,13
102900011029305,2021-03-10,16.94
102900011031100,2021-03-10,4.54
102900011031582,2021-03-10,1.42
102900011031735,2021-03-10,2.8
102900011031742,2021-03-10,1.65
102900011031759,2021-03-10,2.56
102900011032022,2021-03-10,2.26
102900011032145,2021-03-10,1.55
102900011032206,2021-03-10,2.54
102900011032213,2021-03-10,4.36
102900011032220,2021-03-10,5.7
102900011032237,2021-03-10,2.78
102900011032244,2021-03-10,3.46
102900011032251,2021-03-10,2.39
102900011032343,2021-03-10,9.14
102900011032350,2021-03-10,6.98
102900011032367,2021-03-10,11.83
102900011032848,2021-03-10,2.29
102900011034262,2021-03-10,1.42
102900011034439,2021-03-10,2.42
102900011035078,2021-03-10,8.69
102900011036242,2021-03-10,2.72
102900051004294,2021-03-10,8.43
102900005115250,2021-03-10,12.7577777777778
102900005116530,2021-03-10,10.6
102900005116547,2021-03-10,3.8
102900005116837,2021-03-10,3.24
102900005116912,2021-03-10,9.1
102900005117353,2021-03-10,1
102900005119098,2021-03-10,14.2885
102900005119104,2021-03-10,2.41292517006803
102900005119944,2021-03-10,8.78342857142857
102900005125815,2021-03-10,5.34
102900011001806,2021-03-10,4.36
102900011001813,2021-03-10,1.24992
102900011007044,2021-03-10,3.1007
102900011008577,2021-03-10,4.23497005988024
102900011009246,2021-03-10,7.36
102900011010563,2021-03-10,80
102900011011058,2021-03-10,65.98
102900011011546,2021-03-10,2.12704225352113
102900011011669,2021-03-10,6.30760383386581
102900011011782,2021-03-10,8.43
102900011012482,2021-03-10,5.62
102900011012871,2021-03-10,61.29
102900011012994,2021-03-10,2.5
102900011013274,2021-03-10,4.2
102900011018095,2021-03-10,3.68
102900011021675,2021-03-10,40.67
102900011021699,2021-03-10,16.6419444444444
102900011023075,2021-03-10,3
102900011026793,2021-03-10,2.95
102900011030561,2021-03-10,12.58
102900011030608,2021-03-10,6.32
102900011030615,2021-03-10,10.52
102900011030622,2021-03-10,14.32
102900011030639,2021-03-10,15.51
102900011030912,2021-03-10,5.06
102900011030929,2021-03-10,1.48
102900011031599,2021-03-10,1.44
102900011031841,2021-03-10,5.21
102900011031858,2021-03-10,0.1
102900011031926,2021-03-10,2.26
102900011031995,2021-03-10,1.61
102900011032619,2021-03-10,11.18
102900011032626,2021-03-10,7.35
102900011032633,2021-03-10,8.15
102900011032640,2021-03-10,9.68
102900011033937,2021-03-10,4.69
102900011033944,2021-03-10,6.51
102900011033968,2021-03-10,12.6
102900011034330,2021-03-10,3.6
102900011034538,2021-03-10,3.25
102900011034705,2021-03-10,6.7
102900011035740,2021-03-10,7.11
102900011035788,2021-03-10,2.72
102900011036068,2021-03-10,2.85
102900011036266,2021-03-10,3.39
102900051009336,2021-03-10,27.175
106930274220092,2021-03-10,2.8
106930274620090,2021-03-10,2.8
106931885000035,2021-03-10,4.77333333333333
106931885000356,2021-03-10,8.14
106949711300068,2021-03-10,1.52
106949711300167,2021-03-10,1.97
106949711300259,2021-03-10,2.58
106956146480197,2021-03-10,1.4128
106956146480203,2021-03-10,1.96109215017065
106957634300010,2021-03-10,1.5
106957634300058,2021-03-10,1.7
106958851400125,2021-03-10,2.43
106971533450003,2021-03-10,2.67
106971533455008,2021-03-10,2
106973223300667,2021-03-10,4.33793103448276
106973990980123,2021-03-10,1.5
102900005115168,2021-03-11,2.06666666666667
102900005115199,2021-03-11,39.06
102900005115625,2021-03-11,2.6
102900005115748,2021-03-11,2.6
102900005115762,2021-03-11,12.2466666666667
102900005115779,2021-03-11,3.46
102900005115786,2021-03-11,11.28
102900005115793,2021-03-11,7.3809756097561
102900005115816,2021-03-11,4.69110497237569
102900005115823,2021-03-11,3.42
102900005115854,2021-03-11,3.55333333333333
102900005115861,2021-03-11,3.3025
102900005115878,2021-03-11,3.14
102900005115885,2021-03-11,7.9
102900005115908,2021-03-11,5.83
102900005115946,2021-03-11,7.06830769230769
102900005115960,2021-03-11,1.2
102900005115977,2021-03-11,6.69376651982379
102900005115984,2021-03-11,3.21
102900005116639,2021-03-11,8.12
102900005116776,2021-03-11,1
102900005116790,2021-03-11,2.26
102900005116806,2021-03-11,1.01
102900005118572,2021-03-11,2.16373056994819
102900005118817,2021-03-11,4.13
102900005118831,2021-03-11,3.79
102900005119975,2021-03-11,10.23125
102900005122654,2021-03-11,2.20438596491228
102900005128748,2021-03-11,5
102900011000175,2021-03-11,5.43
102900011000571,2021-03-11,1.6
102900011002414,2021-03-11,6.15
102900011006689,2021-03-11,4.11
102900011006948,2021-03-11,6.14127819548872
102900011006955,2021-03-11,5
102900011007464,2021-03-11,9.33
102900011007471,2021-03-11,9.11
102900011007495,2021-03-11,3.93
102900011008133,2021-03-11,13.5668421052632
102900011008164,2021-03-11,2
102900011008485,2021-03-11,3.93
